#                                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
111730at33208_240206_0:00307f|TRINITY_DN78597_c13_g3_i1:2-469|-      -            156 111730at33208        -            629   2.8e-76  254.0   0.4   1   1   5.3e-77   3.1e-76  253.8   0.4   161   311     2   156     1   156 0.96 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i13:266-958|-     -            231 111730at33208        -            629   1.9e-21   72.9   3.4   2   2   4.6e-07   2.7e-06   22.8   0.0   161   233   122   200   114   226 0.77 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i14:266-958|-     -            231 111730at33208        -            629   1.9e-21   72.9   3.4   1   2   1.6e-15   9.6e-15   50.7   1.7    91   196     3   115     1   123 0.87 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i14:266-958|-     -            231 111730at33208        -            629   1.9e-21   72.9   3.4   2   2   4.6e-07   2.7e-06   22.8   0.0   161   233   122   200   114   226 0.77 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i16:266-958|-     -            231 111730at33208        -            629   1.9e-21   72.9   3.4   1   2   1.6e-15   9.6e-15   50.7   1.7    91   196     3   115     1   123 0.87 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i16:266-958|-     -            231 111730at33208        -            629   1.9e-21   72.9   3.4   2   2   4.6e-07   2.7e-06   22.8   0.0   161   233   122   200   114   226 0.77 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i2:266-958|-      -            231 111730at33208        -            629   1.9e-21   72.9   3.4   1   2   1.6e-15   9.6e-15   50.7   1.7    91   196     3   115     1   123 0.87 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i2:266-958|-      -            231 111730at33208        -            629   1.9e-21   72.9   3.4   2   2   4.6e-07   2.7e-06   22.8   0.0   161   233   122   200   114   226 0.77 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i5:266-958|-      -            231 111730at33208        -            629   1.9e-21   72.9   3.4   1   2   1.6e-15   9.6e-15   50.7   1.7    91   196     3   115     1   123 0.87 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i5:266-958|-      -            231 111730at33208        -            629   1.9e-21   72.9   3.4   2   2   4.6e-07   2.7e-06   22.8   0.0   161   233   122   200   114   226 0.77 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i7:267-959|-      -            231 111730at33208        -            629   1.9e-21   72.9   3.4   1   2   1.6e-15   9.6e-15   50.7   1.7    91   196     3   115     1   123 0.87 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i7:267-959|-      -            231 111730at33208        -            629   1.9e-21   72.9   3.4   2   2   4.6e-07   2.7e-06   22.8   0.0   161   233   122   200   114   226 0.77 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i8:267-959|-      -            231 111730at33208        -            629   1.9e-21   72.9   3.4   1   2   1.6e-15   9.6e-15   50.7   1.7    91   196     3   115     1   123 0.87 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i8:267-959|-      -            231 111730at33208        -            629   1.9e-21   72.9   3.4   2   2   4.6e-07   2.7e-06   22.8   0.0   161   233   122   200   114   226 0.77 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i9:267-959|-      -            231 111730at33208        -            629   1.9e-21   72.9   3.4   1   2   1.6e-15   9.6e-15   50.7   1.7    91   196     3   115     1   123 0.87 -
448514at33208_6087_0:00120f|TRINITY_DN93367_c10_g1_i9:267-959|-      -            231 111730at33208        -            629   1.9e-21   72.9   3.4   2   2   4.6e-07   2.7e-06   22.8   0.0   161   233   122   200   114   226 0.77 -
111730at33208_1629725_0:0002a1|TRINITY_DN76940_c7_g1_i3:327-1106|+   -            260 111730at33208        -            629   3.7e-20   68.6   3.1   1   3   2.6e-12   1.5e-11   40.1   0.3    87   195     3   120     1   124 0.88 -
111730at33208_1629725_0:0002a1|TRINITY_DN76940_c7_g1_i3:327-1106|+   -            260 111730at33208        -            629   3.7e-20   68.6   3.1   2   3   1.4e-05     8e-05   17.9   0.0   122   195   129   203   125   207 0.91 -
111730at33208_1629725_0:0002a1|TRINITY_DN76940_c7_g1_i3:327-1106|+   -            260 111730at33208        -            629   3.7e-20   68.6   3.1   3   3    0.0047     0.028    9.5   0.0   165   200   221   258   203   260 0.77 -
111730at33208_9258_0:002637|TRINITY_DN78597_c13_g2_i1:80-409|+       -            110 111730at33208        -            629   1.2e-18   63.5   0.0   1   1   2.3e-19   1.4e-18   63.4   0.0   381   459     8   105     2   110 0.80 -
111730at33208_568069_0:004ac4|TRINITY_DN73327_c12_g1_i2:766-2214|-   -            483 111730at33208        -            629   4.4e-16   55.1   0.6   1   4     0.038      0.22    6.5   0.0   127   225    33   140    30   145 0.74 -
111730at33208_568069_0:004ac4|TRINITY_DN73327_c12_g1_i2:766-2214|-   -            483 111730at33208        -            629   4.4e-16   55.1   0.6   2   4   6.3e-05   0.00037   15.7   0.1   163   196   160   193   141   221 0.76 -
111730at33208_568069_0:004ac4|TRINITY_DN73327_c12_g1_i2:766-2214|-   -            483 111730at33208        -            629   4.4e-16   55.1   0.6   3   4     0.019      0.11    7.5   0.0    82   117   242   277   219   281 0.93 -
111730at33208_568069_0:004ac4|TRINITY_DN73327_c12_g1_i2:766-2214|-   -            483 111730at33208        -            629   4.4e-16   55.1   0.6   4   4   2.7e-06   1.6e-05   20.3   0.0   122   193   409   483   304   483 0.83 -
435253at33208_7962_0:004125|TRINITY_DN84760_c5_g1_i6:1093-1809|-     -            239 111730at33208        -            629     4e-15   52.0   4.0   1   3   2.7e-09   1.6e-08   30.1   0.2    63   195     9   150     1   157 0.81 -
435253at33208_7962_0:004125|TRINITY_DN84760_c5_g1_i6:1093-1809|-     -            239 111730at33208        -            629     4e-15   52.0   4.0   2   3   2.6e-09   1.6e-08   30.2   0.5    84   195    72   192    70   219 0.83 -
435253at33208_7962_0:004125|TRINITY_DN84760_c5_g1_i6:1093-1809|-     -            239 111730at33208        -            629     4e-15   52.0   4.0   3   3       0.5         3    2.8   0.0     8    37   206   237   197   239 0.72 -
435253at33208_8208_0:000488|TRINITY_DN84760_c5_g1_i2:1090-1833|-     -            248 111730at33208        -            629   1.2e-14   50.4   2.9   1   3   4.5e-07   2.6e-06   22.8   0.1   126   223     3   104     1   113 0.87 -
435253at33208_8208_0:000488|TRINITY_DN84760_c5_g1_i2:1090-1833|-     -            248 111730at33208        -            629   1.2e-14   50.4   2.9   2   3   3.7e-09   2.2e-08   29.7   0.2    84   195    80   200    78   205 0.85 -
435253at33208_8208_0:000488|TRINITY_DN84760_c5_g1_i2:1090-1833|-     -            248 111730at33208        -            629   1.2e-14   50.4   2.9   3   3      0.43       2.5    3.1   0.0     8    38   214   246   208   248 0.74 -
111730at33208_259920_0:000f8a|TRINITY_DN84398_c2_g1_i3:614-1600|+    -            329 111730at33208        -            629   2.2e-14   49.5   8.3   1   3     0.019      0.11    7.5   0.0   249   270     7    28     1    41 0.74 -
111730at33208_259920_0:000f8a|TRINITY_DN84398_c2_g1_i3:614-1600|+    -            329 111730at33208        -            629   2.2e-14   49.5   8.3   2   3   0.00078    0.0046   12.1   0.5    67   118    71   122    63   137 0.79 -
111730at33208_259920_0:000f8a|TRINITY_DN84398_c2_g1_i3:614-1600|+    -            329 111730at33208        -            629   2.2e-14   49.5   8.3   3   3   1.3e-08   7.6e-08   27.9   0.3    85   187   217   326   192   329 0.53 -
111730at33208_294128_0:000d9d|TRINITY_DN85835_c6_g3_i10:2997-3683|-  -            229 111730at33208        -            629   9.7e-13   44.1   0.9   1   3   0.00015   0.00089   14.5   0.0   165   195     1    31     1    41 0.91 -
111730at33208_294128_0:000d9d|TRINITY_DN85835_c6_g3_i10:2997-3683|-  -            229 111730at33208        -            629   9.7e-13   44.1   0.9   2   3   2.4e-06   1.4e-05   20.4   0.3   143   197    63   117    40   119 0.89 -
111730at33208_294128_0:000d9d|TRINITY_DN85835_c6_g3_i10:2997-3683|-  -            229 111730at33208        -            629   9.7e-13   44.1   0.9   3   3     0.045      0.26    6.3   0.0   163   198   163   198   154   228 0.83 -
111730at33208_294128_0:000d9d|TRINITY_DN85835_c6_g3_i13:2979-3665|-  -            229 111730at33208        -            629   9.7e-13   44.1   0.9   1   3   0.00015   0.00089   14.5   0.0   165   195     1    31     1    41 0.91 -
111730at33208_294128_0:000d9d|TRINITY_DN85835_c6_g3_i13:2979-3665|-  -            229 111730at33208        -            629   9.7e-13   44.1   0.9   2   3   2.4e-06   1.4e-05   20.4   0.3   143   197    63   117    40   119 0.89 -
111730at33208_294128_0:000d9d|TRINITY_DN85835_c6_g3_i13:2979-3665|-  -            229 111730at33208        -            629   9.7e-13   44.1   0.9   3   3     0.045      0.26    6.3   0.0   163   198   163   198   154   228 0.83 -
111730at33208_294128_0:000d9d|TRINITY_DN85835_c6_g3_i3:5211-5897|-   -            229 111730at33208        -            629   9.7e-13   44.1   0.9   1   3   0.00015   0.00089   14.5   0.0   165   195     1    31     1    41 0.91 -
111730at33208_294128_0:000d9d|TRINITY_DN85835_c6_g3_i3:5211-5897|-   -            229 111730at33208        -            629   9.7e-13   44.1   0.9   2   3   2.4e-06   1.4e-05   20.4   0.3   143   197    63   117    40   119 0.89 -
111730at33208_294128_0:000d9d|TRINITY_DN85835_c6_g3_i3:5211-5897|-   -            229 111730at33208        -            629   9.7e-13   44.1   0.9   3   3     0.045      0.26    6.3   0.0   163   198   163   198   154   228 0.83 -
111730at33208_29058_0:002618|TRINITY_DN81477_c5_g1_i1:388-1446|-     -            353 111730at33208        -            629   3.9e-12   42.1   2.2   1   2   0.00031    0.0018   13.4   0.1    82   122    87   127    51   145 0.78 -
111730at33208_29058_0:002618|TRINITY_DN81477_c5_g1_i1:388-1446|-     -            353 111730at33208        -            629   3.9e-12   42.1   2.2   2   2   2.7e-08   1.6e-07   26.9   0.5     9   144   187   336   184   352 0.80 -
111730at33208_29058_0:002618|TRINITY_DN81477_c5_g1_i2:1448-2506|-    -            353 111730at33208        -            629   3.9e-12   42.1   2.2   1   2   0.00031    0.0018   13.4   0.1    82   122    87   127    51   145 0.78 -
111730at33208_29058_0:002618|TRINITY_DN81477_c5_g1_i2:1448-2506|-    -            353 111730at33208        -            629   3.9e-12   42.1   2.2   2   2   2.7e-08   1.6e-07   26.9   0.5     9   144   187   336   184   352 0.80 -
111730at33208_29058_0:002618|TRINITY_DN81477_c5_g1_i3:1142-2200|-    -            353 111730at33208        -            629   3.9e-12   42.1   2.2   1   2   0.00031    0.0018   13.4   0.1    82   122    87   127    51   145 0.78 -
111730at33208_29058_0:002618|TRINITY_DN81477_c5_g1_i3:1142-2200|-    -            353 111730at33208        -            629   3.9e-12   42.1   2.2   2   2   2.7e-08   1.6e-07   26.9   0.5     9   144   187   336   184   352 0.80 -
111730at33208_39758_0:000c43|TRINITY_DN79895_c5_g1_i4:474-1088|-     -            205 111730at33208        -            629   4.8e-12   41.8   0.3   1   2   1.5e-06   8.7e-06   21.1   0.1   161   224     7    74     1    80 0.82 -
111730at33208_39758_0:000c43|TRINITY_DN79895_c5_g1_i4:474-1088|-     -            205 111730at33208        -            629   4.8e-12   41.8   0.3   2   2   9.2e-06   5.5e-05   18.5   0.0   130   223   105   205    98   205 0.75 -
111730at33208_39758_0:000c43|TRINITY_DN79895_c5_g1_i7:474-1088|-     -            205 111730at33208        -            629   4.8e-12   41.8   0.3   1   2   1.5e-06   8.7e-06   21.1   0.1   161   224     7    74     1    80 0.82 -
111730at33208_39758_0:000c43|TRINITY_DN79895_c5_g1_i7:474-1088|-     -            205 111730at33208        -            629   4.8e-12   41.8   0.3   2   2   9.2e-06   5.5e-05   18.5   0.0   130   223   105   205    98   205 0.75 -
111730at33208_39758_0:000c43|TRINITY_DN73327_c12_g1_i1:518-1258|-    -            247 111730at33208        -            629     6e-12   41.5   0.0   1   2   2.3e-06   1.3e-05   20.5   0.0   135   196    19    80    13    94 0.91 -
111730at33208_39758_0:000c43|TRINITY_DN73327_c12_g1_i1:518-1258|-    -            247 111730at33208        -            629     6e-12   41.5   0.0   2   2   6.8e-06     4e-05   18.9   0.0   127   264    96   246    92   247 0.73 -
448514at33208_9365_0:002094|TRINITY_DN77260_c8_g1_i1:277-849|+       -            191 111730at33208        -            629   1.8e-11   39.9   0.1   1   2   2.4e-09   1.4e-08   30.3   0.0    95   227     3   146     1   153 0.80 -
448514at33208_9365_0:002094|TRINITY_DN77260_c8_g1_i1:277-849|+       -            191 111730at33208        -            629   1.8e-11   39.9   0.1   2   2     0.015     0.089    7.9   0.0   161   193   159   191   152   191 0.90 -
111730at33208_8019_0:003f67|TRINITY_DN82628_c4_g1_i5:318-860|+       -            181 111730at33208        -            629   2.7e-11   39.3   2.9   1   2     6e-07   3.6e-06   22.4   0.3   156   218    15    81     3    86 0.82 -
111730at33208_8019_0:003f67|TRINITY_DN82628_c4_g1_i5:318-860|+       -            181 111730at33208        -            629   2.7e-11   39.3   2.9   2   2     4e-07   2.3e-06   23.0   0.7    85   190    63   179    59   181 0.82 -
111730at33208_8019_0:003f67|TRINITY_DN82628_c4_g1_i7:1268-1810|+     -            181 111730at33208        -            629   2.7e-11   39.3   2.9   1   2     6e-07   3.6e-06   22.4   0.3   156   218    15    81     3    86 0.82 -
111730at33208_8019_0:003f67|TRINITY_DN82628_c4_g1_i7:1268-1810|+     -            181 111730at33208        -            629   2.7e-11   39.3   2.9   2   2     4e-07   2.3e-06   23.0   0.7    85   190    63   179    59   181 0.82 -
111730at33208_176946_0:001a89|TRINITY_DN86682_c13_g1_i6:1477-1875|-  -            133 111730at33208        -            629   3.6e-11   38.9   0.2   1   1   1.2e-11     7e-11   37.9   0.2    62   181     7   132     1   133 0.87 -
111730at33208_176946_0:001a89|TRINITY_DN86682_c13_g1_i7:1477-1875|-  -            133 111730at33208        -            629   3.6e-11   38.9   0.2   1   1   1.2e-11     7e-11   37.9   0.2    62   181     7   132     1   133 0.87 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i10:3414-3878|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i10:3414-3878|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i10:3414-3878|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i11:2827-3291|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i11:2827-3291|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i11:2827-3291|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i12:3369-3833|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i12:3369-3833|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i12:3369-3833|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i13:2817-3281|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i13:2817-3281|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i13:2817-3281|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i14:2830-3294|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i14:2830-3294|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i14:2830-3294|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i15:3427-3891|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i15:3427-3891|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i15:3427-3891|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i16:2872-3336|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i16:2872-3336|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i16:2872-3336|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i1:2872-3336|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i1:2872-3336|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i1:2872-3336|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i20:2885-3349|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i20:2885-3349|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i20:2885-3349|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i21:2817-3281|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i21:2817-3281|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i21:2817-3281|-    -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i2:2830-3294|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i2:2830-3294|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i2:2830-3294|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i3:2872-3336|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i3:2872-3336|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i3:2872-3336|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i5:2885-3349|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i5:2885-3349|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i5:2885-3349|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i7:2827-3291|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i7:2827-3291|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i7:2827-3291|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   3   3     0.058      0.35    5.9   0.0   155   203   103   151   101   154 0.86 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i8:3359-3823|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   1   3    0.0011    0.0063   11.7   0.0   147   195    11    59     4    66 0.92 -
435253at33208_9371_0:003235|TRINITY_DN87264_c2_g1_i8:3359-3823|-     -            155 111730at33208        -            629   3.6e-11   38.9   0.1   2   3   4.7e-07   2.8e-06   22.7   0.0   160   224    66   134    61   136 0.80 -
