# BUSCO version is: 5.7.1 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
108764at33208	Complete	TRINITY_DN88875_c11_g1_i11:6031-8711	517.6	487	https://v10-1.orthodb.org/?query=108764at33208	general transcription factor 3C polypeptide 3
109109at33208	Complete	TRINITY_DN75122_c11_g1_i1:482-3023	1026.1	585	https://v10-1.orthodb.org/?query=109109at33208	Helicase, C-terminal
111730at33208	Fragmented	TRINITY_DN78597_c13_g3_i1:2-469	254.0	150	https://v10-1.orthodb.org/?query=111730at33208	WD40-repeat-containing domain
111746at33208	Complete	TRINITY_DN87686_c12_g1_i5:199-2867	535.6	591	https://v10-1.orthodb.org/?query=111746at33208	WD40 repeat
114954at33208	Complete	TRINITY_DN83842_c12_g2_i3:244-2635	697.4	449	https://v10-1.orthodb.org/?query=114954at33208	WW domain
115878at33208	Complete	TRINITY_DN82336_c8_g1_i1:433-2076	421.4	390	https://v10-1.orthodb.org/?query=115878at33208	DNA helicase, DnaB-like, C-terminal
118209at33208	Complete	TRINITY_DN82081_c6_g1_i9:1014-4654	1389.3	703	https://v10-1.orthodb.org/?query=118209at33208	Tetratricopeptide repeat
119252at33208	Complete	TRINITY_DN80668_c10_g4_i1:1-1640	441.5	307	https://v10-1.orthodb.org/?query=119252at33208	Aminoacyl-tRNA synthetase, class II
119591at33208	Complete	TRINITY_DN82556_c9_g1_i14:116-4148	1535.8	985	https://v10-1.orthodb.org/?query=119591at33208	WD40 repeat
121127at33208	Complete	TRINITY_DN88980_c9_g2_i2:1114-4025	611.2	573	https://v10-1.orthodb.org/?query=121127at33208	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
123923at33208	Complete	TRINITY_DN90431_c2_g1_i8:1590-3770	412.1	482	https://v10-1.orthodb.org/?query=123923at33208	RINT-1/Tip20
124302at33208	Complete	TRINITY_DN91497_c1_g3_i1:10-2241	266.0	372	https://v10-1.orthodb.org/?query=124302at33208	Trafficking protein particle complex subunit 11
127766at33208	Complete	TRINITY_DN88920_c12_g1_i1:45-2921	831.5	591	https://v10-1.orthodb.org/?query=127766at33208	Vesicle tethering protein p115, armadillo tether-repeat
129179at33208	Complete	TRINITY_DN87709_c5_g3_i4:116-2624	756.7	576	https://v10-1.orthodb.org/?query=129179at33208	Cleavage and polyadenylation specificity factor 2, C-terminal
130245at33208	Duplicated	TRINITY_DN83598_c5_g1_i6:161-2744	655.0	409	https://v10-1.orthodb.org/?query=130245at33208	MIF4G-like, type 1
130245at33208	Duplicated	TRINITY_DN83598_c5_g2_i1:1838-4207	654.3	409	https://v10-1.orthodb.org/?query=130245at33208	MIF4G-like, type 1
130256at33208	Complete	TRINITY_DN90274_c14_g1_i6:741-3229	703.9	565	https://v10-1.orthodb.org/?query=130256at33208	AARP2CN
131349at33208	Complete	TRINITY_DN92444_c0_g2_i1:152-3646	1391.6	912	https://v10-1.orthodb.org/?query=131349at33208	Aminoacyl-tRNA synthetase, class Ia
131848at33208	Complete	TRINITY_DN79735_c1_g4_i3:353-2836	454.1	502	https://v10-1.orthodb.org/?query=131848at33208	UPF0505 family
132087at33208	Complete	TRINITY_DN92661_c7_g2_i5:429-3617	912.8	753	https://v10-1.orthodb.org/?query=132087at33208	Symplekin/Pta1, N-terminal
134492at33208	Complete	TRINITY_DN80942_c12_g2_i3:219-3758	1263.1	881	https://v10-1.orthodb.org/?query=134492at33208	Transcription initiation factor TFIID subunit 2
135294at33208	Complete	TRINITY_DN92321_c1_g2_i10:301-3096	693.6	508	https://v10-1.orthodb.org/?query=135294at33208	Rab-GTPase-TBC domain
137383at33208	Fragmented	TRINITY_DN83619_c6_g1_i1:4-1056	385.6	268	https://v10-1.orthodb.org/?query=137383at33208	Tetratricopeptide repeat
139188at33208	Complete	TRINITY_DN76393_c10_g1_i1:4-2193	708.4	608	https://v10-1.orthodb.org/?query=139188at33208	Conserved oligomeric Golgi complex, subunit 4
143619at33208	Complete	TRINITY_DN87359_c9_g2_i3:774-2477	378.4	312	https://v10-1.orthodb.org/?query=143619at33208	GPI transamidase component PIG-T
143997at33208	Complete	TRINITY_DN92866_c9_g1_i9:303-1796	559.9	356	https://v10-1.orthodb.org/?query=143997at33208	Tetratricopeptide repeat
146671at33208	Complete	TRINITY_DN93592_c2_g2_i9:244-3300	912.7	673	https://v10-1.orthodb.org/?query=146671at33208	NFACT protein, C-terminal
147873at33208	Complete	TRINITY_DN88427_c12_g1_i2:75-2320	888.9	564	https://v10-1.orthodb.org/?query=147873at33208	Crooked neck pre-mRNA splicing factor 1
148067at33208	Complete	TRINITY_DN91055_c3_g2_i1:89-3409	618.8	791	https://v10-1.orthodb.org/?query=148067at33208	Nrap protein, domain 3
148325at33208	Complete	TRINITY_DN86232_c5_g4_i6:70-2345	360.8	285	https://v10-1.orthodb.org/?query=148325at33208	THO complex subunit 1
152327at33208	Complete	TRINITY_DN90989_c1_g1_i11:766-2214	530.4	368	https://v10-1.orthodb.org/?query=152327at33208	FAD/NAD(P)-binding domain
152977at33208	Complete	TRINITY_DN88812_c2_g3_i1:822-2792	623.9	490	https://v10-1.orthodb.org/?query=152977at33208	Dymeclin
153034at33208	Complete	TRINITY_DN73479_c18_g1_i2:166-2306	809.7	502	https://v10-1.orthodb.org/?query=153034at33208	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
157109at33208	Complete	TRINITY_DN89492_c9_g3_i2:257-1144	306.8	216	https://v10-1.orthodb.org/?query=157109at33208	Zinc finger C2H2-type
157138at33208	Complete	TRINITY_DN89542_c15_g2_i2:621-2759	472.4	522	https://v10-1.orthodb.org/?query=157138at33208	Neurochondrin
158845at33208	Complete	TRINITY_DN76976_c3_g2_i5:124-2184	465.0	478	https://v10-1.orthodb.org/?query=158845at33208	exocyst complex component 8
158962at33208	Complete	TRINITY_DN85802_c6_g1_i1:128-2287	849.1	549	https://v10-1.orthodb.org/?query=158962at33208	DNA mismatch repair protein Mlh1, C-terminal
162821at33208	Complete	TRINITY_DN87296_c4_g1_i1:212-2536	648.2	417	https://v10-1.orthodb.org/?query=162821at33208	Glycosyl hydrolase family 63, C-terminal
164767at33208	Complete	TRINITY_DN69814_c0_g1_i1:182-2845	930.5	692	https://v10-1.orthodb.org/?query=164767at33208	WD40 repeat
166097at33208	Complete	TRINITY_DN92770_c6_g1_i2:388-2133	820.4	491	https://v10-1.orthodb.org/?query=166097at33208	Methylglyoxal synthase-like domain
168850at33208	Complete	TRINITY_DN83422_c6_g1_i2:23-2170	730.3	522	https://v10-1.orthodb.org/?query=168850at33208	Sec1-like protein
168924at33208	Complete	TRINITY_DN85756_c14_g1_i2:2064-4724	600.6	574	https://v10-1.orthodb.org/?query=168924at33208	ER membrane protein complex subunit 1, C-terminal
169864at33208	Complete	TRINITY_DN91484_c12_g1_i2:740-2776	429.9	542	https://v10-1.orthodb.org/?query=169864at33208	CCAAT-binding factor
172677at33208	Complete	TRINITY_DN80897_c10_g2_i7:498-2687	218.1	232	https://v10-1.orthodb.org/?query=172677at33208	Sphingomyelin phosphodiesterase 4
176247at33208	Complete	TRINITY_DN72596_c3_g1_i2:682-1890	344.8	321	https://v10-1.orthodb.org/?query=176247at33208	Tyrosyl-DNA phosphodiesterase I
177718at33208	Complete	TRINITY_DN87790_c10_g1_i2:298-2232	535.3	393	https://v10-1.orthodb.org/?query=177718at33208	WD40 repeat
177858at33208	Complete	TRINITY_DN91954_c10_g2_i1:539-2743	950.8	584	https://v10-1.orthodb.org/?query=177858at33208	Helicase, C-terminal
178537at33208	Complete	TRINITY_DN88207_c2_g1_i2:266-1897	979.3	465	https://v10-1.orthodb.org/?query=178537at33208	Radical SAM
179485at33208	Complete	TRINITY_DN73327_c12_g1_i2:628-2442	656.1	482	https://v10-1.orthodb.org/?query=179485at33208	WD40 repeat
180808at33208	Complete	TRINITY_DN81561_c0_g1_i2:951-2705	805.7	469	https://v10-1.orthodb.org/?query=180808at33208	FAD/NAD(P)-binding domain
182834at33208	Complete	TRINITY_DN81700_c14_g1_i5:179-2158	663.6	478	https://v10-1.orthodb.org/?query=182834at33208	anaphase-promoting complex subunit 2
184508at33208	Complete	TRINITY_DN90067_c10_g1_i3:1585-5218	700.7	496	https://v10-1.orthodb.org/?query=184508at33208	SERRATE/Ars2 , C-terminal
184717at33208	Complete	TRINITY_DN88193_c12_g1_i1:531-2354	908.1	510	https://v10-1.orthodb.org/?query=184717at33208	ATP-binding cassette sub-family E member 1
186208at33208	Duplicated	TRINITY_DN87761_c3_g1_i3:92-3315	887.3	705	https://v10-1.orthodb.org/?query=186208at33208	RNA cytidine acetyltransferase
186208at33208	Duplicated	TRINITY_DN74241_c6_g1_i14:582-2490	812.4	497	https://v10-1.orthodb.org/?query=186208at33208	RNA cytidine acetyltransferase
186707at33208	Complete	TRINITY_DN86589_c10_g2_i2:339-2459	487.1	505	https://v10-1.orthodb.org/?query=186707at33208	Exocyst complex component 7
187280at33208	Complete	TRINITY_DN92417_c9_g1_i8:397-2622	746.2	531	https://v10-1.orthodb.org/?query=187280at33208	SCP2 sterol-binding domain
189414at33208	Complete	TRINITY_DN86487_c5_g4_i1:434-2017	509.8	453	https://v10-1.orthodb.org/?query=189414at33208	MIF4G-like domain superfamily
190726at33208	Complete	TRINITY_DN80133_c11_g1_i10:54-2690	596.0	391	https://v10-1.orthodb.org/?query=190726at33208	Eukaryotic translation initiation factor 3 subunit D
191938at33208	Complete	TRINITY_DN93088_c11_g1_i5:703-3049	390.9	442	https://v10-1.orthodb.org/?query=191938at33208	Regulator of MON1-CCZ1
192250at33208	Complete	TRINITY_DN90105_c4_g2_i2:120-1895	439.9	296	https://v10-1.orthodb.org/?query=192250at33208	pre-mRNA-splicing factor SLU7
194754at33208	Missing
195986at33208	Complete	TRINITY_DN88987_c16_g1_i1:769-3156	932.0	599	https://v10-1.orthodb.org/?query=195986at33208	cell division cycle 5-like protein
196950at33208	Complete	TRINITY_DN79693_c9_g3_i3:188-2698	680.5	621	https://v10-1.orthodb.org/?query=196950at33208	RNA recognition motif domain
197549at33208	Complete	TRINITY_DN84438_c8_g3_i3:468-2378	467.5	488	https://v10-1.orthodb.org/?query=197549at33208	Pentatricopeptide repeat
197652at33208	Complete	TRINITY_DN91792_c15_g1_i2:695-2233	744.1	435	https://v10-1.orthodb.org/?query=197652at33208	WD40 repeat
200997at33208	Complete	TRINITY_DN87902_c12_g2_i3:657-2360	561.6	496	https://v10-1.orthodb.org/?query=200997at33208	Signal recognition particle subunit SRP68
201397at33208	Complete	TRINITY_DN87761_c2_g1_i2:560-3062	751.7	473	https://v10-1.orthodb.org/?query=201397at33208	WD40 repeat
202545at33208	Complete	TRINITY_DN84643_c4_g3_i2:40-1302	522.3	313	https://v10-1.orthodb.org/?query=202545at33208	Wntless Wnt ligand secretion mediator
203128at33208	Complete	TRINITY_DN79616_c5_g1_i1:269-1786	880.8	438	https://v10-1.orthodb.org/?query=203128at33208	tRNA-splicing ligase, RtcB
203698at33208	Complete	TRINITY_DN92357_c8_g1_i9:88-3940	1009.1	784	https://v10-1.orthodb.org/?query=203698at33208	Helicase, C-terminal
205220at33208	Complete	TRINITY_DN84776_c6_g1_i4:1110-2417	465.9	343	https://v10-1.orthodb.org/?query=205220at33208	Kelch repeat type 1
206786at33208	Complete	TRINITY_DN85755_c10_g1_i1:808-2268	535.7	383	https://v10-1.orthodb.org/?query=206786at33208	Nmd3, N-terminal
206858at33208	Complete	TRINITY_DN73512_c11_g1_i3:797-3103	606.3	503	https://v10-1.orthodb.org/?query=206858at33208	Rhodanese-like domain
207599at33208	Complete	TRINITY_DN88432_c6_g1_i2:382-2362	474.6	377	https://v10-1.orthodb.org/?query=207599at33208	Mre11, DNA-binding
208219at33208	Complete	TRINITY_DN92562_c3_g1_i4:751-2367	346.5	395	https://v10-1.orthodb.org/?query=208219at33208	RNA polymerase I specific transcription initiation factor RRN3
210614at33208	Complete	TRINITY_DN88709_c6_g1_i7:111-2741	581.4	661	https://v10-1.orthodb.org/?query=210614at33208	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
212972at33208	Complete	TRINITY_DN87057_c5_g1_i3:198-2542	510.5	432	https://v10-1.orthodb.org/?query=212972at33208	digestive organ expansion factor homolog
214788at33208	Complete	TRINITY_DN88797_c3_g3_i6:347-3100	579.5	525	https://v10-1.orthodb.org/?query=214788at33208	Conserved oligomeric Golgi complex subunit 6
215654at33208	Complete	TRINITY_DN82880_c11_g1_i1:197-1696	633.1	405	https://v10-1.orthodb.org/?query=215654at33208	splicing factor 3A subunit 3
216257at33208	Complete	TRINITY_DN81414_c9_g1_i4:324-2456	509.8	337	https://v10-1.orthodb.org/?query=216257at33208	Helicase, C-terminal
216563at33208	Complete	TRINITY_DN91313_c1_g1_i10:556-2139	294.6	294	https://v10-1.orthodb.org/?query=216563at33208	Cytochrome b5-like heme/steroid binding domain
218441at33208	Complete	TRINITY_DN73557_c10_g1_i1:37-1647	155.0	243	https://v10-1.orthodb.org/?query=218441at33208	Protein kintoun
219795at33208	Complete	TRINITY_DN92017_c6_g3_i3:313-2385	514.6	519	https://v10-1.orthodb.org/?query=219795at33208	CCR4-NOT transcription complex subunit 10
219856at33208	Complete	TRINITY_DN90250_c6_g1_i1:964-2425	621.7	394	https://v10-1.orthodb.org/?query=219856at33208	Ubiquitin specific peptidase 39
222489at33208	Complete	TRINITY_DN89724_c10_g1_i6:88-2006	693.7	355	https://v10-1.orthodb.org/?query=222489at33208	WD40 repeat
223234at33208	Complete	TRINITY_DN77658_c9_g1_i1:186-1568	328.8	342	https://v10-1.orthodb.org/?query=223234at33208	Protoporphyrinogen oxidase
224280at33208	Complete	TRINITY_DN85125_c1_g2_i1:90-1577	796.9	439	https://v10-1.orthodb.org/?query=224280at33208	Signal recognition particle, SRP54 subunit, GTPase domain
226335at33208	Missing
226941at33208	Complete	TRINITY_DN71332_c0_g1_i1:277-2037	565.1	394	https://v10-1.orthodb.org/?query=226941at33208	acetyl-coenzyme A transporter 1
227087at33208	Complete	TRINITY_DN86386_c9_g1_i3:2202-4943	701.6	744	https://v10-1.orthodb.org/?query=227087at33208	Clathrin, heavy chain/VPS, 7-fold repeat
227453at33208	Complete	TRINITY_DN73624_c13_g1_i1:153-1889	654.0	436	https://v10-1.orthodb.org/?query=227453at33208	negative elongation factor B
227979at33208	Complete	TRINITY_DN84811_c8_g2_i3:952-3102	864.1	598	https://v10-1.orthodb.org/?query=227979at33208	protein VAC14 homolog
231157at33208	Complete	TRINITY_DN83747_c11_g2_i4:100-1692	601.6	431	https://v10-1.orthodb.org/?query=231157at33208	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
231700at33208	Complete	TRINITY_DN80217_c7_g3_i2:0-3068	405.3	539	https://v10-1.orthodb.org/?query=231700at33208	siRNA-mediated silencing protein NRDE-2
234290at33208	Complete	TRINITY_DN77653_c4_g2_i3:2432-4354	769.1	472	https://v10-1.orthodb.org/?query=234290at33208	Leucine-rich repeat
235149at33208	Complete	TRINITY_DN83945_c15_g1_i2:22-1868	361.1	440	https://v10-1.orthodb.org/?query=235149at33208	Signal recognition particle subunit SRP72
235430at33208	Complete	TRINITY_DN77260_c8_g1_i1:4-1521	453.4	350	https://v10-1.orthodb.org/?query=235430at33208	U3 small nucleolar RNA-associated protein 15, C-terminal
235458at33208	Complete	TRINITY_DN84612_c2_g1_i3:227-1807	414.7	348	https://v10-1.orthodb.org/?query=235458at33208	tRNA (uracil-O(2)-)-methyltransferase
239016at33208	Complete	TRINITY_DN91253_c7_g4_i4:55-1722	448.6	404	https://v10-1.orthodb.org/?query=239016at33208	CDC45 family
239149at33208	Complete	TRINITY_DN86561_c3_g1_i3:368-2088	144.6	212	https://v10-1.orthodb.org/?query=239149at33208	Ribosomal protein L37/S30
239597at33208	Missing
240437at33208	Complete	TRINITY_DN81514_c0_g1_i1:1208-2092	417.8	240	https://v10-1.orthodb.org/?query=240437at33208	rRNA adenine N(6)-methyltransferase
244863at33208	Complete	TRINITY_DN86173_c6_g2_i1:680-2749	374.7	452	https://v10-1.orthodb.org/?query=244863at33208	E3 UFM1-protein ligase 1
245482at33208	Complete	TRINITY_DN86949_c10_g3_i3:119-1495	479.6	360	https://v10-1.orthodb.org/?query=245482at33208	Pescadillo
245567at33208	Complete	TRINITY_DN78225_c12_g1_i3:409-2483	519.9	410	https://v10-1.orthodb.org/?query=245567at33208	DnaJ domain
246241at33208	Complete	TRINITY_DN88641_c5_g1_i3:361-1704	543.2	369	https://v10-1.orthodb.org/?query=246241at33208	26S proteasome non-ATPase regulatory subunit 12
247183at33208	Complete	TRINITY_DN87978_c11_g1_i4:1178-3523	852.7	595	https://v10-1.orthodb.org/?query=247183at33208	Kinesin-associated protein 3
247905at33208	Complete	TRINITY_DN86260_c7_g1_i2:719-2485	349.0	361	https://v10-1.orthodb.org/?query=247905at33208	SUI1 domain
249486at33208	Complete	TRINITY_DN74697_c8_g1_i5:284-2029	499.0	423	https://v10-1.orthodb.org/?query=249486at33208	DNA polymerase epsilon subunit
251076at33208	Complete	TRINITY_DN92265_c6_g1_i1:1742-2584	350.5	206	https://v10-1.orthodb.org/?query=251076at33208	PDZ domain
251577at33208	Complete	TRINITY_DN82085_c10_g2_i4:293-1765	258.9	251	https://v10-1.orthodb.org/?query=251577at33208	nucleolar complex protein 4 homolog
255117at33208	Complete	TRINITY_DN92066_c5_g1_i11:2151-4619	302.4	562	https://v10-1.orthodb.org/?query=255117at33208	Phosphatidylinositol 3-kinase, C2 domain
255242at33208	Complete	TRINITY_DN80344_c7_g1_i9:123-1761	351.3	256	https://v10-1.orthodb.org/?query=255242at33208	Origin recognition complex subunit 4
255924at33208	Complete	TRINITY_DN86754_c0_g2_i1:130-2406	627.9	495	https://v10-1.orthodb.org/?query=255924at33208	Helicase, C-terminal
257141at33208	Fragmented	TRINITY_DN75498_c12_g1_i5:423-668	113.1	75	https://v10-1.orthodb.org/?query=257141at33208	D-glucuronyl C5-epimerase
257339at33208	Missing
259581at33208	Complete	TRINITY_DN75688_c17_g1_i1:206-2227	346.1	384	https://v10-1.orthodb.org/?query=259581at33208	Hermansky-Pudlak syndrome 1 protein
260752at33208	Complete	TRINITY_DN80778_c9_g1_i8:205-2004	374.4	372	https://v10-1.orthodb.org/?query=260752at33208	conserved oligomeric Golgi complex subunit 2
261284at33208	Duplicated	TRINITY_DN81449_c6_g2_i1:2-1210	338.5	317	https://v10-1.orthodb.org/?query=261284at33208	Vps16, C-terminal
261284at33208	Duplicated	TRINITY_DN81449_c6_g1_i1:5-1306	307.1	300	https://v10-1.orthodb.org/?query=261284at33208	Vps16, C-terminal
261614at33208	Complete	TRINITY_DN79185_c7_g1_i6:713-2908	619.1	531	https://v10-1.orthodb.org/?query=261614at33208	WD40 repeat
262757at33208	Complete	TRINITY_DN81060_c8_g1_i1:500-1822	325.9	308	https://v10-1.orthodb.org/?query=262757at33208	putative tRNA pseudouridine synthase Pus10
266460at33208	Complete	TRINITY_DN87175_c8_g2_i4:305-2101	618.6	463	https://v10-1.orthodb.org/?query=266460at33208	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
266469at33208	Complete	TRINITY_DN83976_c10_g1_i18:92-1465	199.4	186	https://v10-1.orthodb.org/?query=266469at33208	GTP binding domain
266808at33208	Complete	TRINITY_DN87964_c7_g1_i3:208-1747	552.2	352	https://v10-1.orthodb.org/?query=266808at33208	cleavage stimulation factor subunit 1
267439at33208	Complete	TRINITY_DN80049_c0_g2_i3:1190-2761	699.2	422	https://v10-1.orthodb.org/?query=267439at33208	Aminoacyl-tRNA synthetase, class II
268134at33208	Missing
268397at33208	Complete	TRINITY_DN92935_c2_g4_i1:52-2595	644.6	605	https://v10-1.orthodb.org/?query=268397at33208	Vps53-like, N-terminal
270594at33208	Complete	TRINITY_DN86577_c7_g1_i1:148-2244	619.2	528	https://v10-1.orthodb.org/?query=270594at33208	SDA1 domain
271297at33208	Complete	TRINITY_DN72563_c13_g1_i1:655-1824	350.8	232	https://v10-1.orthodb.org/?query=271297at33208	Protoheme IX farnesyltransferase, mitochondrial
271742at33208	Complete	TRINITY_DN75731_c13_g2_i2:69-1949	631.5	436	https://v10-1.orthodb.org/?query=271742at33208	Nuclear pore localisation protein NPL4, C-terminal
272605at33208	Complete	TRINITY_DN74346_c13_g1_i4:161-1827	519.3	398	https://v10-1.orthodb.org/?query=272605at33208	DET1 homolog
273040at33208	Missing
273367at33208	Complete	TRINITY_DN77868_c14_g1_i2:163-1852	141.4	224	https://v10-1.orthodb.org/?query=273367at33208	ODR-4-like
273989at33208	Complete	TRINITY_DN92960_c4_g1_i3:440-2158	600.5	447	https://v10-1.orthodb.org/?query=273989at33208	RNA helicase
274044at33208	Complete	TRINITY_DN93098_c13_g1_i2:900-2093	391.2	344	https://v10-1.orthodb.org/?query=274044at33208	Plus-3 domain
274064at33208	Complete	TRINITY_DN73551_c8_g1_i3:147-1223	451.0	277	https://v10-1.orthodb.org/?query=274064at33208	Protein O-glucosyltransferase 1
274769at33208	Complete	TRINITY_DN82922_c9_g2_i1:904-2388	509.9	381	https://v10-1.orthodb.org/?query=274769at33208	Ubiquitin specific protease, conserved site
274992at33208	Complete	TRINITY_DN89058_c6_g4_i3:140-1583	229.8	337	https://v10-1.orthodb.org/?query=274992at33208	Clathrin adaptor, mu subunit
277935at33208	Complete	TRINITY_DN89753_c1_g1_i4:158-2395	561.8	558	https://v10-1.orthodb.org/?query=277935at33208	nuclear pore complex protein Nup107
278227at33208	Complete	TRINITY_DN90626_c10_g2_i1:508-1542	396.5	256	https://v10-1.orthodb.org/?query=278227at33208	Zinc finger, RING-type
279631at33208	Complete	TRINITY_DN88593_c4_g1_i4:65-2251	523.7	481	https://v10-1.orthodb.org/?query=279631at33208	WD40 repeat
279992at33208	Complete	TRINITY_DN75873_c11_g4_i1:16-1824	398.8	338	https://v10-1.orthodb.org/?query=279992at33208	Lin-9 DREAM MuvB core complex component
280914at33208	Complete	TRINITY_DN81975_c7_g2_i1:52-2121	435.9	515	https://v10-1.orthodb.org/?query=280914at33208	Nicastrin
281304at33208	Missing
281693at33208	Complete	TRINITY_DN80523_c6_g1_i3:214-3218	739.9	587	https://v10-1.orthodb.org/?query=281693at33208	WD40 repeat
283637at33208	Complete	TRINITY_DN90112_c11_g3_i1:94-1422	698.6	361	https://v10-1.orthodb.org/?query=283637at33208	COP9 signalosome complex subunit 2
284059at33208	Fragmented	TRINITY_DN73105_c15_g1_i7:186-935	193.7	156	https://v10-1.orthodb.org/?query=284059at33208	Intraflagellar transport 52
285146at33208	Complete	TRINITY_DN77072_c5_g1_i4:255-1406	409.6	312	https://v10-1.orthodb.org/?query=285146at33208	General transcription factor IIH subunit
285902at33208	Complete	TRINITY_DN90144_c7_g1_i6:527-2044	443.3	385	https://v10-1.orthodb.org/?query=285902at33208	Protein of unknown function DUF2362
285966at33208	Complete	TRINITY_DN88837_c10_g1_i1:260-2149	398.7	377	https://v10-1.orthodb.org/?query=285966at33208	KIF-1 binding protein
286553at33208	Complete	TRINITY_DN88445_c4_g1_i7:426-1963	329.9	282	https://v10-1.orthodb.org/?query=286553at33208	GDP-fucose protein O-fucosyltransferase
289235at33208	Complete	TRINITY_DN86028_c6_g1_i2:514-1623	193.4	219	https://v10-1.orthodb.org/?query=289235at33208	E3 ubiquitin-protein ligase TM129
