#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
357580at33208_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+   -            346 357580at33208        -            253  3.7e-119  395.4   0.4   1   1  4.7e-120  7.2e-119  394.5   0.4     1   253    49   345    49   345 0.92 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i13:89-952|-     -            288 357580at33208        -            253   5.7e-39  132.7   4.5   2   2   2.7e-17   4.2e-16   57.8   0.1   138   244   169   274   145   285 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i14:89-952|-     -            288 357580at33208        -            253   5.7e-39  132.7   4.5   1   2     9e-23   1.4e-21   75.8   0.9   103   245     2   145     1   149 0.94 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i14:89-952|-     -            288 357580at33208        -            253   5.7e-39  132.7   4.5   2   2   2.7e-17   4.2e-16   57.8   0.1   138   244   169   274   145   285 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i16:89-952|-     -            288 357580at33208        -            253   5.7e-39  132.7   4.5   1   2     9e-23   1.4e-21   75.8   0.9   103   245     2   145     1   149 0.94 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i16:89-952|-     -            288 357580at33208        -            253   5.7e-39  132.7   4.5   2   2   2.7e-17   4.2e-16   57.8   0.1   138   244   169   274   145   285 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 357580at33208        -            253   5.7e-39  132.7   4.5   1   2     9e-23   1.4e-21   75.8   0.9   103   245     2   145     1   149 0.94 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 357580at33208        -            253   5.7e-39  132.7   4.5   2   2   2.7e-17   4.2e-16   57.8   0.1   138   244   169   274   145   285 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i5:89-952|-      -            288 357580at33208        -            253   5.7e-39  132.7   4.5   1   2     9e-23   1.4e-21   75.8   0.9   103   245     2   145     1   149 0.94 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i5:89-952|-      -            288 357580at33208        -            253   5.7e-39  132.7   4.5   2   2   2.7e-17   4.2e-16   57.8   0.1   138   244   169   274   145   285 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i7:90-953|-      -            288 357580at33208        -            253   5.7e-39  132.7   4.5   1   2     9e-23   1.4e-21   75.8   0.9   103   245     2   145     1   149 0.94 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i7:90-953|-      -            288 357580at33208        -            253   5.7e-39  132.7   4.5   2   2   2.7e-17   4.2e-16   57.8   0.1   138   244   169   274   145   285 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i8:90-953|-      -            288 357580at33208        -            253   5.7e-39  132.7   4.5   1   2     9e-23   1.4e-21   75.8   0.9   103   245     2   145     1   149 0.94 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i8:90-953|-      -            288 357580at33208        -            253   5.7e-39  132.7   4.5   2   2   2.7e-17   4.2e-16   57.8   0.1   138   244   169   274   145   285 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i9:90-953|-      -            288 357580at33208        -            253   5.7e-39  132.7   4.5   1   2     9e-23   1.4e-21   75.8   0.9   103   245     2   145     1   149 0.94 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i9:90-953|-      -            288 357580at33208        -            253   5.7e-39  132.7   4.5   2   2   2.7e-17   4.2e-16   57.8   0.1   138   244   169   274   145   285 0.83 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+     -            292 357580at33208        -            253     1e-38  131.9   5.9   1   4   7.6e-14   1.2e-12   46.5   0.3   130   235     9   110     5   111 0.90 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+     -            292 357580at33208        -            253     1e-38  131.9   5.9   2   4     7e-13   1.1e-11   43.4   0.1   132   241    95   200    88   202 0.89 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+     -            292 357580at33208        -            253     1e-38  131.9   5.9   3   4   1.2e-16   1.8e-15   55.7   0.2   114   245   114   246   113   254 0.86 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+     -            292 357580at33208        -            253     1e-38  131.9   5.9   4   4     0.057      0.87    7.6   0.0   201   243   244   286   241   292 0.81 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 357580at33208        -            253   4.3e-34  116.7   4.1   1   4   1.2e-06   1.8e-05   22.9   0.1   191   244    48   101    42   103 0.92 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 357580at33208        -            253   4.3e-34  116.7   4.1   2   4     1e-16   1.6e-15   55.9   0.0   103   234    85   219    84   221 0.88 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 357580at33208        -            253   4.3e-34  116.7   4.1   3   4   4.4e-10   6.7e-09   34.2   0.0   102   168   170   241   161   247 0.81 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 357580at33208        -            253   4.3e-34  116.7   4.1   4   4   6.3e-07   9.7e-06   23.8   0.2    84   161   226   317   224   317 0.83 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i9:681-1631|+    -            317 357580at33208        -            253   4.3e-34  116.7   4.1   1   4   1.2e-06   1.8e-05   22.9   0.1   191   244    48   101    42   103 0.92 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i9:681-1631|+    -            317 357580at33208        -            253   4.3e-34  116.7   4.1   2   4     1e-16   1.6e-15   55.9   0.0   103   234    85   219    84   221 0.88 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i9:681-1631|+    -            317 357580at33208        -            253   4.3e-34  116.7   4.1   3   4   4.4e-10   6.7e-09   34.2   0.0   102   168   170   241   161   247 0.81 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i9:681-1631|+    -            317 357580at33208        -            253   4.3e-34  116.7   4.1   4   4   6.3e-07   9.7e-06   23.8   0.2    84   161   226   317   224   317 0.83 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-    -            265 357580at33208        -            253   4.4e-34  116.7  13.0   1   3   2.6e-18   3.9e-17   61.2   1.8   100   225     5   131     2   134 0.91 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-    -            265 357580at33208        -            253   4.4e-34  116.7  13.0   2   3   1.2e-12   1.9e-11   42.6   1.0   127   232    79   180    76   192 0.91 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-    -            265 357580at33208        -            253   4.4e-34  116.7  13.0   3   3   7.4e-10   1.1e-08   33.4   0.1   115   167   208   265   200   265 0.88 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i8:145-873|+     -            243 357580at33208        -            253   1.4e-31  108.5   1.3   1   3   2.8e-17   4.3e-16   57.8   0.0   102   234    10   145     3   147 0.88 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i8:145-873|+     -            243 357580at33208        -            253   1.4e-31  108.5   1.3   2   3   3.8e-11   5.9e-10   37.7   0.0    95   207    89   203    86   205 0.75 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i8:145-873|+     -            243 357580at33208        -            253   1.4e-31  108.5   1.3   3   3   4.4e-07   6.7e-06   24.4   0.2    84   161   152   243   151   243 0.83 -
357580at33208_37653_0:003161|TRINITY_DN84398_c2_g1_i2:479-1348|+    -            290 357580at33208        -            253   1.4e-27   95.4   1.1   1   3   2.2e-12   3.3e-11   41.7   0.1   134   234     2    99     1   111 0.89 -
357580at33208_37653_0:003161|TRINITY_DN84398_c2_g1_i2:479-1348|+    -            290 357580at33208        -            253   1.4e-27   95.4   1.1   2   3   2.4e-08   3.6e-07   28.5   0.3    15    88   112   191   104   195 0.85 -
357580at33208_37653_0:003161|TRINITY_DN84398_c2_g1_i2:479-1348|+    -            290 357580at33208        -            253   1.4e-27   95.4   1.1   3   3   2.1e-06   3.2e-05   22.1   0.0   196   245   236   286   215   290 0.85 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-   -            485 357580at33208        -            253   2.1e-27   94.8   7.5   1   4   3.7e-07   5.6e-06   24.6   0.1   120   242   123   254   116   254 0.80 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-   -            485 357580at33208        -            253   2.1e-27   94.8   7.5   2   4   1.2e-09   1.9e-08   32.7   0.2   132   246   232   341   229   342 0.92 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-   -            485 357580at33208        -            253   2.1e-27   94.8   7.5   3   4   9.9e-06   0.00015   19.9   0.1   131   195   314   374   310   382 0.92 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-   -            485 357580at33208        -            253   2.1e-27   94.8   7.5   4   4   3.7e-12   5.7e-11   41.0   0.4   125   250   345   480   343   483 0.73 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-   -            485 357580at33208        -            253   2.1e-27   94.8   7.5   1   4   3.7e-07   5.6e-06   24.6   0.1   120   242   123   254   116   254 0.80 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-   -            485 357580at33208        -            253   2.1e-27   94.8   7.5   2   4   1.2e-09   1.9e-08   32.7   0.2   132   246   232   341   229   342 0.92 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-   -            485 357580at33208        -            253   2.1e-27   94.8   7.5   3   4   9.9e-06   0.00015   19.9   0.1   131   195   314   374   310   382 0.92 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-   -            485 357580at33208        -            253   2.1e-27   94.8   7.5   4   4   3.7e-12   5.7e-11   41.0   0.4   125   250   345   480   343   483 0.73 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 357580at33208        -            253   3.5e-27   94.1   9.9   1   2   9.8e-19   1.5e-17   62.5   2.2   100   229     5   135     2   138 0.91 -
357580at33208_43700_0:00268d|TRINITY_DN79934_c8_g3_i2:3048-3719|-   -            224 357580at33208        -            253   3.5e-27   94.1   9.9   2   2   7.8e-13   1.2e-11   43.2   1.0   127   232    79   180    76   194 0.91 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 357580at33208        -            253   4.7e-27   93.7   3.4   1   4      0.53       8.2    4.4   0.0    60    84     2    27     1    36 0.87 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 357580at33208        -            253   4.7e-27   93.7   3.4   2   4   2.3e-08   3.5e-07   28.6   0.3    15    88    42   121    35   132 0.81 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 357580at33208        -            253   4.7e-27   93.7   3.4   3   4      0.44       6.8    4.7   0.0    69    99   154   184   147   189 0.78 -
357580at33208_158441_0:0021ca|TRINITY_DN84398_c2_g1_i3:689-1600|+   -            304 357580at33208        -            253   4.7e-27   93.7   3.4   4   4   1.5e-15   2.2e-14   52.1   0.3   132   246   191   301   189   304 0.91 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 357580at33208        -            253     2e-26   91.6   5.8   1   3   1.7e-06   2.6e-05   22.4   0.1   120   229   123   241   115   247 0.79 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 357580at33208        -            253     2e-26   91.6   5.8   2   3   5.4e-10   8.3e-09   33.9   0.1   132   247   232   342   228   348 0.91 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 357580at33208        -            253     2e-26   91.6   5.8   3   3   1.8e-11   2.7e-10   38.8   0.1   148   250   365   463   345   466 0.83 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i7:598-2484|-   -            468 357580at33208        -            253     2e-26   91.6   5.8   1   3   1.7e-06   2.6e-05   22.4   0.1   120   229   123   241   115   247 0.79 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i7:598-2484|-   -            468 357580at33208        -            253     2e-26   91.6   5.8   2   3   5.4e-10   8.3e-09   33.9   0.1   132   247   232   342   228   348 0.91 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i7:598-2484|-   -            468 357580at33208        -            253     2e-26   91.6   5.8   3   3   1.8e-11   2.7e-10   38.8   0.1   148   250   365   463   345   466 0.83 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 357580at33208        -            253   4.9e-26   90.3   8.0   1   6   0.00012    0.0018   16.4   0.0   135   242    61   169    43   182 0.77 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 357580at33208        -            253   4.9e-26   90.3   8.0   2   6     0.028      0.43    8.6   0.0   175   237   189   251   179   255 0.85 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 357580at33208        -            253   4.9e-26   90.3   8.0   3   6     3e-05   0.00046   18.3   0.0    15    73   210   277   199   303 0.75 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 357580at33208        -            253   4.9e-26   90.3   8.0   4   6    0.0033      0.05   11.7   0.0   131   167   319   355   315   367 0.90 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 357580at33208        -            253   4.9e-26   90.3   8.0   5   6       2.9        45    2.0   0.1   113   130   379   396   369   421 0.81 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 357580at33208        -            253   4.9e-26   90.3   8.0   6   6   7.7e-12   1.2e-10   39.9   0.2   110   244   455   595   433   604 0.76 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 357580at33208        -            253   1.3e-25   88.9   3.3   1   2    0.0014     0.021   12.9   0.0    36    88    11    66     5    71 0.77 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 357580at33208        -            253   1.3e-25   88.9   3.3   2   2   6.9e-23   1.1e-21   76.1   2.3    35   248    52   289    49   293 0.82 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-    -            257 357580at33208        -            253   2.2e-25   88.2  12.0   1   3     1e-08   1.6e-07   29.7   0.2   152   234    63   139    59   143 0.84 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-    -            257 357580at33208        -            253   2.2e-25   88.2  12.0   2   3   1.8e-07   2.7e-06   25.6   0.3   115   166   143   197   140   205 0.82 -
222489at33208_34638_0:00004d|TRINITY_DN77528_c5_g4_i1:271-1041|-    -            257 357580at33208        -            253   2.2e-25   88.2  12.0   3   3    0.0016     0.024   12.7   0.1    36    68   211   244   198   253 0.60 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i10:3456-4058|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i10:3456-4058|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   2   4     9e-06   0.00014   20.1   0.0   196   236    61   101    58   105 0.92 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i10:3456-4058|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   3   4   1.6e-10   2.5e-09   35.6   0.0   114   168   104   163   101   169 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i10:3456-4058|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   4   4   1.5e-09   2.3e-08   32.4   0.0   191   247   140   196   140   199 0.95 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i11:2869-3471|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i11:2869-3471|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   2   4     9e-06   0.00014   20.1   0.0   196   236    61   101    58   105 0.92 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i11:2869-3471|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   3   4   1.6e-10   2.5e-09   35.6   0.0   114   168   104   163   101   169 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i11:2869-3471|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   4   4   1.5e-09   2.3e-08   32.4   0.0   191   247   140   196   140   199 0.95 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i12:3411-4013|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i12:3411-4013|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   2   4     9e-06   0.00014   20.1   0.0   196   236    61   101    58   105 0.92 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i12:3411-4013|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   3   4   1.6e-10   2.5e-09   35.6   0.0   114   168   104   163   101   169 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i12:3411-4013|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   4   4   1.5e-09   2.3e-08   32.4   0.0   191   247   140   196   140   199 0.95 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i13:2859-3461|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i13:2859-3461|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   2   4     9e-06   0.00014   20.1   0.0   196   236    61   101    58   105 0.92 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i13:2859-3461|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   3   4   1.6e-10   2.5e-09   35.6   0.0   114   168   104   163   101   169 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i13:2859-3461|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   4   4   1.5e-09   2.3e-08   32.4   0.0   191   247   140   196   140   199 0.95 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i14:2872-3474|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i14:2872-3474|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   2   4     9e-06   0.00014   20.1   0.0   196   236    61   101    58   105 0.92 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i14:2872-3474|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   3   4   1.6e-10   2.5e-09   35.6   0.0   114   168   104   163   101   169 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i14:2872-3474|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   4   4   1.5e-09   2.3e-08   32.4   0.0   191   247   140   196   140   199 0.95 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i15:3469-4071|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i15:3469-4071|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   2   4     9e-06   0.00014   20.1   0.0   196   236    61   101    58   105 0.92 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i15:3469-4071|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   3   4   1.6e-10   2.5e-09   35.6   0.0   114   168   104   163   101   169 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i15:3469-4071|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   4   4   1.5e-09   2.3e-08   32.4   0.0   191   247   140   196   140   199 0.95 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i16:2914-3516|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i16:2914-3516|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   2   4     9e-06   0.00014   20.1   0.0   196   236    61   101    58   105 0.92 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i16:2914-3516|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   3   4   1.6e-10   2.5e-09   35.6   0.0   114   168   104   163   101   169 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i16:2914-3516|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   4   4   1.5e-09   2.3e-08   32.4   0.0   191   247   140   196   140   199 0.95 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i1:2914-3516|-  -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i1:2914-3516|-  -            201 357580at33208        -            253   3.8e-25   87.4   0.2   2   4     9e-06   0.00014   20.1   0.0   196   236    61   101    58   105 0.92 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i1:2914-3516|-  -            201 357580at33208        -            253   3.8e-25   87.4   0.2   3   4   1.6e-10   2.5e-09   35.6   0.0   114   168   104   163   101   169 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i1:2914-3516|-  -            201 357580at33208        -            253   3.8e-25   87.4   0.2   4   4   1.5e-09   2.3e-08   32.4   0.0   191   247   140   196   140   199 0.95 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i20:2927-3529|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i20:2927-3529|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   2   4     9e-06   0.00014   20.1   0.0   196   236    61   101    58   105 0.92 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i20:2927-3529|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   3   4   1.6e-10   2.5e-09   35.6   0.0   114   168   104   163   101   169 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i20:2927-3529|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   4   4   1.5e-09   2.3e-08   32.4   0.0   191   247   140   196   140   199 0.95 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i21:2859-3461|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i21:2859-3461|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   2   4     9e-06   0.00014   20.1   0.0   196   236    61   101    58   105 0.92 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i21:2859-3461|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   3   4   1.6e-10   2.5e-09   35.6   0.0   114   168   104   163   101   169 0.89 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i21:2859-3461|- -            201 357580at33208        -            253   3.8e-25   87.4   0.2   4   4   1.5e-09   2.3e-08   32.4   0.0   191   247   140   196   140   199 0.95 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i2:2872-3474|-  -            201 357580at33208        -            253   3.8e-25   87.4   0.2   1   4   0.00071     0.011   13.8   0.0   193   244    16    67     2    69 0.87 -
