#                                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-     -            312 361100at33208        -            270  1.4e-130  433.6   5.5   1   1  1.9e-131  2.9e-130  432.5   5.5     1   270    10   312    10   312 0.92 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   4   6     0.055      0.85    7.9   0.1   184   218   484   518   476   522 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   5   6   7.7e-08   1.2e-06   27.1   0.1   183   260   525   613   521   620 0.69 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i7:178-2729|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   6   6       3.6        57    2.0   0.0    79   100   629   650   626   669 0.75 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   1   6   8.7e-08   1.4e-06   27.0   0.0    20   144    53   183    43   187 0.81 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   2   6   5.1e-06   7.9e-05   21.2   0.0    50   123   172   245   164   264 0.89 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   3   6   1.1e-05   0.00017   20.1   0.0     6   155   319   473   315   483 0.77 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   4   6     0.055      0.85    7.9   0.1   184   218   484   518   476   522 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   5   6   7.7e-08   1.2e-06   27.1   0.1   183   260   525   613   521   620 0.69 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i1:169-2586|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   6   6       3.6        57    2.0   0.0    79   100   629   650   626   669 0.75 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   1   6   8.7e-08   1.4e-06   27.0   0.0    20   144    53   183    43   187 0.81 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   2   6   5.1e-06   7.9e-05   21.2   0.0    50   123   172   245   164   264 0.89 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   3   6   1.1e-05   0.00017   20.1   0.0     6   155   319   473   315   483 0.77 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   4   6     0.055      0.85    7.9   0.1   184   218   484   518   476   522 0.84 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   5   6   7.7e-08   1.2e-06   27.1   0.1   183   260   525   613   521   620 0.69 -
111746at33208_6850_0:001291|TRINITY_DN87686_c12_g1_i3:178-2595|-      -            806 361100at33208        -            270   7.3e-32  109.8   4.0   6   6       3.6        57    2.0   0.0    79   100   629   650   626   669 0.75 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i10:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   1   3   1.4e-09   2.2e-08   32.9   0.6   193   269     5    92     2    93 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i10:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   2   3   2.9e-14   4.5e-13   48.2   0.0     2   111    97   207    96   219 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i10:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   3   3   1.2e-11   1.9e-10   39.6   0.1     2   129   139   271   138   288 0.75 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i11:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   1   3   1.4e-09   2.2e-08   32.9   0.6   193   269     5    92     2    93 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i11:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   2   3   2.9e-14   4.5e-13   48.2   0.0     2   111    97   207    96   219 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i11:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   3   3   1.2e-11   1.9e-10   39.6   0.1     2   129   139   271   138   288 0.75 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i13:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   1   3   1.4e-09   2.2e-08   32.9   0.6   193   269     5    92     2    93 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i13:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   2   3   2.9e-14   4.5e-13   48.2   0.0     2   111    97   207    96   219 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i13:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   3   3   1.2e-11   1.9e-10   39.6   0.1     2   129   139   271   138   288 0.75 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i14:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   1   3   1.4e-09   2.2e-08   32.9   0.6   193   269     5    92     2    93 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i14:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   2   3   2.9e-14   4.5e-13   48.2   0.0     2   111    97   207    96   219 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i14:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   3   3   1.2e-11   1.9e-10   39.6   0.1     2   129   139   271   138   288 0.75 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i16:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   1   3   1.4e-09   2.2e-08   32.9   0.6   193   269     5    92     2    93 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i16:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   2   3   2.9e-14   4.5e-13   48.2   0.0     2   111    97   207    96   219 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i16:89-952|-       -            288 361100at33208        -            270   3.5e-31  107.6   3.1   3   3   1.2e-11   1.9e-10   39.6   0.1     2   129   139   271   138   288 0.75 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   1   3   1.4e-09   2.2e-08   32.9   0.6   193   269     5    92     2    93 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   2   3   2.9e-14   4.5e-13   48.2   0.0     2   111    97   207    96   219 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   3   3   1.2e-11   1.9e-10   39.6   0.1     2   129   139   271   138   288 0.75 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i5:89-952|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   1   3   1.4e-09   2.2e-08   32.9   0.6   193   269     5    92     2    93 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i5:89-952|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   2   3   2.9e-14   4.5e-13   48.2   0.0     2   111    97   207    96   219 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i5:89-952|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   3   3   1.2e-11   1.9e-10   39.6   0.1     2   129   139   271   138   288 0.75 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i7:90-953|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   1   3   1.4e-09   2.2e-08   32.9   0.6   193   269     5    92     2    93 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i7:90-953|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   2   3   2.9e-14   4.5e-13   48.2   0.0     2   111    97   207    96   219 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i7:90-953|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   3   3   1.2e-11   1.9e-10   39.6   0.1     2   129   139   271   138   288 0.75 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i8:90-953|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   1   3   1.4e-09   2.2e-08   32.9   0.6   193   269     5    92     2    93 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i8:90-953|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   2   3   2.9e-14   4.5e-13   48.2   0.0     2   111    97   207    96   219 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i8:90-953|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   3   3   1.2e-11   1.9e-10   39.6   0.1     2   129   139   271   138   288 0.75 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i9:90-953|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   1   3   1.4e-09   2.2e-08   32.9   0.6   193   269     5    92     2    93 0.83 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i9:90-953|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   2   3   2.9e-14   4.5e-13   48.2   0.0     2   111    97   207    96   219 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i9:90-953|-        -            288 361100at33208        -            270   3.5e-31  107.6   3.1   3   3   1.2e-11   1.9e-10   39.6   0.1     2   129   139   271   138   288 0.75 -
502128at33208_62625_0:002260|TRINITY_DN73621_c6_g1_i2:86-937|+        -            284 361100at33208        -            270   1.1e-28   99.4   0.1   1   5     0.015      0.23    9.8   0.0   190   218     6    34     1    39 0.82 -
502128at33208_62625_0:002260|TRINITY_DN73621_c6_g1_i2:86-937|+        -            284 361100at33208        -            270   1.1e-28   99.4   0.1   2   5    0.0055     0.086   11.2   0.0   178   216    36    74    32    79 0.87 -
502128at33208_62625_0:002260|TRINITY_DN73621_c6_g1_i2:86-937|+        -            284 361100at33208        -            270   1.1e-28   99.4   0.1   3   5   1.1e-06   1.7e-05   23.3   0.0   181   220    81   120    78   124 0.93 -
502128at33208_62625_0:002260|TRINITY_DN73621_c6_g1_i2:86-937|+        -            284 361100at33208        -            270   1.1e-28   99.4   0.1   4   5   1.5e-10   2.4e-09   36.0   0.0    27   139   127   241   122   242 0.83 -
502128at33208_62625_0:002260|TRINITY_DN73621_c6_g1_i2:86-937|+        -            284 361100at33208        -            270   1.1e-28   99.4   0.1   5   5   0.00024    0.0038   15.7   0.0    24   100   208   283   205   284 0.87 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-     -            485 361100at33208        -            270   3.2e-28   97.9   0.7   1   4   0.00016    0.0024   16.3   0.0   182   219   136   173   128   176 0.89 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-     -            485 361100at33208        -            270   3.2e-28   97.9   0.7   2   4     0.033      0.52    8.7   0.0    72   109   196   233   192   249 0.78 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-     -            485 361100at33208        -            270   3.2e-28   97.9   0.7   3   4   8.1e-10   1.3e-08   33.6   0.5     4   114   253   362   250   369 0.87 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i1:598-2052|-     -            485 361100at33208        -            270   3.2e-28   97.9   0.7   4   4   5.7e-10     9e-09   34.1   0.0     2   102   385   484   384   485 0.77 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-     -            485 361100at33208        -            270   3.2e-28   97.9   0.7   1   4   0.00016    0.0024   16.3   0.0   182   219   136   173   128   176 0.89 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-     -            485 361100at33208        -            270   3.2e-28   97.9   0.7   2   4     0.033      0.52    8.7   0.0    72   109   196   233   192   249 0.78 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-     -            485 361100at33208        -            270   3.2e-28   97.9   0.7   3   4   8.1e-10   1.3e-08   33.6   0.5     4   114   253   362   250   369 0.87 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i5:598-2052|-     -            485 361100at33208        -            270   3.2e-28   97.9   0.7   4   4   5.7e-10     9e-09   34.1   0.0     2   102   385   484   384   485 0.77 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+       -            292 361100at33208        -            270   1.7e-27   95.5   0.1   1   5    0.0038     0.059   11.8   0.0   182   217    11    46     7    50 0.87 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+       -            292 361100at33208        -            270   1.7e-27   95.5   0.1   2   5    0.0059     0.092   11.1   0.0   178   216    49    87    45    91 0.87 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+       -            292 361100at33208        -            270   1.7e-27   95.5   0.1   3   5   1.1e-06   1.7e-05   23.3   0.0   181   220    94   133    89   136 0.93 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+       -            292 361100at33208        -            270   1.7e-27   95.5   0.1   4   5   1.6e-10   2.5e-09   35.9   0.0    27   139   140   254   135   255 0.83 -
433216at33208_125878_0:00323d|TRINITY_DN73621_c6_g1_i3:47-922|+       -            292 361100at33208        -            270   1.7e-27   95.5   0.1   5   5     0.015      0.24    9.8   0.0    24    95   221   291   218   292 0.84 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i3:2914-3546|-    -            211 361100at33208        -            270   1.7e-24   85.6   0.0   1   3   4.4e-06   6.9e-05   21.4   0.0    72   142    17    89     9    93 0.79 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i3:2914-3546|-    -            211 361100at33208        -            270   1.7e-24   85.6   0.0   2   3   3.5e-10   5.5e-09   34.8   0.0     2   106    30   134    29   136 0.93 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i3:2914-3546|-    -            211 361100at33208        -            270   1.7e-24   85.6   0.0   3   3   1.6e-11   2.5e-10   39.2   0.0    29   131   100   202    99   211 0.80 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-     -            468 361100at33208        -            270   2.3e-22   78.7   0.5   1   3   0.00015    0.0023   16.4   0.0   182   219   136   173   128   176 0.89 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-     -            468 361100at33208        -            270   2.3e-22   78.7   0.5   2   3     3e-07   4.7e-06   25.2   0.2    72   218   196   351   192   354 0.78 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-     -            468 361100at33208        -            270   2.3e-22   78.7   0.5   3   3   3.1e-08   4.9e-07   28.4   0.0     5   102   371   467   367   468 0.76 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i7:598-2484|-     -            468 361100at33208        -            270   2.3e-22   78.7   0.5   1   3   0.00015    0.0023   16.4   0.0   182   219   136   173   128   176 0.89 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i7:598-2484|-     -            468 361100at33208        -            270   2.3e-22   78.7   0.5   2   3     3e-07   4.7e-06   25.2   0.2    72   218   196   351   192   354 0.78 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i7:598-2484|-     -            468 361100at33208        -            270   2.3e-22   78.7   0.5   3   3   3.1e-08   4.9e-07   28.4   0.0     5   102   371   467   367   468 0.76 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-      -            265 361100at33208        -            270   5.4e-22   77.5   3.1   1   4   4.4e-13   6.9e-12   44.3   0.3     2   111    19   128    18   132 0.93 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-      -            265 361100at33208        -            270   5.4e-22   77.5   3.1   2   4   6.3e-06   9.9e-05   20.9   0.1     4    48   105   150   102   154 0.90 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-      -            265 361100at33208        -            270   5.4e-22   77.5   3.1   3   4    0.0053     0.083   11.3   0.3   189   251   133   164   128   183 0.52 -
357580at33208_8355_0:0015e4|TRINITY_DN79934_c8_g3_i3:2356-3150|-      -            265 361100at33208        -            270   5.4e-22   77.5   3.1   4   4   7.1e-06   0.00011   20.7   0.0     3    58   208   265   206   265 0.85 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+       -            506 361100at33208        -            270   1.8e-21   75.7   0.0   1   2   0.00028    0.0043   15.5   0.0   207   268    74   138    65   140 0.87 -
235430at33208_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+       -            506 361100at33208        -            270   1.8e-21   75.7   0.0   2   2   6.7e-17   1.1e-15   56.8   0.0     2   147   187   332   186   344 0.88 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+     -            472 361100at33208        -            270   2.5e-21   75.3   0.6   1   3   1.3e-11     2e-10   39.5   0.0     3   118   177   292   176   301 0.86 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+     -            472 361100at33208        -            270   2.5e-21   75.3   0.6   2   3   3.1e-07   4.9e-06   25.1   0.0     4   104   304   402   301   414 0.85 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i4:88-1503|+     -            472 361100at33208        -            270   2.5e-21   75.3   0.6   3   3      0.35       5.4    5.3   0.0   194   219   427   452   420   455 0.85 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+     -            472 361100at33208        -            270   2.5e-21   75.3   0.6   1   3   1.3e-11     2e-10   39.5   0.0     3   118   177   292   176   301 0.86 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+     -            472 361100at33208        -            270   2.5e-21   75.3   0.6   2   3   3.1e-07   4.9e-06   25.1   0.0     4   104   304   402   301   414 0.85 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+     -            472 361100at33208        -            270   2.5e-21   75.3   0.6   3   3      0.35       5.4    5.3   0.0   194   219   427   452   420   455 0.85 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+     -            453 361100at33208        -            270   2.6e-21   75.2   0.6   1   3   1.2e-11   1.9e-10   39.6   0.0     3   118   177   292   176   301 0.86 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+     -            453 361100at33208        -            270   2.6e-21   75.2   0.6   2   3   2.9e-07   4.5e-06   25.2   0.0     4   104   304   402   301   414 0.85 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i1:88-1446|+     -            453 361100at33208        -            270   2.6e-21   75.2   0.6   3   3      0.42       6.6    5.0   0.0   194   218   427   451   420   453 0.85 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+     -            453 361100at33208        -            270   2.6e-21   75.2   0.6   1   3   1.2e-11   1.9e-10   39.6   0.0     3   118   177   292   176   301 0.86 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+     -            453 361100at33208        -            270   2.6e-21   75.2   0.6   2   3   2.9e-07   4.5e-06   25.2   0.0     4   104   304   402   301   414 0.85 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i5:88-1446|+     -            453 361100at33208        -            270   2.6e-21   75.2   0.6   3   3      0.42       6.6    5.0   0.0   194   218   427   451   420   453 0.85 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i1:1757-2392|-    -            212 361100at33208        -            270   2.9e-21   75.1   2.9   1   3   4.3e-06   6.7e-05   21.4   0.0   223   268     8    55     1    57 0.89 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i1:1757-2392|-    -            212 361100at33208        -            270   2.9e-21   75.1   2.9   2   3   9.2e-08   1.4e-06   26.9   0.0     3    49   104   151   102   163 0.84 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i1:1757-2392|-    -            212 361100at33208        -            270   2.9e-21   75.1   2.9   3   3      0.28       4.5    5.6   0.1   185   211   185   211   179   212 0.84 -
