#                                                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
327301at33208_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-   -            329 327301at33208        -            257   3.4e-72  240.1   0.0   1   1   2.5e-73   5.9e-72  239.3   0.0     2   249    11   295    10   299 0.86 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 327301at33208        -            257   4.9e-16   56.1   0.6   3   6   0.00016    0.0037   13.9   0.0    29    72   237   280   199   298 0.78 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 327301at33208        -            257   4.9e-16   56.1   0.6   4   6     0.054       1.3    5.6   0.0    30    65   324   359   318   395 0.85 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 327301at33208        -            257   4.9e-16   56.1   0.6   5   6    0.0056      0.13    8.8   0.0     4    58   460   515   457   520 0.84 -
179485at33208_104688_0:000c28|TRINITY_DN73327_c12_g1_i2:628-2442|-  -            605 327301at33208        -            257   4.9e-16   56.1   0.6   6   6    0.0046      0.11    9.1   1.4   152   246   510   605   508   605 0.77 -
99987at33208_294128_0:0027fb|TRINITY_DN77327_c10_g2_i3:177-3017|+   -            947 327301at33208        -            257   6.6e-15   52.4   2.9   1   5   8.3e-06   0.00019   18.1   0.1   151   246    77   178    71   186 0.75 -
99987at33208_294128_0:0027fb|TRINITY_DN77327_c10_g2_i3:177-3017|+   -            947 327301at33208        -            257   6.6e-15   52.4   2.9   2   5      0.54        13    2.3   0.0   108   170   427   487   415   497 0.70 -
99987at33208_294128_0:0027fb|TRINITY_DN77327_c10_g2_i3:177-3017|+   -            947 327301at33208        -            257   6.6e-15   52.4   2.9   3   5     0.056       1.3    5.5   0.0   221   250   510   539   505   541 0.87 -
99987at33208_294128_0:0027fb|TRINITY_DN77327_c10_g2_i3:177-3017|+   -            947 327301at33208        -            257   6.6e-15   52.4   2.9   4   5    0.0024     0.055   10.0   0.1   189   250   615   679   607   685 0.71 -
99987at33208_294128_0:0027fb|TRINITY_DN77327_c10_g2_i3:177-3017|+   -            947 327301at33208        -            257   6.6e-15   52.4   2.9   5   5     0.055       1.3    5.6   0.0   219   244   690   715   678   719 0.86 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 327301at33208        -            257   9.2e-15   51.9   8.7   1   6    0.0052      0.12    8.9   0.1   219   243     2    26     1    30 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 327301at33208        -            257   9.2e-15   51.9   8.7   2   6   0.00087      0.02   11.5   0.2   219   246    44    71    35    81 0.74 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 327301at33208        -            257   9.2e-15   51.9   8.7   3   6   1.4e-05   0.00031   17.4   0.0   188   246    95   155    82   165 0.89 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 327301at33208        -            257   9.2e-15   51.9   8.7   4   6     0.037      0.86    6.1   0.0    37    65   174   202   167   244 0.60 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 327301at33208        -            257   9.2e-15   51.9   8.7   5   6      0.52        12    2.4   0.0   228   247   225   244   217   253 0.69 -
414579at33208_7897_0:002f6b|TRINITY_DN93367_c10_g1_i2:89-952|-      -            288 327301at33208        -            257   9.2e-15   51.9   8.7   6   6      0.18       4.3    3.8   0.0     4    25   261   282   257   287 0.83 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 327301at33208        -            257   9.9e-15   51.8   0.5   1   3   0.00012    0.0028   14.2   0.0    27    65     9    47     4    52 0.85 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 327301at33208        -            257   9.9e-15   51.8   0.5   2   3     0.016      0.38    7.3   0.0   223   247    62    86    51    96 0.80 -
414579at33208_13735_0:0004c1|TRINITY_DN71312_c0_g1_i1:153-1061|-    -            303 327301at33208        -            257   9.9e-15   51.8   0.5   3   3   9.2e-10   2.1e-08   31.0   0.6    41   206    65   253    64   295 0.73 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 327301at33208        -            257   1.8e-14   51.0   0.8   1   4   4.8e-08   1.1e-06   25.4   0.1   124   246    24   154    17   159 0.80 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 327301at33208        -            257   1.8e-14   51.0   0.8   2   4     0.025      0.57    6.7   0.0    75    98   179   202   157   217 0.66 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 327301at33208        -            257   1.8e-14   51.0   0.8   3   4     9e-05    0.0021   14.7   0.0   218   251   212   245   208   249 0.86 -
357580at33208_29078_0:002211|TRINITY_DN76830_c5_g1_i5:1182-2132|+   -            317 327301at33208        -            257   1.8e-14   51.0   0.8   4   4       3.8        87   -0.5   0.0     2    53   257   315   256   317 0.55 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i15:3469-4071|- -            201 327301at33208        -            257   4.1e-14   49.8   1.1   1   3   1.4e-06   3.2e-05   20.6   0.0   143   246     9   120     5   126 0.77 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i15:3469-4071|- -            201 327301at33208        -            257   4.1e-14   49.8   1.1   2   3     4e-05   0.00093   15.8   0.0   218   252   134   168   130   173 0.84 -
380583at33208_225164_0:005929|TRINITY_DN87264_c2_g1_i15:3469-4071|- -            201 327301at33208        -            257   4.1e-14   49.8   1.1   3   3    0.0031     0.072    9.6   0.1   218   243   176   201   164   201 0.84 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 327301at33208        -            257   5.3e-14   49.4   1.2   1   5      0.13       3.1    4.3   0.0   225   245     6    26     3    30 0.87 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 327301at33208        -            257   5.3e-14   49.4   1.2   2   5   2.1e-06   4.8e-05   20.0   0.0    30    95    81   156    71   174 0.77 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 327301at33208        -            257   5.3e-14   49.4   1.2   3   5       6.6   1.5e+02   -1.3   0.0   137   167   165   195   157   203 0.72 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 327301at33208        -            257   5.3e-14   49.4   1.2   4   5     0.015      0.34    7.4   0.0    28    60   214   246   196   256 0.76 -
361100at33208_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 327301at33208        -            257   5.3e-14   49.4   1.2   5   5    0.0037     0.086    9.4   0.0    30    68   259   297   245   306 0.84 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 327301at33208        -            257   1.5e-13   48.0   1.6   1   4    0.0023     0.054   10.1   0.0    35    79   218   262   210   295 0.72 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 327301at33208        -            257   1.5e-13   48.0   1.6   2   4   3.7e-05   0.00087   15.9   0.4    20    94   296   379   294   381 0.77 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 327301at33208        -            257   1.5e-13   48.0   1.6   3   4    0.0015     0.036   10.6   0.1   219   255   352   388   347   390 0.70 -
197652at33208_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-  -            513 327301at33208        -            257   1.5e-13   48.0   1.6   4   4    0.0018     0.043   10.4   0.0    40    92   451   512   412   513 0.80 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 327301at33208        -            257   1.6e-13   47.8   2.0   1   5      0.11       2.5    4.6   0.1    76    93   174   191   166   194 0.85 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 327301at33208        -            257   1.6e-13   47.8   2.0   2   5   0.00018    0.0043   13.7   0.0   192   248   178   236   174   244 0.82 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 327301at33208        -            257   1.6e-13   47.8   2.0   3   5   0.00027    0.0064   13.1   0.0    30   109   203   291   193   300 0.60 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 327301at33208        -            257   1.6e-13   47.8   2.0   4   5   6.2e-07   1.4e-05   21.8   0.1    28   169   243   400   236   412 0.72 -
222489at33208_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 327301at33208        -            257   1.6e-13   47.8   2.0   5   5     0.057       1.3    5.5   0.0    36    63   425   452   415   463 0.80 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 327301at33208        -            257   1.7e-13   47.7   2.0   1   6   6.9e-06   0.00016   18.3   0.1    28    64   100   136    93   147 0.89 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 327301at33208        -            257   1.7e-13   47.7   2.0   2   6    0.0075      0.17    8.4   0.0    19    72   152   205   138   214 0.78 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 327301at33208        -            257   1.7e-13   47.7   2.0   3   6       0.9        21    1.6   0.0   219   247   211   239   206   243 0.73 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 327301at33208        -            257   1.7e-13   47.7   2.0   4   6     0.029      0.68    6.4   0.0   222   244   259   281   250   301 0.62 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 327301at33208        -            257   1.7e-13   47.7   2.0   5   6     0.038      0.88    6.1   0.0   220   246   301   327   295   331 0.88 -
266808at33208_294128_0:002843|TRINITY_DN87964_c7_g1_i3:208-1747|+   -            421 327301at33208        -            257   1.7e-13   47.7   2.0   6   6       1.9        44    0.5   0.0   217   243   389   415   376   420 0.83 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 327301at33208        -            257   4.2e-13   46.5   0.1   1   3   0.00061     0.014   12.0   0.0    34    65     8    39     2    84 0.67 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 327301at33208        -            257   4.2e-13   46.5   0.1   2   3   3.5e-08   8.2e-07   25.8   0.0    25    93    83   160    50   177 0.72 -
433216at33208_116153_0:000248|TRINITY_DN75784_c6_g1_i2:2020-2655|-  -            212 327301at33208        -            257   4.2e-13   46.5   0.1   3   3      0.23       5.3    3.5   0.0    28    55   184   211   169   212 0.82 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 327301at33208        -            257   9.3e-13   45.3   1.2   1   5         1        24    1.4   0.0   225   246   150   171   128   176 0.81 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 327301at33208        -            257   9.3e-13   45.3   1.2   2   5      0.31       7.2    3.1   0.0   219   243   199   223   195   226 0.68 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 327301at33208        -            257   9.3e-13   45.3   1.2   3   5    0.0008     0.019   11.6   0.0   189   247   209   268   205   279 0.86 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 327301at33208        -            257   9.3e-13   45.3   1.2   4   5    0.0015     0.035   10.7   0.2    11    93   300   383   291   391 0.71 -
365323at33208_13164_0:0033ac|TRINITY_DN86682_c13_g1_i6:598-2484|-   -            468 327301at33208        -            257   9.3e-13   45.3   1.2   5   5   8.2e-05    0.0019   14.8   0.0    25    67   390   432   386   468 0.88 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 327301at33208        -            257   1.1e-12   45.0   2.9   1   5   6.4e-05    0.0015   15.2   0.1    30    97     5    81     2    87 0.68 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 327301at33208        -            257   1.1e-12   45.0   2.9   2   5      0.55        13    2.3   0.0    30    54    88   111    81   137 0.70 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 327301at33208        -            257   1.1e-12   45.0   2.9   3   5    0.0029     0.066    9.8   0.2    76   109   155   188   132   189 0.80 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 327301at33208        -            257   1.1e-12   45.0   2.9   4   5   0.00015    0.0036   13.9   0.0    24    63   178   217   175   223 0.80 -
458807at33208_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 327301at33208        -            257   1.1e-12   45.0   2.9   5   5       7.7   1.8e+02   -1.5   0.0     2    24   289   311   288   315 0.73 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 327301at33208        -            257     1e-11   41.9   0.4   1   3   0.00073     0.017   11.7   0.0    35    66    62    93    49   104 0.81 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 327301at33208        -            257     1e-11   41.9   0.4   2   3   1.4e-07   3.2e-06   23.9   0.1   121   248   129   261   113   270 0.78 -
357580at33208_7574_0:003c5e|TRINITY_DN72062_c12_g1_i3:1014-2024|+   -            337 327301at33208        -            257     1e-11   41.9   0.4   3   3      0.36       8.4    2.9   0.0   227   244   285   302   272   314 0.65 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 327301at33208        -            257   1.8e-11   41.1  12.4   1   6      0.12       2.7    4.5   0.0   143   172     8    37     2    54 0.83 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 327301at33208        -            257   1.8e-11   41.1  12.4   2   6     0.044         1    5.9   0.2    73    94    55    76    39    96 0.71 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 327301at33208        -            257   1.8e-11   41.1  12.4   3   6   0.00013     0.003   14.2   0.0    76   100    99   123    93   133 0.84 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 327301at33208        -            257   1.8e-11   41.1  12.4   4   6      0.32       7.4    3.0   0.0   218   244   131   159   122   167 0.80 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 327301at33208        -            257   1.8e-11   41.1  12.4   5   6   0.00013     0.003   14.2   0.3    24    91   166   244   132   246 0.55 -
365323at33208_29058_0:001c12|TRINITY_DN84760_c5_g1_i6:976-1839|-    -            288 327301at33208        -            257   1.8e-11   41.1  12.4   6   6     0.019      0.44    7.1   0.5   185   243   226   287   207   288 0.81 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 327301at33208        -            257   2.5e-11   40.7   7.6   1   5     0.011      0.25    7.8   0.0   227   246    25    44    15    49 0.89 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 327301at33208        -            257   2.5e-11   40.7   7.6   2   5   1.1e-06   2.7e-05   20.9   0.0    25    95    51   132    45   141 0.76 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 327301at33208        -            257   2.5e-11   40.7   7.6   3   5     0.029      0.67    6.5   0.1    20    59   132   171   122   186 0.80 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 327301at33208        -            257   2.5e-11   40.7   7.6   4   5      0.48        11    2.5   0.0   217   241   187   211   179   229 0.77 -
414579at33208_48498_0:001141|TRINITY_DN73614_c11_g1_i4:1137-2045|+  -            303 327301at33208        -            257   2.5e-11   40.7   7.6   5   5      0.12       2.9    4.4   0.2    77    96   246   265   235   284 0.72 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 327301at33208        -            257   4.8e-10   36.4   0.1   1   4       2.4        56    0.2   0.0    41    62    25    46     7    88 0.61 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 327301at33208        -            257   4.8e-10   36.4   0.1   2   4    0.0073      0.17    8.4   0.1    28    64    95   131    63   139 0.80 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 327301at33208        -            257   4.8e-10   36.4   0.1   3   4   0.00013     0.003   14.1   0.0    30    66   140   176   131   191 0.86 -
502128at33208_133901_0:0038d3|TRINITY_DN85368_c12_g1_i1:4-957|+     -            318 327301at33208        -            257   4.8e-10   36.4   0.1   4   4    0.0063      0.15    8.6   0.0   191   244   238   293   177   300 0.67 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 327301at33208        -            257   9.9e-10   35.4   4.8   1   4     0.048       1.1    5.8   0.0    68   103    65   101    48   115 0.71 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 327301at33208        -            257   9.9e-10   35.4   4.8   2   4    0.0051      0.12    8.9   0.1   217   246   167   197   163   202 0.82 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 327301at33208        -            257   9.9e-10   35.4   4.8   3   4   9.3e-06   0.00022   17.9   0.1    62    99   211   248   198   262 0.74 -
304388at33208_7230_0:000ff2|TRINITY_DN83983_c5_g2_i1:832-1848|-     -            339 327301at33208        -            257   9.9e-10   35.4   4.8   4   4      0.93        21    1.5   0.1    70    95   265   290   251   324 0.70 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 327301at33208        -            257   1.8e-09   34.6   4.7   1   6     0.031      0.72    6.4   0.2    27   243    30   105    18   109 0.47 -
201397at33208_294128_0:001f92|TRINITY_DN87761_c2_g1_i2:560-3062|+   -            680 327301at33208        -            257   1.8e-09   34.6   4.7   2   6    0.0019     0.044   10.4   0.1   195   249    97   153    93   157 0.61 -
