#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83303at6656_6973_0:00313d|TRINITY_DN91732_c6_g2_i1:1-318|+        -            106 83303at6656          -            284   3.4e-62  207.7   1.5   1   1   7.3e-64     4e-62  207.5   1.5    27   126     5   106     2   106 0.97 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 83303at6656          -            284   2.7e-09   34.1   1.8   3   3      0.26        15    2.2   0.0    26    57   238   269   202   272 0.76 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 83303at6656          -            284     1e-08   32.2   1.5   1   3     0.027       1.5    5.5   0.0    32    63     3    34     1    57 0.86 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 83303at6656          -            284     1e-08   32.2   1.5   2   3       3.4   1.9e+02   -1.4   0.0   270   284   105   119    86   119 0.84 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 83303at6656          -            284     1e-08   32.2   1.5   3   3   3.3e-08   1.8e-06   24.8   0.1    13   139   224   358   216   366 0.75 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 83303at6656          -            284   1.2e-08   32.0  12.3   1   2   2.7e-06   0.00015   18.6   3.5    32   148     9   131     4   132 0.81 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 83303at6656          -            284   1.2e-08   32.0  12.3   2   2   2.3e-08   1.3e-06   25.3   1.6    30   145    54   174    50   177 0.78 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+   -            504 83303at6656          -            284   7.3e-08   29.4   0.4   1   2   0.00029     0.016   11.9   0.1    43   100   233   289   217   294 0.79 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+   -            504 83303at6656          -            284   7.3e-08   29.4   0.4   2   2   6.4e-07   3.6e-05   20.6   0.2    22   203   254   426   251   447 0.83 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 83303at6656          -            284   8.1e-08   29.3   0.0   1   3      0.63        35    1.0   0.0   125   140   114   129   102   194 0.61 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 83303at6656          -            284   8.1e-08   29.3   0.0   2   3   0.00069     0.038   10.7   0.0    29    62   240   273   234   280 0.91 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 83303at6656          -            284   8.1e-08   29.3   0.0   3   3   0.00013     0.007   13.1   0.0    27    61   323   357   316   359 0.91 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 83303at6656          -            284   2.5e-07   27.6   1.9   1   2   0.00025     0.014   12.1   0.8    31    72     3    44     1    61 0.85 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 83303at6656          -            284   2.5e-07   27.6   1.9   2   2   1.5e-05   0.00082   16.1   0.0    29   150    44   164    40   168 0.77 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 83303at6656          -            284   8.1e-07   26.0   2.5   1   3     0.047       2.6    4.7   0.0   173   204   267   296   255   304 0.79 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 83303at6656          -            284   8.1e-07   26.0   2.5   2   3   0.00029     0.016   11.9   0.0    28    95   303   372   293   391 0.89 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 83303at6656          -            284   8.1e-07   26.0   2.5   3   3    0.0036       0.2    8.3   0.1    20    88   465   532   452   546 0.84 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i4:537-1175|+   -            213 83303at6656          -            284   2.8e-06   24.2   2.1   1   1   4.6e-07   2.6e-05   21.1   2.1    36   215     3   184     2   197 0.67 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-  -            521 83303at6656          -            284   3.1e-06   24.1   0.9   1   2      0.47        26    1.4   0.0   169   199   313   343   306   352 0.87 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-  -            521 83303at6656          -            284   3.1e-06   24.1   0.9   2   2   6.8e-07   3.8e-05   20.5   0.4    30   149   353   468   343   518 0.79 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 83303at6656          -            284   4.6e-06   23.5   4.5   1   5     0.074       4.1    4.0   0.1    29   195    32   103    22   106 0.47 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 83303at6656          -            284   4.6e-06   23.5   4.5   2   5     0.072         4    4.0   0.1   175   200    83   108    69   118 0.80 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 83303at6656          -            284   4.6e-06   23.5   4.5   3   5     0.062       3.4    4.2   0.0   168   206   118   156   110   159 0.87 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 83303at6656          -            284   4.6e-06   23.5   4.5   4   5      0.36        20    1.7   0.0    26    56   155   185   150   194 0.80 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 83303at6656          -            284   4.6e-06   23.5   4.5   5   5    0.0017     0.095    9.4   0.8    24    91   195   261   188   269 0.72 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 83303at6656          -            284   7.4e-06   22.8   2.9   1   5      0.12       6.9    3.3   0.1    77   102     6    31     1    40 0.72 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 83303at6656          -            284   7.4e-06   22.8   2.9   2   5     0.017      0.93    6.1   0.0    27    61    41    75    36    80 0.91 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 83303at6656          -            284   7.4e-06   22.8   2.9   3   5    0.0067      0.37    7.4   0.0    26    63    82   119    77   127 0.88 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 83303at6656          -            284   7.4e-06   22.8   2.9   4   5      0.23        13    2.4   0.1    35    87   133   185   119   255 0.57 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i2:104-970|-   -            289 83303at6656          -            284   7.4e-06   22.8   2.9   5   5       1.4        75   -0.1   0.0    48    65   234   251   207   284 0.67 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 83303at6656          -            284   1.1e-05   22.3   3.4   1   5   4.6e-06   0.00025   17.8   0.0    63   200    83   219    22   226 0.78 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 83303at6656          -            284   1.1e-05   22.3   3.4   2   5      0.57        31    1.1   0.2   106   182   288   369   283   399 0.57 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 83303at6656          -            284   1.1e-05   22.3   3.4   3   5       3.4   1.9e+02   -1.5   0.1   158   199   506   548   473   562 0.67 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 83303at6656          -            284   1.1e-05   22.3   3.4   4   5       5.5     3e+02   -2.1   0.1   175   196   566   587   519   593 0.64 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 83303at6656          -            284   1.1e-05   22.3   3.4   5   5       5.5   3.1e+02   -2.2   0.0    33    91   720   777   715   781 0.84 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 83303at6656          -            284   1.2e-05   22.2   4.1   1   2   4.9e-07   2.7e-05   21.0   1.8    27   148    39   159    23   161 0.78 -
83755at6656_158441_0:0021ca|TRINITY_DN79845_c2_g1_i13:190-993|+   -            268 83303at6656          -            284   1.2e-05   22.2   4.1   2   2       9.4   5.2e+02   -2.9   0.0    47    65   242   260   220   263 0.69 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 83303at6656          -            284   1.8e-05   21.6   1.3   1   4       1.1        59    0.2   0.0   270   284     2    16     1    16 0.89 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 83303at6656          -            284   1.8e-05   21.6   1.3   2   4      0.21        12    2.5   0.0    73    93    33    53    26    69 0.60 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 83303at6656          -            284   1.8e-05   21.6   1.3   3   4    0.0037      0.21    8.3   0.0    18    63    81   126    75   133 0.89 -
58110at6656_77166_0:00051d|TRINITY_DN80667_c15_g1_i2:221-715|+    -            165 83303at6656          -            284   1.8e-05   21.6   1.3   4   4     0.016      0.87    6.2   0.0    29    59   134   164   128   165 0.89 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 83303at6656          -            284   1.9e-05   21.5   0.0   1   2     0.014      0.76    6.4   0.0    25    62    26    63    20    75 0.79 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 83303at6656          -            284   1.9e-05   21.5   0.0   2   2     0.011      0.59    6.8   0.0    27    62   114   149   108   154 0.89 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 83303at6656          -            284   2.4e-05   21.1   7.2   1   4      0.67        37    0.9   0.0   132   150    56    74    44   101 0.84 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 83303at6656          -            284   2.4e-05   21.1   7.2   2   4   6.8e-05    0.0038   14.0   0.3    29    70   184   226   146   233 0.86 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 83303at6656          -            284   2.4e-05   21.1   7.2   3   4     0.032       1.8    5.2   0.6    33    68   245   281   241   302 0.84 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 83303at6656          -            284   2.4e-05   21.1   7.2   4   4      0.43        24    1.5   0.0   269   284   302   317   284   317 0.82 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 83303at6656          -            284   2.5e-05   21.1   0.6   1   2   3.2e-05    0.0018   15.0   0.0    72   150    35   111     4   153 0.78 -
103749at6656_110193_0:003054|TRINITY_DN85821_c14_g1_i1:183-1067|+ -            295 83303at6656          -            284   2.5e-05   21.1   0.6   2   2     0.067       3.7    4.1   0.5   190   284   184   279   161   279 0.66 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 83303at6656          -            284   8.3e-05   19.4   8.1   1   3    0.0023      0.13    9.0   0.4    28   146   157   275   151   286 0.83 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 83303at6656          -            284   8.3e-05   19.4   8.1   2   3     0.011      0.59    6.8   0.2    24   100   283   359   275   366 0.86 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 83303at6656          -            284   8.3e-05   19.4   8.1   3   3     0.014      0.76    6.4   0.3    38    76   387   421   369   452 0.69 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 83303at6656          -            284   9.7e-05   19.2   2.9   1   3    0.0059      0.33    7.6   0.1   124   197    79   147    73   153 0.76 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 83303at6656          -            284   9.7e-05   19.2   2.9   2   3     0.073       4.1    4.0   0.2    27    54   177   204   167   236 0.72 -
71018at6656_286706_0:003768|TRINITY_DN89883_c1_g1_i8:2350-3222|+  -            291 83303at6656          -            284   9.7e-05   19.2   2.9   3   3     0.024       1.3    5.6   0.0    24    60   255   291   245   291 0.91 -
96971at6656_143948_0:000b2a|TRINITY_DN80445_c11_g1_i4:389-766|-   -            126 83303at6656          -            284   9.8e-05   19.2   0.5   1   1   2.4e-06   0.00013   18.7   0.5   134   225     4    92     2   108 0.82 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 83303at6656          -            284   0.00011   19.0   4.9   1   5    0.0023      0.13    8.9   0.0     4    67    66   138    63   143 0.69 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 83303at6656          -            284   0.00011   19.0   4.9   2   5       1.7        95   -0.5   0.1   169   210   191   232   173   240 0.72 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 83303at6656          -            284   0.00011   19.0   4.9   3   5       3.1   1.7e+02   -1.3   0.0    13    61   356   412   352   423 0.65 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 83303at6656          -            284   0.00011   19.0   4.9   4   5    0.0034      0.19    8.4   0.1    30   102   482   553   469   564 0.84 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 83303at6656          -            284   0.00011   19.0   4.9   5   5       3.8   2.1e+02   -1.6   0.0    28    62   564   598   555   603 0.85 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 83303at6656          -            284   0.00012   18.9   3.7   1   3      0.14       7.9    3.1   0.0    35   108    84   157    75   173 0.85 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 83303at6656          -            284   0.00012   18.9   3.7   2   3    0.0088      0.49    7.0   0.0    27    63   211   247   206   251 0.88 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 83303at6656          -            284   0.00012   18.9   3.7   3   3    0.0052      0.29    7.8   0.3   162   195   252   285   247   299 0.82 -
31196at6656_52283_0:000861|TRINITY_DN88294_c4_g1_i9:1981-2415|+   -            145 83303at6656          -            284   0.00013   18.7   0.0   1   1   1.6e-05   0.00088   16.0   0.0    76   152    13    99     4   130 0.63 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 83303at6656          -            284   0.00015   18.5   6.3   1   5     0.022       1.2    5.7   0.0    31    73    48    94    38   110 0.80 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 83303at6656          -            284   0.00015   18.5   6.3   2   5       3.8   2.1e+02   -1.6   0.0    27    61   280   325   264   340 0.64 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 83303at6656          -            284   0.00015   18.5   6.3   3   5       5.2   2.9e+02   -2.1   0.0    38    72   355   390   353   408 0.79 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 83303at6656          -            284   0.00015   18.5   6.3   4   5     0.045       2.5    4.7   0.2    14    63   594   642   581   652 0.77 -
54236at6656_136037_0:002b44|TRINITY_DN88593_c4_g1_i4:65-2251|+    -            729 83303at6656          -            284   0.00015   18.5   6.3   5   5    0.0094      0.52    6.9   0.5    30    76   661   708   655   721 0.78 -
96592at6656_156304_0:000966|TRINITY_DN90840_c6_g1_i9:2176-2937|+  -            254 83303at6656          -            284   0.00029   17.6   1.6   1   1   0.00014    0.0077   12.9   0.8     3   112    81   197    80   201 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 83303at6656          -            284    0.0003   17.6   0.2   1   2   0.00065     0.036   10.7   0.1    30   204     4   168     1   170 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 83303at6656          -            284    0.0003   17.6   0.2   2   2     0.044       2.4    4.7   0.0   159   204   166   210   163   215 0.89 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 83303at6656          -            284   0.00033   17.4   4.9   1   2     0.007      0.39    7.4   0.1   171   199     9    37     2    40 0.84 -
81307at6656_108931_0:001118|TRINITY_DN77898_c9_g3_i2:108-518|+    -            137 83303at6656          -            284   0.00033   17.4   4.9   2   2   0.00077     0.042   10.5   1.8    30    65    50    87    38   136 0.59 -
58110at6656_6973_0:00155e|TRINITY_DN93240_c4_g1_i8:327-548|+      -             74 83303at6656          -            284   0.00079   16.2   0.1   1   1   1.5e-05   0.00082   16.1   0.1    29   102     2    74     1    74 0.92 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 83303at6656          -            284    0.0011   15.8   0.0   1   3     0.056       3.1    4.4   0.0    80   197    50   168    30   179 0.68 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 83303at6656          -            284    0.0011   15.8   0.0   2   3       2.5   1.4e+02   -1.0   0.0   121   148   175   200   169   205 0.76 -
66229at6656_133901_0:0031e9|TRINITY_DN77260_c8_g1_i1:4-1521|+     -            506 83303at6656          -            284    0.0011   15.8   0.0   3   3    0.0047      0.26    7.9   0.0    26    91   248   311   234   353 0.66 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 83303at6656          -            284    0.0014   15.4   0.0   1   2    0.0087      0.48    7.0   0.0    79   102    29    52    18    62 0.90 -
31196at6656_1218281_0:002752|TRINITY_DN82334_c12_g1_i3:715-1107|+ -            131 83303at6656          -            284    0.0014   15.4   0.0   2   2     0.019       1.1    5.9   0.0   173   215    71   117    65   128 0.76 -
28519at6656_136037_0:000a01|TRINITY_DN73479_c18_g1_i2:166-2306|-  -            606 83303at6656          -            284    0.0014   15.3   0.3   1   1   6.3e-05    0.0035   14.1   0.3   122   216    50   143    41   155 0.81 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 83303at6656          -            284    0.0015   15.3   0.0   1   3      0.07       3.8    4.1   0.0   169   239    16    85     6   132 0.68 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 83303at6656          -            284    0.0015   15.3   0.0   2   3      0.31        17    2.0   0.0   174   209   194   230   180   242 0.79 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-    -            307 83303at6656          -            284    0.0015   15.3   0.0   3   3     0.024       1.3    5.6   0.0    41    96   243   298   231   302 0.90 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-   -            346 83303at6656          -            284    0.0015   15.2   2.3   1   2      0.77        43    0.6   0.1    39    62   129   153   116   232 0.58 -
66028at6656_438502_0:002670|TRINITY_DN83891_c8_g7_i1:258-1295|-   -            346 83303at6656          -            284    0.0015   15.2   2.3   2   2   7.3e-05     0.004   13.9   0.4    27    64   263   301   226   335 0.85 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 83303at6656          -            284    0.0019   14.9   0.2   1   3    0.0045      0.25    8.0   0.0    23    98     8    82     2    86 0.78 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 83303at6656          -            284    0.0019   14.9   0.2   2   3     0.035       1.9    5.1   0.0    23    61    50    88    36   103 0.70 -
83755at6656_246812_0:001332|TRINITY_DN76062_c4_g3_i5:3316-3870|-  -            185 83303at6656          -            284    0.0019   14.9   0.2   3   3      0.26        14    2.2   0.1   169   192   114   137   107   147 0.82 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-    -            355 83303at6656          -            284    0.0019   14.9   0.4   1   3       2.3   1.3e+02   -0.9   0.0    35    58     3    27     2    45 0.78 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-    -            355 83303at6656          -            284    0.0019   14.9   0.4   2   3       1.4        75   -0.2   0.1    37    62   177   202   167   240 0.75 -
58110at6656_62625_0:00255f|TRINITY_DN92934_c7_g1_i5:834-1898|-    -            355 83303at6656          -            284    0.0019   14.9   0.4   3   3   0.00071     0.039   10.6   0.0    79   150   259   331   252   352 0.78 -
58110at6656_77166_0:00051d|TRINITY_DN82757_c9_g2_i2:397-717|-     -            107 83303at6656          -            284    0.0022   14.7   0.1   1   1   7.7e-05    0.0042   13.8   0.1   136   201     1    64     1    83 0.79 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 83303at6656          -            284    0.0028   14.4   1.7   1   3       4.1   2.2e+02   -1.7   0.0   130   145    62    77    48    82 0.82 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 83303at6656          -            284    0.0028   14.4   1.7   2   3      0.01      0.58    6.8   0.0   123   150    96   122    93   132 0.87 -
58110at6656_64838_0:000948|TRINITY_DN79169_c10_g1_i2:2852-3739|-  -            296 83303at6656          -            284    0.0028   14.4   1.7   3   3     0.064       3.6    4.2   0.1   124   151   263   290   163   295 0.73 -
126074at6656_52612_0:003082|TRINITY_DN86007_c3_g3_i1:1130-2116|-  -            329 83303at6656          -            284    0.0029   14.3   0.1   1   1   0.00011     0.006   13.3   0.0   122   207     7    88     4   122 0.86 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 83303at6656          -            284    0.0046   13.7   5.2   1   4      0.16       8.7    2.9   0.2    77   102   163   188   146   195 0.73 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 83303at6656          -            284    0.0046   13.7   5.2   2   4       2.9   1.6e+02   -1.2   0.0    28    62   199   233   189   242 0.86 -
