#                                                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
60682at6656_6958_0:00195d|TRINITY_DN77170_c8_g2_i3:265-702|+     -            146 60682at6656          -            267   4.9e-33  112.0   0.1   1   1   4.5e-35   5.9e-33  111.7   0.1     2   130     4   145     3   146 0.85 -
119438at6656_133901_0:000aec|TRINITY_DN82666_c5_g1_i3:859-1560|- -            234 60682at6656          -            267    0.0017   15.1   4.6   1   2   8.6e-05     0.011   12.4   0.1   141   215    41   117     3   120 0.80 -
119438at6656_133901_0:000aec|TRINITY_DN82666_c5_g1_i3:859-1560|- -            234 60682at6656          -            267    0.0017   15.1   4.6   2   2     0.043       5.7    3.5   1.8   173   198   136   173   125   206 0.71 -
22358at6656_123851_0:0009c4|TRINITY_DN78180_c21_g1_i6:284-991|+  -            236 60682at6656          -            267     0.015   12.0   0.0   1   2         2   2.6e+02   -1.9   0.0   212   238    79   105    73   132 0.65 -
22358at6656_123851_0:0009c4|TRINITY_DN78180_c21_g1_i6:284-991|+  -            236 60682at6656          -            267     0.015   12.0   0.0   2   2   0.00029     0.039   10.7   0.0    66    91   163   190   149   222 0.81 -
22358at6656_52283_0:0007f8|TRINITY_DN93764_c2_g1_i3:2579-3472|-  -            298 60682at6656          -            267     0.018   11.7   0.0   1   1   0.00024     0.031   11.0   0.0    62    97   222   257   200   277 0.86 -
119438at6656_133901_0:000aec|TRINITY_DN86212_c9_g1_i4:27-521|-   -            165 60682at6656          -            267     0.028   11.1  18.4   1   2    0.0072      0.95    6.1   0.5   166   196    21    51    13    58 0.85 -
119438at6656_133901_0:000aec|TRINITY_DN86212_c9_g1_i4:27-521|-   -            165 60682at6656          -            267     0.028   11.1  18.4   2   2    0.0038       0.5    7.0   6.1   137   198    81   147    77   161 0.66 -
119438at6656_116153_0:00167e|TRINITY_DN76039_c14_g2_i2:27-770|+  -            248 60682at6656          -            267     0.028   11.1  34.3   1   4    0.0045       0.6    6.8   3.2   158   208    15    64     7    74 0.73 -
119438at6656_116153_0:00167e|TRINITY_DN76039_c14_g2_i2:27-770|+  -            248 60682at6656          -            267     0.028   11.1  34.3   2   4    0.0097       1.3    5.7   2.1   171   200    55    84    51    92 0.82 -
119438at6656_116153_0:00167e|TRINITY_DN76039_c14_g2_i2:27-770|+  -            248 60682at6656          -            267     0.028   11.1  34.3   3   4      0.26        35    1.0  13.7   127   225    74   178    66   182 0.69 -
119438at6656_116153_0:00167e|TRINITY_DN76039_c14_g2_i2:27-770|+  -            248 60682at6656          -            267     0.028   11.1  34.3   4   4   0.00027     0.035   10.8   1.4   167   218   191   242   179   245 0.78 -
119438at6656_197043_0:005d80|TRINITY_DN87533_c7_g2_i1:345-698|+  -            118 60682at6656          -            267      0.06   10.0   3.3   1   2      0.26        34    1.0   0.3   174   197     3    26     1    46 0.73 -
119438at6656_197043_0:005d80|TRINITY_DN87533_c7_g2_i1:345-698|+  -            118 60682at6656          -            267      0.06   10.0   3.3   2   2   0.00078       0.1    9.3   1.0   158   205    45   100    22   112 0.75 -
119438at6656_133901_0:000aec|TRINITY_DN93408_c6_g1_i1:303-815|+  -            171 60682at6656          -            267      0.12    9.0  18.8   1   3   0.00098      0.13    8.9   3.2   139   221    10    87     3    91 0.81 -
119438at6656_133901_0:000aec|TRINITY_DN93408_c6_g1_i1:303-815|+  -            171 60682at6656          -            267      0.12    9.0  18.8   2   3     0.043       5.6    3.6   2.4   170   206    92   138    87   149 0.74 -
119438at6656_133901_0:000aec|TRINITY_DN93408_c6_g1_i1:303-815|+  -            171 60682at6656          -            267      0.12    9.0  18.8   3   3    0.0089       1.2    5.8   0.7   169   193   147   171   142   171 0.87 -
119438at6656_197043_0:0011ac|TRINITY_DN90802_c10_g1_i1:41-481|+  -            147 60682at6656          -            267      0.35    7.5  14.4   1   3     0.087        12    2.6   2.3   156   197    15    54     2    78 0.60 -
119438at6656_197043_0:0011ac|TRINITY_DN90802_c10_g1_i1:41-481|+  -            147 60682at6656          -            267      0.35    7.5  14.4   2   3    0.0045       0.6    6.8   6.4   160   203    72   127    54   131 0.75 -
119438at6656_197043_0:0011ac|TRINITY_DN90802_c10_g1_i1:41-481|+  -            147 60682at6656          -            267      0.35    7.5  14.4   3   3     0.025       3.3    4.3   0.5   170   200   112   142   109   146 0.83 -
119438at6656_116153_0:00167e|TRINITY_DN81500_c5_g2_i1:419-979|-  -            187 60682at6656          -            267      0.43    7.2  20.0   1   4      0.19        25    1.4   4.9   177   228     1    65     1    66 0.55 -
119438at6656_116153_0:00167e|TRINITY_DN81500_c5_g2_i1:419-979|-  -            187 60682at6656          -            267      0.43    7.2  20.0   2   4     0.048       6.3    3.4   1.6   166   196    46    76    25    81 0.68 -
119438at6656_116153_0:00167e|TRINITY_DN81500_c5_g2_i1:419-979|-  -            187 60682at6656          -            267      0.43    7.2  20.0   3   4    0.0043      0.57    6.8   0.9   169   201    77   109    73   124 0.78 -
119438at6656_116153_0:00167e|TRINITY_DN81500_c5_g2_i1:419-979|-  -            187 60682at6656          -            267      0.43    7.2  20.0   4   4     0.011       1.4    5.5   0.5   172   201   136   165   126   182 0.80 -
119438at6656_116153_0:00167e|TRINITY_DN85032_c2_g1_i1:372-950|+  -            193 60682at6656          -            267      0.54    6.9  20.2   1   2    0.0046      0.61    6.7   7.4   162   218    22    82     2   100 0.67 -
119438at6656_116153_0:00167e|TRINITY_DN85032_c2_g1_i1:372-950|+  -            193 60682at6656          -            267      0.54    6.9  20.2   2   2    0.0086       1.1    5.8   5.1   131   205   108   186    95   191 0.80 -
119438at6656_197043_0:0011ac|TRINITY_DN81500_c5_g1_i2:561-1040|+ -            160 60682at6656          -            267      0.55    6.9  15.4   1   3      0.17        22    1.6   6.7   176   228    16    81     6    84 0.68 -
119438at6656_197043_0:0011ac|TRINITY_DN81500_c5_g1_i2:561-1040|+ -            160 60682at6656          -            267      0.55    6.9  15.4   2   3     0.032       4.2    4.0   0.8   166   197    62    93    46    97 0.85 -
119438at6656_197043_0:0011ac|TRINITY_DN81500_c5_g1_i2:561-1040|+ -            160 60682at6656          -            267      0.55    6.9  15.4   3   3    0.0034      0.45    7.2   1.0   169   201    93   125    88   140 0.78 -
119438at6656_197043_0:0011ac|TRINITY_DN54939_c0_g2_i1:180-611|+  -            144 60682at6656          -            267      0.95    6.1  14.1   1   1     0.078        10    2.7  14.0   166   246    23   116     1   130 0.66 -
119438at6656_133901_0:000aec|TRINITY_DN91613_c9_g2_i2:363-926|+  -            188 60682at6656          -            267       2.9    4.5  20.0   1   2     0.055       7.3    3.2   5.8   168   218    51   101    24   105 0.61 -
119438at6656_133901_0:000aec|TRINITY_DN91613_c9_g2_i2:363-926|+  -            188 60682at6656          -            267       2.9    4.5  20.0   2   2    0.0077         1    6.0   4.6   169   204   108   143   100   187 0.72 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/60682at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/60682at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/60682at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:09 2026
# [ok]
