#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
113817at6656_132113_0:002d6c|TRINITY_DN86577_c6_g1_i2:448-1038|+   -            197 113817at6656         -            193   4.1e-75  248.8   3.5   1   1   3.4e-77   4.7e-75  248.7   3.5    20   192     7   193     1   194 0.86 -
66597at6656_294128_0:003528|TRINITY_DN90105_c5_g2_i6:72-1547|+     -            492 113817at6656         -            193   4.1e-19   66.2  13.0   3   3   6.6e-07   9.1e-05   19.3   4.0    81   143   306   367   301   382 0.85 -
113817at6656_7200_0:002306|TRINITY_DN79567_c9_g1_i2:421-852|+      -            144 113817at6656         -            193     1e-16   58.4   4.3   1   1   8.6e-19   1.2e-16   58.1   4.3    32   153     6   139     2   144 0.83 -
27617at6656_48709_0:000d44|TRINITY_DN76637_c9_g1_i2:1747-2598|+    -            284 113817at6656         -            193     1e-15   55.1   0.8   1   3         1   1.4e+02   -0.9   0.0    44    62    11    29     6    41 0.82 -
27617at6656_48709_0:000d44|TRINITY_DN76637_c9_g1_i2:1747-2598|+    -            284 113817at6656         -            193     1e-15   55.1   0.8   2   3   1.2e-07   1.7e-05   21.7   0.0    82   139    85   142    69   144 0.93 -
27617at6656_48709_0:000d44|TRINITY_DN76637_c9_g1_i2:1747-2598|+    -            284 113817at6656         -            193     1e-15   55.1   0.8   3   3   3.7e-10   5.1e-08   30.0   0.3    47   147   150   252   146   258 0.89 -
59200at6656_197043_0:0019bd|TRINITY_DN73704_c13_g1_i1:1540-1893|-  -            118 113817at6656         -            193   1.1e-15   54.9   0.9   1   1   8.5e-18   1.2e-15   54.9   0.9    38   134     2   100     1   118 0.87 -
55417at6656_378494_0:006d88|TRINITY_DN82081_c6_g1_i9:1026-1487|+   -            154 113817at6656         -            193   3.2e-15   53.4   0.4   1   2   9.8e-08   1.4e-05   22.0   0.0    85   137    26    78     8    81 0.92 -
55417at6656_378494_0:006d88|TRINITY_DN82081_c6_g1_i9:1026-1487|+   -            154 113817at6656         -            193   3.2e-15   53.4   0.4   2   2     5e-12   6.9e-10   36.0   0.2    44   139    51   148    49   152 0.91 -
59200at6656_197043_0:0019bd|TRINITY_DN89522_c6_g1_i1:2504-2887|-   -            128 113817at6656         -            193   3.4e-15   53.3   0.1   1   1   2.8e-17   3.9e-15   53.2   0.1    38   126     6    96     2   122 0.86 -
113817at6656_197043_0:001b73|TRINITY_DN86442_c15_g1_i1:1482-1781|+ -            100 113817at6656         -            193   3.5e-15   53.3   0.2   1   1   3.6e-17   4.9e-15   52.8   0.2    46   134     2   100     1   100 0.80 -
55417at6656_67767_0:0011a0|TRINITY_DN82081_c6_g1_i9:2409-2813|+    -            135 113817at6656         -            193   1.3e-11   41.7   0.2   1   2   6.6e-07   9.1e-05   19.3   0.1    86   139     3    56     1    58 0.91 -
55417at6656_67767_0:0011a0|TRINITY_DN82081_c6_g1_i9:2409-2813|+    -            135 113817at6656         -            193   1.3e-11   41.7   0.2   2   2     3e-07   4.1e-05   20.5   0.0    81   138    66   123    56   130 0.70 -
55417at6656_103372_0:00197d|TRINITY_DN88830_c8_g1_i3:19-1244|+     -            358 113817at6656         -            193   2.7e-10   37.4   0.2   1   3   7.1e-10   9.8e-08   29.0   0.0    58   136    92   172    81   183 0.89 -
55417at6656_103372_0:00197d|TRINITY_DN88830_c8_g1_i3:19-1244|+     -            358 113817at6656         -            193   2.7e-10   37.4   0.2   2   3     0.077        11    2.8   0.0    42   137   212   309   182   313 0.72 -
55417at6656_103372_0:00197d|TRINITY_DN88830_c8_g1_i3:19-1244|+     -            358 113817at6656         -            193   2.7e-10   37.4   0.2   3   3     0.023       3.2    4.5   0.0    50   140   254   346   250   354 0.74 -
151102at6656_52283_0:000fbb|TRINITY_DN79960_c14_g3_i3:233-1357|+   -            375 113817at6656         -            193   3.2e-10   37.2   0.0   1   1   4.6e-12   6.3e-10   36.2   0.0    43   140     4   103     1   110 0.92 -
36374at6656_13249_0:000c5a|TRINITY_DN88265_c10_g1_i3:1189-2175|+   -            329 113817at6656         -            193   1.8e-08   31.5   0.1   1   2     0.003      0.42    7.4   0.0    85   138   127   180   122   189 0.90 -
36374at6656_13249_0:000c5a|TRINITY_DN88265_c10_g1_i3:1189-2175|+   -            329 113817at6656         -            193   1.8e-08   31.5   0.1   2   2   1.3e-07   1.8e-05   21.6   0.1    50   134   228   314   194   323 0.86 -
27617at6656_218467_0:0024a2|TRINITY_DN92866_c9_g1_i9:303-1796|+    -            498 113817at6656         -            193   2.2e-06   24.6   2.9   1   4      0.72        99   -0.4   0.0    86   116   166   196   162   201 0.85 -
27617at6656_218467_0:0024a2|TRINITY_DN92866_c9_g1_i9:303-1796|+    -            498 113817at6656         -            193   2.2e-06   24.6   2.9   2   4     0.097        13    2.5   0.0    98   152   204   257   196   279 0.80 -
27617at6656_218467_0:0024a2|TRINITY_DN92866_c9_g1_i9:303-1796|+    -            498 113817at6656         -            193   2.2e-06   24.6   2.9   3   4   5.7e-06   0.00078   16.3   0.1    81   135   323   377   310   383 0.88 -
27617at6656_218467_0:0024a2|TRINITY_DN92866_c9_g1_i9:303-1796|+    -            498 113817at6656         -            193   2.2e-06   24.6   2.9   4   4      0.12        16    2.2   0.1    92   124   402   434   396   455 0.85 -
93152at6656_438503_0:000994|TRINITY_DN89800_c11_g2_i1:46-1922|+    -            459 113817at6656         -            193     3e-06   24.2   0.9   1   3   0.00026     0.036   10.9   0.1    35   138   108   213   102   218 0.87 -
93152at6656_438503_0:000994|TRINITY_DN89800_c11_g2_i1:46-1922|+    -            459 113817at6656         -            193     3e-06   24.2   0.9   2   3    0.0051       0.7    6.7   0.0    52   140   193   249   165   280 0.57 -
93152at6656_438503_0:000994|TRINITY_DN89800_c11_g2_i1:46-1922|+    -            459 113817at6656         -            193     3e-06   24.2   0.9   3   3    0.0069      0.95    6.2   0.1    47   135   290   380   283   400 0.85 -
93152at6656_7539_0:00334c|TRINITY_DN80902_c10_g1_i8:1733-2035|-    -            101 113817at6656         -            193    0.0003   17.7   0.3   1   1   9.1e-06    0.0013   15.6   0.3    49   121     6    80     1    82 0.47 -
13833at6656_294128_0:0015c6|TRINITY_DN84589_c11_g1_i2:225-2648|+   -            808 113817at6656         -            193     0.013   12.3   1.9   1   2    0.0031      0.43    7.4   0.4    51   138   476   566   445   569 0.84 -
13833at6656_294128_0:0015c6|TRINITY_DN84589_c11_g1_i2:225-2648|+   -            808 113817at6656         -            193     0.013   12.3   1.9   2   2     0.038       5.3    3.8   0.0    76   146   569   642   563   648 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/113817at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/113817at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/113817at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:07 2026
# [ok]
