#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+     -            572 43728at6656          -            431  7.1e-195  645.4  13.9   1   1  2.2e-194  5.1e-193  639.3  13.9     3   431    45   550    43   550 0.89 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+    -            429 43728at6656          -            431   4.2e-32  109.0   2.7   6   7   1.4e-10   3.2e-09   33.6   0.0   367   430   329   390   315   391 0.86 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+    -            429 43728at6656          -            431   4.2e-32  109.0   2.7   7   7    0.0045       0.1    8.9   0.0   168   199   397   428   392   429 0.76 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 43728at6656          -            431   5.3e-32  108.7  18.6   1   6     7e-06   0.00016   18.2   0.2   394   430     1    36     1    37 0.92 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 43728at6656          -            431   5.3e-32  108.7  18.6   2   6   4.4e-06   9.9e-05   18.9   0.4   398   429    50    80    46    82 0.89 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 43728at6656          -            431   5.3e-32  108.7  18.6   3   6   4.4e-07     1e-05   22.1   0.2   165   206    87   128    81   135 0.90 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 43728at6656          -            431   5.3e-32  108.7  18.6   4   6     1e-07   2.3e-06   24.3   0.1   370   430   153   214   137   215 0.87 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 43728at6656          -            431   5.3e-32  108.7  18.6   5   6     0.011      0.25    7.6   0.0   393   429   235   271   228   273 0.86 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 43728at6656          -            431   5.3e-32  108.7  18.6   6   6   2.6e-08   5.8e-07   26.2   0.1   398   429   292   323   278   325 0.91 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+    -            346 43728at6656          -            431     1e-28   97.9   4.8   1   5    0.0023     0.053    9.9   0.0   168   206    48    86    44    91 0.89 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+    -            346 43728at6656          -            431     1e-28   97.9   4.8   2   5   2.4e-05   0.00054   16.4   0.1   166   209    89   132    86   134 0.90 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+    -            346 43728at6656          -            431     1e-28   97.9   4.8   3   5   2.8e-06   6.3e-05   19.5   0.1   394   429   133   168   128   170 0.94 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+    -            346 43728at6656          -            431     1e-28   97.9   4.8   4   5   4.3e-07   9.9e-06   22.2   0.0   356   429   179   251   169   255 0.81 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+    -            346 43728at6656          -            431     1e-28   97.9   4.8   5   5   3.4e-09   7.8e-08   29.1   0.1   349   426   263   340   253   343 0.85 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-   -            326 43728at6656          -            431   9.5e-28   94.7   5.5   1   5   1.5e-05   0.00035   17.1   0.0   172   207     2    37     1    45 0.76 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-   -            326 43728at6656          -            431   9.5e-28   94.7   5.5   2   5   3.7e-05   0.00084   15.8   0.1   179   239    64   128    59   138 0.86 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-   -            326 43728at6656          -            431   9.5e-28   94.7   5.5   3   5   1.9e-11   4.3e-10   36.5   0.0   372   428   155   210   133   213 0.91 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-   -            326 43728at6656          -            431   9.5e-28   94.7   5.5   4   5       7.6   1.7e+02   -1.7   0.0   418   429   238   249   228   251 0.84 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-   -            326 43728at6656          -            431   9.5e-28   94.7   5.5   5   5     1e-07   2.3e-06   24.2   0.2   167   206   256   295   238   315 0.90 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+        -            244 43728at6656          -            431   6.1e-24   82.1   4.0   1   4   7.9e-06   0.00018   18.0   0.0   174   209     2    37     1    40 0.92 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+        -            244 43728at6656          -            431   6.1e-24   82.1   4.0   2   4     9e-05    0.0021   14.5   0.0   173   203    43    73    38    83 0.79 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+        -            244 43728at6656          -            431   6.1e-24   82.1   4.0   3   4   5.2e-12   1.2e-10   38.4   0.4   173   269    85   190    79   190 0.77 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+        -            244 43728at6656          -            431   6.1e-24   82.1   4.0   4   4    0.0063      0.14    8.5   0.0   374   425   186   236   182   241 0.87 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-    -            242 43728at6656          -            431   1.9e-23   80.5  10.6   1   4     4e-09     9e-08   28.9   0.0   365   430    12    75     8    76 0.89 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-    -            242 43728at6656          -            431   1.9e-23   80.5  10.6   2   4   3.6e-10   8.1e-09   32.3   1.1   374   429    62   116    61   118 0.95 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-    -            242 43728at6656          -            431   1.9e-23   80.5  10.6   3   4   0.00017    0.0038   13.6   0.0   395   429   163   196   142   198 0.89 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-    -            242 43728at6656          -            431   1.9e-23   80.5  10.6   4   4   1.7e-09   3.8e-08   30.1   0.2   374   429   184   240   181   242 0.89 -
83755at6656_126957_0:0033ac|TRINITY_DN77528_c5_g4_i1:322-1059|-    -            246 43728at6656          -            431   1.3e-22   77.7   9.2   1   4   2.9e-09   6.7e-08   29.3   0.3   372   429    27    81     7    83 0.90 -
83755at6656_126957_0:0033ac|TRINITY_DN77528_c5_g4_i1:322-1059|-    -            246 43728at6656          -            431   1.3e-22   77.7   9.2   2   4   5.1e-07   1.1e-05   21.9   0.5   372   431    67   123    64   123 0.94 -
83755at6656_126957_0:0033ac|TRINITY_DN77528_c5_g4_i1:322-1059|-    -            246 43728at6656          -            431   1.3e-22   77.7   9.2   3   4   7.5e-06   0.00017   18.1   0.0   166   218   127   178   125   186 0.89 -
83755at6656_126957_0:0033ac|TRINITY_DN77528_c5_g4_i1:322-1059|-    -            246 43728at6656          -            431   1.3e-22   77.7   9.2   4   4   2.2e-07   5.1e-06   23.1   0.1   370   429   185   244   180   246 0.84 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-    -            169 43728at6656          -            431   3.1e-22   76.5   3.0   1   3    0.0017     0.039   10.3   0.1   399   429     3    32     1    34 0.89 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-    -            169 43728at6656          -            431   3.1e-22   76.5   3.0   2   3     1e-07   2.3e-06   24.2   0.1   358   409    48    99    34   101 0.89 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-    -            169 43728at6656          -            431   3.1e-22   76.5   3.0   3   3   4.3e-13   9.8e-12   41.9   0.1   367   430   101   163    98   164 0.92 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-   -            329 43728at6656          -            431   1.8e-21   74.0   2.0   1   5   9.7e-05    0.0022   14.4   0.1   165   209    31    75    13    85 0.85 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-   -            329 43728at6656          -            431   1.8e-21   74.0   2.0   2   5     0.062       1.4    5.2   0.0   178   208    86   116    82   152 0.66 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-   -            329 43728at6656          -            431   1.8e-21   74.0   2.0   3   5   5.1e-10   1.2e-08   31.8   0.0   324   429   139   242   125   244 0.84 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-   -            329 43728at6656          -            431   1.8e-21   74.0   2.0   4   5      0.29       6.5    3.0   0.0   181   205   265   289   258   295 0.85 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-   -            329 43728at6656          -            431   1.8e-21   74.0   2.0   5   5   7.8e-06   0.00018   18.0   0.0   161   202   287   328   272   329 0.70 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 43728at6656          -            431     2e-21   73.9   7.1   1   3   1.9e-06   4.2e-05   20.1   0.2   334   411    18    91     1    94 0.81 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 43728at6656          -            431     2e-21   73.9   7.1   2   3   3.5e-12   7.9e-11   38.9   0.1   373   430    95   154    92   155 0.92 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+   -            238 43728at6656          -            431     2e-21   73.9   7.1   3   3     7e-06   0.00016   18.2   0.2   370   429   179   238   162   238 0.84 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-   -            521 43728at6656          -            431   3.5e-21   73.1   1.2   1   4       1.5        34    0.6   0.0   164   207   200   243   191   269 0.83 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-   -            521 43728at6656          -            431   3.5e-21   73.1   1.2   2   4   0.00085     0.019   11.3   0.0   174   407   313   362   306   369 0.56 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-   -            521 43728at6656          -            431   3.5e-21   73.1   1.2   3   4   1.4e-12   3.3e-11   40.2   0.1   327   429   326   425   324   427 0.88 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-   -            521 43728at6656          -            431   3.5e-21   73.1   1.2   4   4   3.3e-07   7.4e-06   22.6   0.2   168   206   433   471   430   521 0.86 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 43728at6656          -            431   6.9e-21   72.1   1.4   1   2     6e-12   1.4e-10   38.2   0.6   336   430    19   113     2   114 0.89 -
19590at6656_76194_0:0029c2|TRINITY_DN90801_c6_g1_i1:311-955|+      -            215 43728at6656          -            431   6.9e-21   72.1   1.4   2   2   6.3e-10   1.4e-08   31.5   0.0   368   429   138   200   122   202 0.91 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 43728at6656          -            431   1.4e-20   71.1   6.1   1   5   6.8e-06   0.00016   18.2   0.0   393   429   151   187   146   189 0.92 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 43728at6656          -            431   1.4e-20   71.1   6.1   2   5   7.3e-05    0.0016   14.8   0.1   396   429   204   237   197   239 0.94 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 43728at6656          -            431   1.4e-20   71.1   6.1   3   5   0.00029    0.0067   12.8   0.1   383   424   234   278   233   283 0.81 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 43728at6656          -            431   1.4e-20   71.1   6.1   4   5   0.00092     0.021   11.2   0.0   171   205   296   331   290   340 0.81 -
30962at6656_52283_0:001b20|TRINITY_DN74606_c10_g1_i7:456-2223|-    -            386 43728at6656          -            431   1.4e-20   71.1   6.1   5   5   9.8e-05    0.0022   14.4   0.1   398   429   354   385   347   386 0.93 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-    -            282 43728at6656          -            431   1.4e-20   71.1   8.6   1   6    0.0074      0.17    8.2   0.2   217   272     4    63     2    74 0.68 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-    -            282 43728at6656          -            431   1.4e-20   71.1   8.6   2   6   3.5e-08   7.8e-07   25.8   0.1   165   224    72   136    65   139 0.82 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-    -            282 43728at6656          -            431   1.4e-20   71.1   8.6   3   6   0.00033    0.0074   12.7   0.0   396   431   119   155   112   155 0.84 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-    -            282 43728at6656          -            431   1.4e-20   71.1   8.6   4   6   9.3e-07   2.1e-05   21.1   0.0   371   428   136   194   134   197 0.88 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-    -            282 43728at6656          -            431   1.4e-20   71.1   8.6   5   6   1.6e-06   3.5e-05   20.3   0.0   370   429   179   239   178   241 0.92 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-    -            282 43728at6656          -            431   1.4e-20   71.1   8.6   6   6   0.00027    0.0062   12.9   0.2   371   429   224   282   222   282 0.88 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 43728at6656          -            431     2e-20   70.6   6.3   1   5     1e-09   2.3e-08   30.8   0.2     4   154     8   172     5   180 0.73 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 43728at6656          -            431     2e-20   70.6   6.3   2   5   0.00035    0.0079   12.6   0.0   177   210   216   250   191   271 0.77 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 43728at6656          -            431     2e-20   70.6   6.3   3   5   0.00046     0.011   12.2   0.0   370   430   275   335   260   336 0.86 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 43728at6656          -            431     2e-20   70.6   6.3   4   5     0.003     0.068    9.5   0.1   167   207   341   381   338   394 0.80 -
44504at6656_294128_0:004337|TRINITY_DN91792_c15_g1_i2:695-2233|-   -            513 43728at6656          -            431     2e-20   70.6   6.3   5   5     0.087         2    4.7   0.0   362   431   445   513   393   513 0.79 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 43728at6656          -            431   2.9e-20   70.0   4.9   1   4   2.1e-05   0.00047   16.6   0.4   370   423    42    92    10    96 0.82 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 43728at6656          -            431   2.9e-20   70.0   4.9   2   4      0.65        15    1.8   0.0   372   411    84   125    82   128 0.67 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 43728at6656          -            431   2.9e-20   70.0   4.9   3   4   4.2e-13   9.5e-12   42.0   0.1   370   430   126   188    98   189 0.88 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+  -            272 43728at6656          -            431   2.9e-20   70.0   4.9   4   4    0.0014     0.031   10.6   0.0   377   429   221   272   195   272 0.73 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-    -            269 43728at6656          -            431   5.7e-20   69.1  11.1   1   5   0.00021    0.0048   13.3   0.1   373   430     2    64     1    65 0.81 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-    -            269 43728at6656          -            431   5.7e-20   69.1  11.1   2   5    0.0013      0.03   10.7   0.0   176   217    79   121    67   127 0.79 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-    -            269 43728at6656          -            431   5.7e-20   69.1  11.1   3   5   1.7e-06   3.8e-05   20.2   0.0   181   232   126   182   122   185 0.65 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-    -            269 43728at6656          -            431   5.7e-20   69.1  11.1   4   5   3.5e-05   0.00079   15.9   0.4   379   429   182   231   179   233 0.88 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-    -            269 43728at6656          -            431   5.7e-20   69.1  11.1   5   5   9.8e-05    0.0022   14.4   0.5   166   197   237   268   232   269 0.91 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+    -            504 43728at6656          -            431   4.6e-19   66.1   2.0   1   4     5e-10   1.1e-08   31.8   0.3   373   430   237   293   230   294 0.88 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+    -            504 43728at6656          -            431   4.6e-19   66.1   2.0   2   4   0.00021    0.0048   13.3   0.0   181   208   357   384   349   395 0.85 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+    -            504 43728at6656          -            431   4.6e-19   66.1   2.0   3   4   0.00025    0.0056   13.1   0.0   174   208   392   426   384   458 0.76 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+    -            504 43728at6656          -            431   4.6e-19   66.1   2.0   4   4     0.026      0.59    6.4   0.0   304   386   426   503   422   504 0.75 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 43728at6656          -            431   1.2e-18   64.7   0.9   1   4   2.1e-11   4.9e-10   36.4   0.2   319   429    18   124     6   126 0.88 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 43728at6656          -            431   1.2e-18   64.7   0.9   2   4    0.0028     0.063    9.6   0.1   373   427   111   164   108   168 0.79 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 43728at6656          -            431   1.2e-18   64.7   0.9   3   4       1.2        27    1.0   0.0   166   229   132   196   125   203 0.62 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 43728at6656          -            431   1.2e-18   64.7   0.9   4   4     1e-07   2.3e-06   24.3   0.0   324   417   189   282   176   287 0.78 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 43728at6656          -            431   2.5e-18   63.6   6.8   1   4    0.0053      0.12    8.7   0.1   315   429   105   219    72   221 0.79 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 43728at6656          -            431   2.5e-18   63.6   6.8   2   4   1.4e-06   3.1e-05   20.5   0.0   361   429   344   411   314   412 0.90 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 43728at6656          -            431   2.5e-18   63.6   6.8   3   4     0.057       1.3    5.3   0.1   172   205   482   515   459   519 0.79 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-   -            796 43728at6656          -            431   2.5e-18   63.6   6.8   4   4   4.2e-09   9.5e-08   28.8   0.0   168   239   520   596   516   609 0.87 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|-  -            820 43728at6656          -            431   2.6e-18   63.6   0.3   1   5   0.00016    0.0035   13.7   0.0   371   409    20    58     8    60 0.88 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|-  -            820 43728at6656          -            431   2.6e-18   63.6   0.3   2   5    0.0013      0.03   10.7   0.0   366   411    58   102    56   104 0.92 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|-  -            820 43728at6656          -            431   2.6e-18   63.6   0.3   3   5   4.3e-11   9.6e-10   35.4   0.0   338   429    74   161    72   163 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|-  -            820 43728at6656          -            431   2.6e-18   63.6   0.3   4   5   2.6e-06   5.9e-05   19.6   0.0   371   429   146   203   142   205 0.94 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|-  -            820 43728at6656          -            431   2.6e-18   63.6   0.3   5   5      0.03      0.68    6.2   0.0   172   231   173   237   166   247 0.64 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   2.9e-18   63.4   2.1   1   6   5.4e-05    0.0012   15.3   0.3   178   225    72   124    63   129 0.82 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   2.9e-18   63.4   2.1   2   6    0.0096      0.22    7.8   0.2   385   429    95   146    93   150 0.75 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   2.9e-18   63.4   2.1   3   6      0.57        13    2.0   0.0   186   243   130   191   125   196 0.76 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   2.9e-18   63.4   2.1   4   6   0.00014    0.0033   13.9   0.0   172   228   199   260   191   261 0.82 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   2.9e-18   63.4   2.1   5   6   5.2e-07   1.2e-05   21.9   0.1   374   430   259   315   256   316 0.97 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 43728at6656          -            431   2.9e-18   63.4   2.1   6   6   4.7e-05    0.0011   15.5   0.0   372   431   300   358   293   358 0.94 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 43728at6656          -            431     2e-17   60.7   0.5   1   4   4.8e-05    0.0011   15.4   0.0   167   217     9    60     1    62 0.83 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 43728at6656          -            431     2e-17   60.7   0.5   2   4    0.0034     0.078    9.3   0.0   375   429    77   130    59   132 0.81 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 43728at6656          -            431     2e-17   60.7   0.5   3   4     0.093       2.1    4.6   0.0   160   215   175   231   149   235 0.75 -
83755at6656_54969_0:0008c2|TRINITY_DN86669_c5_g1_i3:575-1495|-     -            307 43728at6656          -            431     2e-17   60.7   0.5   4   4     8e-09   1.8e-07   27.9   0.0   362   421   239   297   214   305 0.75 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+    -            472 43728at6656          -            431   9.9e-17   58.4   4.9   1   4   3.6e-06   8.3e-05   19.1   0.1   164   256   151   249   146   266 0.73 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+    -            472 43728at6656          -            431   9.9e-17   58.4   4.9   2   4   4.6e-09     1e-07   28.7   0.5   336   429   226   315   224   317 0.84 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+    -            472 43728at6656          -            431   9.9e-17   58.4   4.9   3   4   0.00048     0.011   12.1   0.0   374   429   345   397   328   399 0.90 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+    -            472 43728at6656          -            431   9.9e-17   58.4   4.9   4   4      0.22         5    3.3   0.0   177   209   422   454   416   467 0.78 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+   -            453 43728at6656          -            431   2.3e-16   57.2   5.8   1   3   1.7e-05   0.00038   16.9   0.0   394   429   155   190   149   192 0.93 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+   -            453 43728at6656          -            431   2.3e-16   57.2   5.8   2   3   1.1e-07   2.4e-06   24.2   0.1   324   429   216   319   195   321 0.83 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+   -            453 43728at6656          -            431   2.3e-16   57.2   5.8   3   3   1.2e-05   0.00028   17.4   0.5   182   272   342   447   323   453 0.69 -
81307at6656_6669_0:000a54|TRINITY_DN79934_c8_g3_i2:3096-3752|-     -            219 43728at6656          -            431   2.4e-16   57.1   6.6   1   3   0.00013    0.0029   14.0   0.0   396   429    11    43     6    45 0.92 -
81307at6656_6669_0:000a54|TRINITY_DN79934_c8_g3_i2:3096-3752|-     -            219 43728at6656          -            431   2.4e-16   57.1   6.6   2   3   0.00012    0.0028   14.1   0.3   169   216    52   100    49   102 0.88 -
81307at6656_6669_0:000a54|TRINITY_DN79934_c8_g3_i2:3096-3752|-     -            219 43728at6656          -            431   2.4e-16   57.1   6.6   3   3   2.1e-09   4.9e-08   29.8   0.8   314   410   100   193    99   201 0.93 -
