#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
122526at6656_121845_0:000d18|TRINITY_DN88280_c6_g1_i2:948-1778|-   -            277 122526at6656         -            322   4.7e-73  243.5   0.3   1   1     1e-74   5.8e-73  243.1   0.3    93   321    40   275    19   276 0.91 -
122526at6656_6850_0:004fa2|TRINITY_DN74491_c8_g1_i5:782-1186|+     -            135 122526at6656         -            322   2.4e-17   60.4   2.1   1   1   4.5e-19   2.6e-17   60.3   2.1   218   320    19   133     1   135 0.72 -
122526at6656_1049336_0:000837|TRINITY_DN84393_c6_g1_i1:885-1391|+  -            169 122526at6656         -            322   4.6e-17   59.5   0.0   1   1   1.1e-18   6.6e-17   59.0   0.0   124   256     1   134     1   169 0.82 -
122526at6656_6850_0:0049b2|TRINITY_DN83768_c10_g3_i1:177-756|-     -            166 122526at6656         -            322   6.7e-16   55.7   0.0   1   2   4.8e-08   2.8e-06   24.0   0.0    89   144     2    60     1    65 0.78 -
122526at6656_6850_0:0049b2|TRINITY_DN83768_c10_g3_i1:177-756|-     -            166 122526at6656         -            322   6.7e-16   55.7   0.0   2   2   7.3e-10   4.2e-08   30.0   0.0   221   321    68   163    62   164 0.91 -
122526at6656_218467_0:0003bf|TRINITY_DN93656_c5_g2_i3:22-420|+     -            133 122526at6656         -            322   7.8e-16   55.4   2.0   1   1   1.5e-17   8.6e-16   55.3   2.0   220   318    21   133     1   133 0.81 -
122526at6656_6945_0:003b7d|TRINITY_DN84219_c12_g1_i4:617-1090|+    -            158 122526at6656         -            322   3.5e-12   43.4   0.0   1   1   9.4e-14   5.4e-12   42.8   0.0    99   217     1   140     1   142 0.75 -
122526at6656_110193_0:002a35|TRINITY_DN88300_c11_g2_i1:192-1076|-  -            295 122526at6656         -            322   1.7e-10   37.9   0.1   1   2   5.9e-10   3.4e-08   30.3   0.0   101   215    71   180    35   184 0.77 -
122526at6656_110193_0:002a35|TRINITY_DN88300_c11_g2_i1:192-1076|-  -            295 122526at6656         -            322   1.7e-10   37.9   0.1   2   2     0.025       1.5    5.2   0.1   275   319   245   294   236   295 0.75 -
122526at6656_407821_0:005855|TRINITY_DN85411_c2_g2_i1:4-207|-      -             68 122526at6656         -            322   1.3e-06   25.1   0.0   1   1   2.4e-08   1.4e-06   25.1   0.0   231   294     3    68     1    68 0.72 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/122526at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/initial_run_results/122526at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/122526at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:24:07 2026
# [ok]
