#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
96592at6656_294128_0:0045ca|TRINITY_DN71446_c0_g2_i2:468-1442|+   -            325 96592at6656          -            260  6.3e-119  393.7   4.3   1   1  3.4e-117  1.2e-115  382.9   4.3     1   260     1   321     1   321 0.87 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+       -            244 96592at6656          -            260   9.8e-16   55.5   0.7   4   6     0.032       1.2    6.1   0.0   227   253   132   158   124   167 0.57 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+       -            244 96592at6656          -            260   9.8e-16   55.5   0.7   5   6    0.0049      0.18    8.8   0.0   226   252   173   199   165   205 0.86 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+       -            244 96592at6656          -            260   9.8e-16   55.5   0.7   6   6    0.0077      0.28    8.1   0.0   222   250   211   239   204   243 0.87 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+   -            429 96592at6656          -            260   4.9e-15   53.2   4.3   1   4     0.022      0.81    6.6   0.0   221   252    99   130    91   138 0.85 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+   -            429 96592at6656          -            260   4.9e-15   53.2   4.3   2   4      0.14         5    4.0   0.2     3    63   141   202   139   225 0.75 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+   -            429 96592at6656          -            260   4.9e-15   53.2   4.3   3   4     2e-06   7.2e-05   19.9   0.1     2    66   232   297   231   303 0.84 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+   -            429 96592at6656          -            260   4.9e-15   53.2   4.3   4   4   8.5e-07   3.1e-05   21.1   0.0     2    56   358   412   357   428 0.86 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+   -            346 96592at6656          -            260   7.6e-15   52.6   3.4   1   2      0.13       4.6    4.2   0.0   220   246    51    77    48    88 0.58 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+   -            346 96592at6656          -            260   7.6e-15   52.6   3.4   2   2   1.4e-13   5.2e-12   43.3   3.3     1   244    93   336    93   344 0.75 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-  -            521 96592at6656          -            260   9.1e-14   49.1   0.1   1   3   5.7e-06   0.00021   18.4   0.0     2    62   310   370   309   393 0.86 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-  -            521 96592at6656          -            260   9.1e-14   49.1   0.1   2   3    0.0023     0.084    9.8   0.0   221   252   395   426   389   431 0.88 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-  -            521 96592at6656          -            260   9.1e-14   49.1   0.1   3   3   2.8e-05     0.001   16.1   0.0   221   250   437   466   425   471 0.81 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 96592at6656          -            260   4.3e-13   46.9   1.4   1   7     0.012      0.44    7.5   0.0   216   246    85   118    78   132 0.81 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 96592at6656          -            260   4.3e-13   46.9   1.4   2   7       5.2   1.9e+02   -1.1   0.0   128   165   142   178   126   193 0.79 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 96592at6656          -            260   4.3e-13   46.9   1.4   3   7       3.6   1.3e+02   -0.6   0.0    41    41   185   185   140   242 0.51 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 96592at6656          -            260   4.3e-13   46.9   1.4   4   7   1.4e-05    0.0005   17.1   0.0   219   256   384   421   295   427 0.87 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 96592at6656          -            260   4.3e-13   46.9   1.4   5   7    0.0033      0.12    9.3   0.0   135   250   434   545   425   554 0.69 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 96592at6656          -            260   4.3e-13   46.9   1.4   6   7         2        74    0.2   0.0   230   249   567   586   564   590 0.88 -
13934at6656_35525_0:003a55|TRINITY_DN80523_c6_g1_i3:214-3218|-    -            913 96592at6656          -            260   4.3e-13   46.9   1.4   7   7       1.1        41    1.0   0.0   227   248   723   744   714   754 0.83 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 96592at6656          -            260   7.9e-13   46.0   7.8   1   5   0.00039     0.014   12.4   0.0     2    52    32    82    31    84 0.91 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 96592at6656          -            260   7.9e-13   46.0   7.8   2   5     0.025      0.92    6.4   0.1   225   254    77   108    74   112 0.85 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 96592at6656          -            260   7.9e-13   46.0   7.8   3   5    0.0086      0.31    8.0   0.1   228   252   124   148   117   156 0.87 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 96592at6656          -            260   7.9e-13   46.0   7.8   4   5   0.00033     0.012   12.6   0.0     2    56   158   212   154   219 0.82 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 96592at6656          -            260   7.9e-13   46.0   7.8   5   5   0.00064     0.023   11.7   0.4     2    57   200   255   199   268 0.86 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 96592at6656          -            260   2.4e-12   44.4   4.2   1   7       2.9   1.1e+02   -0.3   0.0   226   246     1    21     1    33 0.88 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 96592at6656          -            260   2.4e-12   44.4   4.2   2   7         1        38    1.1   0.1   109   138    43    75    24    83 0.72 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 96592at6656          -            260   2.4e-12   44.4   4.2   3   7   1.4e-05   0.00049   17.2   0.1   221   258    79   116    70   118 0.90 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 96592at6656          -            260   2.4e-12   44.4   4.2   4   7      0.28        10    3.0   0.0   213   254   115   154   111   159 0.75 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 96592at6656          -            260   2.4e-12   44.4   4.2   5   7    0.0043      0.16    9.0   0.0     2   160   164   196   163   216 0.61 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 96592at6656          -            260   2.4e-12   44.4   4.2   6   7     0.059       2.1    5.2   0.2   215   248   202   236   195   238 0.88 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 96592at6656          -            260   2.4e-12   44.4   4.2   7   7     0.036       1.3    5.9   0.0   208   245   238   276   235   280 0.89 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-  -            329 96592at6656          -            260   4.8e-12   43.4   7.7   1   5      0.55        20    2.1   0.3    44    81    37    80    34    98 0.52 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-  -            329 96592at6656          -            260   4.8e-12   43.4   7.7   2   5       9.1   3.3e+02   -1.9   0.0   229   251    88   110    79   117 0.81 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-  -            329 96592at6656          -            260   4.8e-12   43.4   7.7   3   5   9.1e-05    0.0033   14.5   0.1    20    75   143   206   126   212 0.80 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-  -            329 96592at6656          -            260   4.8e-12   43.4   7.7   4   5   0.00032     0.011   12.7   0.0   221   250   212   241   206   247 0.89 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-  -            329 96592at6656          -            260   4.8e-12   43.4   7.7   5   5   4.2e-05    0.0015   15.6   0.1    11    60   264   313   260   327 0.85 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 96592at6656          -            260     2e-11   41.4   5.8   1   5      0.13       4.6    4.1   0.0   135   168   107   140    84   151 0.88 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 96592at6656          -            260     2e-11   41.4   5.8   2   5       7.4   2.7e+02   -1.6   0.0    43    70   187   220   169   238 0.53 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 96592at6656          -            260     2e-11   41.4   5.8   3   5     0.046       1.7    5.6   0.2     1    97   378   483   378   490 0.72 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 96592at6656          -            260     2e-11   41.4   5.8   4   5   6.3e-07   2.3e-05   21.5   0.1     4    57   483   536   480   562 0.84 -
31119at6656_133901_0:003be5|TRINITY_DN87686_c12_g1_i5:196-2867|-  -            796 96592at6656          -            260     2e-11   41.4   5.8   5   5    0.0022      0.08    9.9   0.1     2    58   565   621   564   660 0.91 -
50947at6656_294128_0:00321d|TRINITY_DN73614_c11_g1_i4:690-2048|+  -            453 96592at6656          -            260   9.9e-11   39.1   3.0   1   1     9e-12   3.2e-10   37.4   1.9     3   160   159   320   157   406 0.86 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+    -            182 96592at6656          -            260     1e-10   39.1   1.4   1   3    0.0058      0.21    8.5   0.1    37    74    10    53     2    60 0.57 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+    -            182 96592at6656          -            260     1e-10   39.1   1.4   2   3   5.4e-05     0.002   15.2   0.0   222   250    61    89    56    97 0.89 -
83755at6656_7539_0:001b71|TRINITY_DN93240_c4_g1_i8:1269-1814|+    -            182 96592at6656          -            260     1e-10   39.1   1.4   3   3    0.0002    0.0073   13.3   0.0     8    53   109   152   100   169 0.84 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 96592at6656          -            260   2.8e-10   37.6   1.3   1   3   1.1e-08     4e-07   27.3   0.1     3    83     6    89     4   110 0.82 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 96592at6656          -            260   2.8e-10   37.6   1.3   2   3     0.089       3.2    4.6   0.1     8    59   116   167   109   192 0.80 -
83755at6656_30019_0:0008bb|TRINITY_DN77348_c7_g1_i3:1808-2602|+   -            265 96592at6656          -            260   2.8e-10   37.6   1.3   3   3      0.37        13    2.6   0.0    18    45   217   244   210   256 0.82 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 96592at6656          -            260   3.2e-10   37.5   0.1   1   2   6.4e-05    0.0023   15.0   0.0   217   249    27    59    20    69 0.86 -
31119at6656_56086_0:003184|TRINITY_DN71555_c11_g1_i1:665-1303|+   -            213 96592at6656          -            260   3.2e-10   37.5   0.1   2   2   1.3e-06   4.6e-05   20.5   0.1     2    74    74   152    73   197 0.83 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   5.1e-10   36.8   0.1   1   6     0.067       2.4    5.0   0.0   219   251     3    35     1    45 0.69 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   5.1e-10   36.8   0.1   2   6      0.36        13    2.6   0.0     4    38    51    85    47    92 0.84 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   5.1e-10   36.8   0.1   3   6    0.0025     0.091    9.7   0.0     2    33    93   124    92   132 0.93 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   5.1e-10   36.8   0.1   4   6      0.38        14    2.6   0.0   222   250   140   168   129   176 0.83 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   5.1e-10   36.8   0.1   5   6    0.0056       0.2    8.6   0.0     2    52   182   233   181   262 0.81 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+    -            325 96592at6656          -            260   5.1e-10   36.8   0.1   6   6       3.5   1.3e+02   -0.6   0.0   222   250   293   322   254   325 0.74 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 96592at6656          -            260   1.8e-09   35.0   1.2   1   5      0.02      0.71    6.8   0.0   220   251   158   189   152   196 0.87 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 96592at6656          -            260   1.8e-09   35.0   1.2   2   5      0.88        32    1.4   0.0     2    54   200   252   199   256 0.80 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 96592at6656          -            260   1.8e-09   35.0   1.2   3   5   0.00018    0.0066   13.5   0.2     3    78   243   324   241   336 0.81 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 96592at6656          -            260   1.8e-09   35.0   1.2   4   5     0.003      0.11    9.5   0.1    21    76   344   404   325   412 0.72 -
59824at6656_294128_0:00110d|TRINITY_DN89724_c10_g1_i6:88-2006|+   -            472 96592at6656          -            260   1.8e-09   35.0   1.2   5   5         8   2.9e+02   -1.8   0.0   137   161   425   449   406   461 0.77 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 96592at6656          -            260   2.5e-09   34.5   0.5   1   4      0.37        13    2.6   0.0   142   190     7    61     4    73 0.68 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 96592at6656          -            260   2.5e-09   34.5   0.5   2   4    0.0027       0.1    9.6   0.0   135   191    85   148    76   161 0.76 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 96592at6656          -            260   2.5e-09   34.5   0.5   3   4    0.0027     0.096    9.6   0.1   138   161   223   246   213   259 0.85 -
79915at6656_378494_0:0034d5|TRINITY_DN71308_c0_g1_i2:331-1266|-   -            312 96592at6656          -            260   2.5e-09   34.5   0.5   4   4     0.019      0.69    6.8   0.1   135   161   263   289   246   310 0.66 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 96592at6656          -            260   3.3e-09   34.1   5.1   1   5   0.00062     0.022   11.7   0.1     4    75     1    78     1    94 0.77 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 96592at6656          -            260   3.3e-09   34.1   5.1   2   5         5   1.8e+02   -1.1   0.0   219   249    82   115    78   122 0.67 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 96592at6656          -            260   3.3e-09   34.1   5.1   3   5      0.66        24    1.8   0.1   229   252   148   171    98   176 0.77 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 96592at6656          -            260   3.3e-09   34.1   5.1   4   5     0.013      0.47    7.4   0.0   128   160   184   216   175   225 0.84 -
58110at6656_7425_0:001868|TRINITY_DN82468_c10_g1_i3:2498-3553|-   -            352 96592at6656          -            260   3.3e-09   34.1   5.1   5   5   0.00047     0.017   12.1   0.2     9    76   248   322   244   340 0.81 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-  -            292 96592at6656          -            260   4.1e-09   33.8   4.0   1   3   7.3e-05    0.0026   14.8   0.0     4    48    11    55     8    62 0.90 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-  -            292 96592at6656          -            260   4.1e-09   33.8   4.0   2   3   3.4e-05    0.0012   15.9   0.2    17    83    66   138    57   179 0.79 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-  -            292 96592at6656          -            260   4.1e-09   33.8   4.0   3   3      0.28        10    3.0   0.2     8    73   181   254   174   260 0.66 -
58110at6656_123851_0:00295a|TRINITY_DN82628_c4_g1_i7:1100-1813|+  -            238 96592at6656          -            260   4.9e-09   33.6   0.4   1   1   2.3e-09   8.2e-08   29.5   0.4     2   158    77   237    76   238 0.64 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 96592at6656          -            260   5.7e-09   33.3   1.2   1   5       1.1        38    1.1   0.0    16    73    18    81     5    87 0.70 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 96592at6656          -            260   5.7e-09   33.3   1.2   2   5      0.11         4    4.3   0.0     2    71    46   121    45   126 0.65 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 96592at6656          -            260   5.7e-09   33.3   1.2   3   5    0.0002    0.0072   13.3   0.0   220   250   130   160   126   168 0.91 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 96592at6656          -            260   5.7e-09   33.3   1.2   4   5      0.35        13    2.7   0.0   221   248   173   200   165   210 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i15:1073-4077|- -            820 96592at6656          -            260   5.7e-09   33.3   1.2   5   5     0.015      0.55    7.2   0.0   223   245   217   239   200   253 0.85 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 96592at6656          -            260   1.3e-08   32.2   0.0   1   3   1.6e-05   0.00057   16.9   0.0   221   256     6    41     3    45 0.90 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 96592at6656          -            260   1.3e-08   32.2   0.0   2   3      0.43        15    2.4   0.0   220   252    58    90    54   134 0.72 -
83755at6656_110193_0:002a12|TRINITY_DN76578_c9_g1_i6:2182-2979|+  -            266 96592at6656          -            260   1.3e-08   32.2   0.0   3   3    0.0074      0.27    8.2   0.0   221   256   196   231   172   235 0.89 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 96592at6656          -            260   1.8e-08   31.7   0.5   1   3   0.00023    0.0083   13.1   0.0   229   251     3    25     1    35 0.87 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 96592at6656          -            260   1.8e-08   31.7   0.5   2   3    0.0012     0.043   10.8   0.1   129   163    49    85    32   123 0.73 -
44504at6656_123851_0:000908|TRINITY_DN89994_c8_g2_i2:1293-1808|+  -            172 96592at6656          -            260   1.8e-08   31.7   0.5   3   3     0.079       2.9    4.8   0.0   223   250   142   169   137   172 0.85 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+   -            504 96592at6656          -            260   2.6e-08   31.2   0.0   1   3   0.00082      0.03   11.3   0.0     1    71   260   333   260   348 0.84 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+   -            504 96592at6656          -            260   2.6e-08   31.2   0.0   2   3     0.099       3.6    4.5   0.0   225   252   352   379   342   385 0.87 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+   -            504 96592at6656          -            260   2.6e-08   31.2   0.0   3   3    0.0015     0.055   10.4   0.0   218   251   387   420   381   428 0.88 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-   -            242 96592at6656          -            260   3.4e-08   30.8   0.1   1   4    0.0083       0.3    8.0   0.0   222   253     3    34     1    38 0.91 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-   -            242 96592at6656          -            260   3.4e-08   30.8   0.1   2   4     0.013      0.48    7.4   0.1     4    57    45    98    42   122 0.49 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-   -            242 96592at6656          -            260   3.4e-08   30.8   0.1   3   4       0.2       7.1    3.5   0.0     2    37   165   200   164   218 0.65 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-   -            242 96592at6656          -            260   3.4e-08   30.8   0.1   4   4     0.019      0.69    6.8   0.0   218   250   207   239   202   242 0.88 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 96592at6656          -            260   4.4e-08   30.4   2.5   1   5    0.0015     0.053   10.5   0.2     4    56   150   203   147   221 0.79 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 96592at6656          -            260   4.4e-08   30.4   2.5   2   5      0.43        16    2.4   0.0   135   161   198   224   197   237 0.75 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 96592at6656          -            260   4.4e-08   30.4   2.5   3   5      0.08       2.9    4.8   0.0     2    48   273   319   272   326 0.91 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 96592at6656          -            260   4.4e-08   30.4   2.5   4   5      0.17       6.2    3.7   0.0   144   161   331   348   322   356 0.87 -
44953at6656_378494_0:0043d4|TRINITY_DN80473_c9_g2_i2:504-1961|-   -            486 96592at6656          -            260   4.4e-08   30.4   2.5   5   5     0.037       1.3    5.9   0.0     2    35   358   390   357   401 0.88 -
