knockdown_PmSTAT-UP	WSSV_infection-UP
	TRINITY_DN92810_c0_g2_i3
	TRINITY_DN89641_c0_g1_i3
	TRINITY_DN92923_c8_g1_i4
	TRINITY_DN92456_c8_g1_i1
	TRINITY_DN92057_c1_g1_i8
	TRINITY_DN93288_c13_g1_i1
	TRINITY_DN89641_c2_g1_i1
	TRINITY_DN71712_c13_g1_i2
	TRINITY_DN92073_c7_g1_i3
	TRINITY_DN93025_c5_g6_i1
	TRINITY_DN84515_c10_g1_i1
	TRINITY_DN92810_c0_g2_i4
	TRINITY_DN93628_c0_g3_i4
	TRINITY_DN76652_c10_g6_i1
	TRINITY_DN88237_c18_g1_i1
	TRINITY_DN93346_c12_g1_i1
	TRINITY_DN89641_c0_g1_i7
	TRINITY_DN92057_c1_g1_i14
	TRINITY_DN92721_c14_g5_i1
	TRINITY_DN92810_c0_g2_i6
	TRINITY_DN87247_c12_g1_i1
	TRINITY_DN91147_c9_g1_i5
	TRINITY_DN75871_c6_g2_i4
	TRINITY_DN91050_c6_g3_i2
	TRINITY_DN93701_c4_g1_i8
	TRINITY_DN90485_c13_g1_i5
	TRINITY_DN90376_c5_g1_i5
	TRINITY_DN77661_c14_g1_i3
	TRINITY_DN93288_c12_g1_i1
	TRINITY_DN72369_c2_g1_i8
	TRINITY_DN90515_c1_g1_i1
	TRINITY_DN92149_c10_g1_i4
	TRINITY_DN76545_c9_g1_i1
	TRINITY_DN91816_c7_g3_i3
	TRINITY_DN81575_c12_g1_i3
	TRINITY_DN92810_c0_g2_i8
	TRINITY_DN88422_c4_g2_i2
	TRINITY_DN73225_c14_g1_i2
	TRINITY_DN86211_c3_g1_i2
	TRINITY_DN89641_c0_g1_i8
	TRINITY_DN84453_c15_g1_i1
	TRINITY_DN90515_c1_g1_i5
	TRINITY_DN93288_c11_g1_i4
	TRINITY_DN81996_c9_g1_i11
	TRINITY_DN81387_c14_g1_i1
	TRINITY_DN86302_c0_g1_i4
	TRINITY_DN93006_c7_g1_i8
	TRINITY_DN83538_c7_g1_i1
	TRINITY_DN91154_c2_g1_i2
	TRINITY_DN86452_c19_g1_i4
	TRINITY_DN86840_c1_g1_i6
	TRINITY_DN93174_c0_g1_i22
	TRINITY_DN85608_c12_g1_i2
	TRINITY_DN85878_c16_g2_i3
	TRINITY_DN80251_c5_g1_i6
	TRINITY_DN91936_c4_g2_i1
	TRINITY_DN81354_c8_g1_i6
	TRINITY_DN76218_c9_g2_i3
	TRINITY_DN84478_c7_g3_i3
	TRINITY_DN91330_c6_g1_i2
	TRINITY_DN82871_c7_g2_i1
	TRINITY_DN87104_c4_g2_i1
	TRINITY_DN92506_c6_g1_i6
	TRINITY_DN90546_c6_g1_i5
	TRINITY_DN72369_c2_g1_i10
	TRINITY_DN85060_c5_g1_i7
	TRINITY_DN90515_c1_g1_i10
	TRINITY_DN72369_c2_g1_i9
	TRINITY_DN91050_c6_g4_i2
	TRINITY_DN72369_c2_g1_i4
	TRINITY_DN86173_c5_g1_i1
	TRINITY_DN93288_c11_g2_i2
	TRINITY_DN88611_c4_g1_i1
	TRINITY_DN84694_c4_g1_i2
	TRINITY_DN88237_c19_g5_i1
	TRINITY_DN91050_c6_g4_i5
	TRINITY_DN89641_c0_g1_i2
	TRINITY_DN89955_c2_g1_i6
	TRINITY_DN72398_c10_g2_i1
	TRINITY_DN71090_c0_g1_i3
	TRINITY_DN84920_c15_g3_i2
	TRINITY_DN85076_c9_g3_i3
	TRINITY_DN86457_c5_g3_i3
	TRINITY_DN81098_c13_g1_i3
	TRINITY_DN89122_c12_g1_i1
	TRINITY_DN85406_c9_g1_i2
	TRINITY_DN80410_c15_g5_i2
	TRINITY_DN76655_c13_g1_i2
	TRINITY_DN89641_c0_g1_i4
	TRINITY_DN91050_c5_g1_i2
	TRINITY_DN69758_c0_g1_i2
	TRINITY_DN72532_c9_g1_i7
	TRINITY_DN84478_c7_g3_i1
	TRINITY_DN91381_c4_g1_i6
	TRINITY_DN76831_c11_g4_i1
	TRINITY_DN73052_c14_g1_i3
	TRINITY_DN85835_c6_g3_i7
	TRINITY_DN72369_c2_g1_i3
	TRINITY_DN74861_c6_g6_i1
	TRINITY_DN89025_c3_g3_i6
	TRINITY_DN84478_c7_g6_i1
	TRINITY_DN77244_c9_g1_i1
	TRINITY_DN80188_c10_g1_i1
	TRINITY_DN93673_c13_g1_i9
	TRINITY_DN91501_c1_g6_i2
	TRINITY_DN83345_c1_g1_i1
	TRINITY_DN80947_c0_g1_i8
	TRINITY_DN89009_c1_g2_i1
	TRINITY_DN86300_c0_g1_i1
	TRINITY_DN84498_c10_g1_i21
	TRINITY_DN89025_c3_g3_i7
	TRINITY_DN92331_c2_g1_i11
	TRINITY_DN93399_c3_g1_i2
	TRINITY_DN74923_c8_g2_i7
	TRINITY_DN86840_c1_g1_i5
	TRINITY_DN91374_c4_g1_i4
	TRINITY_DN81871_c8_g3_i1
	TRINITY_DN82818_c2_g1_i5
	TRINITY_DN88811_c6_g1_i3
	TRINITY_DN73011_c13_g3_i1
	TRINITY_DN90515_c1_g1_i7
	TRINITY_DN91870_c3_g3_i4
	TRINITY_DN91284_c4_g1_i2
	TRINITY_DN93251_c3_g1_i5
	TRINITY_DN72302_c3_g1_i8
	TRINITY_DN91995_c9_g1_i2
	TRINITY_DN77656_c6_g3_i1
	TRINITY_DN86840_c3_g1_i1
	TRINITY_DN71496_c0_g1_i1
	TRINITY_DN80247_c5_g2_i1
	TRINITY_DN76911_c7_g1_i7
	TRINITY_DN73334_c7_g2_i1
	TRINITY_DN79132_c6_g1_i5
	TRINITY_DN93148_c9_g1_i35
	TRINITY_DN91050_c6_g4_i10
	TRINITY_DN83986_c6_g1_i11
	TRINITY_DN92156_c10_g1_i17
	TRINITY_DN93288_c11_g1_i1
	TRINITY_DN80356_c4_g1_i9
	TRINITY_DN93288_c11_g1_i3
	TRINITY_DN93344_c6_g1_i1
	TRINITY_DN92211_c1_g5_i5
	TRINITY_DN74005_c14_g1_i2
	TRINITY_DN72369_c2_g1_i6
	TRINITY_DN84095_c9_g1_i2
	TRINITY_DN78428_c7_g3_i1
	TRINITY_DN90040_c10_g1_i1
	TRINITY_DN85950_c4_g1_i2
	TRINITY_DN74929_c14_g1_i4
	TRINITY_DN86840_c1_g1_i7
	TRINITY_DN93126_c10_g1_i2
	TRINITY_DN78390_c12_g2_i5
	TRINITY_DN87099_c12_g1_i3
	TRINITY_DN93024_c5_g1_i3
	TRINITY_DN93024_c5_g1_i7
	TRINITY_DN82839_c7_g2_i2
	TRINITY_DN77298_c10_g1_i3
	TRINITY_DN72302_c3_g1_i4
	TRINITY_DN90431_c2_g1_i4
	TRINITY_DN91852_c8_g2_i3
	TRINITY_DN75179_c4_g1_i1
	TRINITY_DN72369_c2_g1_i1
	TRINITY_DN77007_c2_g1_i12
	TRINITY_DN84821_c0_g1_i7
	TRINITY_DN72302_c3_g2_i1
	TRINITY_DN81313_c5_g1_i1
