#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83303at6656_6973_0:00313d|TRINITY_DN91732_c6_g2_i1:1-318|+        -            106 83303at6656          -            284   9.5e-63  207.7   1.5   1   1   4.4e-64   1.1e-62  207.5   1.5    27   126     5   106     2   106 0.97 -
45131at6656_38123_0:000be9|TRINITY_DN71308_c0_g1_i2:400-957|-     -            186 83303at6656          -            284   3.6e-05   18.8   1.7   2   3    0.0029     0.074    7.9   0.0    27    62   108   143   104   146 0.89 -
45131at6656_38123_0:000be9|TRINITY_DN71308_c0_g1_i2:400-957|-     -            186 83303at6656          -            284   3.6e-05   18.8   1.7   3   3    0.0012     0.031    9.2   1.1   145   191   138   178   128   185 0.72 -
83303at6656_116153_0:000adb|TRINITY_DN85368_c12_g1_i1:274-894|+   -            207 83303at6656          -            284   3.8e-05   18.7   0.0   1   1   2.8e-06   7.3e-05   17.8   0.0    41   199    59   204    12   207 0.80 -
84925at6656_7539_0:002900|TRINITY_DN85821_c14_g1_i1:177-725|+     -            183 83303at6656          -            284   9.5e-05   17.4   0.0   1   1   5.3e-06   0.00014   16.9   0.0    69   150    34   113     3   157 0.76 -
83303at6656_121845_0:000632|TRINITY_DN72062_c12_g1_i3:1311-1571|+ -             87 83303at6656          -            284   0.00022   16.2   0.0   1   1   9.1e-06   0.00023   16.1   0.0    29    95     1    69     1    81 0.90 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i5:648-1397|-   -            250 83303at6656          -            284   0.00061   14.7   0.1   1   2      0.61        16    0.3   0.0    39    62    12    35     2    68 0.74 -
83303at6656_211228_0:0013e0|TRINITY_DN92934_c7_g1_i5:648-1397|-   -            250 83303at6656          -            284   0.00061   14.7   0.1   2   2   0.00017    0.0044   11.9   0.0    78   159    91   174    80   194 0.79 -
45131at6656_110193_0:001ede|TRINITY_DN87686_c12_g1_i5:1080-1565|- -            162 83303at6656          -            284    0.0011   13.9   0.1   1   1   9.7e-05    0.0025   12.7   0.1    30   104    48   121    37   155 0.87 -
45131at6656_45779_0:0018f1|TRINITY_DN89724_c10_g1_i6:706-1170|+   -            155 83303at6656          -            284    0.0025   12.7   0.4   1   1   0.00016     0.004   12.0   0.4    25   123    32   129    17   146 0.79 -
84925at6656_108931_0:0001ed|TRINITY_DN88922_c5_g1_i4:274-906|+    -            211 83303at6656          -            284    0.0027   12.6   0.1   1   2      0.98        25   -0.4   0.0    36   146    28    51    17    66 0.60 -
84925at6656_108931_0:0001ed|TRINITY_DN88922_c5_g1_i4:274-906|+    -            211 83303at6656          -            284    0.0027   12.6   0.1   2   2   0.00059     0.015   10.2   0.1   124   199    77   147    31   157 0.77 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i5:3439-3816|-  -            126 83303at6656          -            284    0.0055   11.6   0.2   1   2    0.0077       0.2    6.5   0.0    21    61    30    70    10    85 0.73 -
45131at6656_108931_0:001866|TRINITY_DN76062_c4_g3_i5:3439-3816|-  -            126 83303at6656          -            284    0.0055   11.6   0.2   2   2      0.11       2.7    2.8   0.1   169   191    96   118    89   124 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/83303at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/rerun_results/Trinity_longest_isoform.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/hmmer_output/rerun_results/83303at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/downloads/lineages/arthropoda_odb10/hmms/83303at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/results/arthropoda_longest_isoform/run_arthropoda_odb10/metaeuk_output/rerun_results/Trinity_longest_isoform.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/scripts
# Date:            Tue Feb 17 19:28:09 2026
# [ok]
