knockdown_PmSTAT-UP	WSSV_infection-UP
	TRINITY_DN81637_c8_g2
	TRINITY_DN93567_c8_g4
	TRINITY_DN75949_c4_g1
	TRINITY_DN85243_c1_g1
	TRINITY_DN73434_c10_g7
	TRINITY_DN93132_c17_g2
	TRINITY_DN75504_c12_g1
	TRINITY_DN84919_c0_g1
	TRINITY_DN75880_c0_g1
	TRINITY_DN91479_c12_g1
	TRINITY_DN67860_c0_g1
	TRINITY_DN90734_c9_g1
	TRINITY_DN86412_c1_g1
	TRINITY_DN86963_c9_g4
	TRINITY_DN89150_c12_g1
	TRINITY_DN78613_c5_g1
	TRINITY_DN93054_c12_g1
	TRINITY_DN88319_c5_g1
	TRINITY_DN86171_c2_g4
	TRINITY_DN77971_c23_g2
	TRINITY_DN78204_c6_g1
	TRINITY_DN93701_c4_g2
	TRINITY_DN80838_c14_g1
	TRINITY_DN85314_c14_g1
	TRINITY_DN91237_c5_g4
	TRINITY_DN78496_c13_g1
	TRINITY_DN91982_c5_g1
	TRINITY_DN91105_c5_g9
	TRINITY_DN84616_c8_g3
	TRINITY_DN82146_c7_g1
	TRINITY_DN82129_c10_g1
	TRINITY_DN91607_c10_g1
	TRINITY_DN93344_c6_g2
	TRINITY_DN73331_c9_g2
	TRINITY_DN88354_c11_g1
	TRINITY_DN91796_c11_g1
	TRINITY_DN88499_c3_g5
	TRINITY_DN82998_c5_g4
	TRINITY_DN81710_c6_g2
	TRINITY_DN74024_c11_g1
	TRINITY_DN71242_c0_g1
	TRINITY_DN92499_c2_g4
	TRINITY_DN75949_c7_g1
	TRINITY_DN92256_c6_g1
	TRINITY_DN82346_c14_g1
	TRINITY_DN86647_c0_g1
	TRINITY_DN91759_c10_g1
	TRINITY_DN90677_c9_g5
	TRINITY_DN93155_c5_g2
	TRINITY_DN93624_c1_g7
	TRINITY_DN86412_c3_g1
	TRINITY_DN93344_c5_g3
	TRINITY_DN73948_c11_g1
	TRINITY_DN89122_c12_g1
	TRINITY_DN92057_c1_g1
	TRINITY_DN92350_c4_g2
	TRINITY_DN88497_c0_g4
	TRINITY_DN91050_c11_g1
	TRINITY_DN89332_c16_g1
	TRINITY_DN92083_c5_g5
	TRINITY_DN87250_c13_g2
	TRINITY_DN65756_c0_g1
	TRINITY_DN88958_c9_g2
	TRINITY_DN82683_c9_g1
	TRINITY_DN92213_c4_g2
	TRINITY_DN90172_c6_g4
	TRINITY_DN81343_c4_g1
	TRINITY_DN89716_c2_g1
	TRINITY_DN75194_c12_g1
	TRINITY_DN89928_c8_g1
	TRINITY_DN90595_c13_g1
	TRINITY_DN75949_c4_g3
	TRINITY_DN78687_c1_g1
	TRINITY_DN84602_c9_g1
	TRINITY_DN86902_c12_g3
	TRINITY_DN89527_c4_g1
	TRINITY_DN75194_c5_g1
	TRINITY_DN86288_c14_g2
	TRINITY_DN73052_c19_g1
	TRINITY_DN93024_c5_g1
	TRINITY_DN72549_c11_g1
	TRINITY_DN91849_c1_g1
	TRINITY_DN84918_c10_g1
	TRINITY_DN84985_c0_g1
	TRINITY_DN90356_c3_g1
	TRINITY_DN90342_c4_g1
	TRINITY_DN88499_c3_g4
	TRINITY_DN83281_c15_g1
	TRINITY_DN93681_c4_g1
	TRINITY_DN81547_c1_g1
	TRINITY_DN93155_c5_g4
	TRINITY_DN91213_c2_g1
	TRINITY_DN93344_c5_g4
	TRINITY_DN73599_c16_g1
	TRINITY_DN75194_c5_g2
	TRINITY_DN51726_c0_g1
	TRINITY_DN91105_c7_g3
	TRINITY_DN93526_c4_g1
	TRINITY_DN75984_c7_g1
	TRINITY_DN88594_c14_g1
	TRINITY_DN86171_c2_g2
	TRINITY_DN88050_c13_g2
	TRINITY_DN85737_c24_g1
	TRINITY_DN76872_c13_g2
	TRINITY_DN92816_c19_g1
	TRINITY_DN85437_c3_g6
	TRINITY_DN88499_c3_g2
	TRINITY_DN74618_c11_g2
	TRINITY_DN93519_c15_g1
	TRINITY_DN80408_c12_g1
	TRINITY_DN87366_c10_g4
	TRINITY_DN72377_c10_g7
	TRINITY_DN93286_c1_g1
	TRINITY_DN87677_c11_g3
	TRINITY_DN81432_c4_g1
	TRINITY_DN90134_c7_g1
	TRINITY_DN83408_c0_g1
	TRINITY_DN87063_c12_g4
	TRINITY_DN90522_c10_g2
	TRINITY_DN90183_c2_g4
	TRINITY_DN88237_c19_g4
	TRINITY_DN73996_c7_g1
	TRINITY_DN79846_c7_g1
	TRINITY_DN84095_c9_g2
	TRINITY_DN85889_c11_g1
	TRINITY_DN74058_c7_g1
	TRINITY_DN81726_c5_g1
	TRINITY_DN90711_c0_g2
	TRINITY_DN75536_c12_g1
	TRINITY_DN74190_c5_g1
	TRINITY_DN74017_c1_g1
	TRINITY_DN87802_c10_g1
	TRINITY_DN92111_c11_g1
	TRINITY_DN80188_c10_g2
	TRINITY_DN91728_c12_g4
	TRINITY_DN81092_c8_g3
	TRINITY_DN85331_c3_g1
	TRINITY_DN87971_c9_g2
	TRINITY_DN88050_c13_g1
	TRINITY_DN76854_c8_g1
	TRINITY_DN91043_c1_g2
	TRINITY_DN81395_c11_g1
	TRINITY_DN90677_c13_g1
	TRINITY_DN71421_c11_g1
	TRINITY_DN83603_c3_g2
	TRINITY_DN90134_c4_g2
	TRINITY_DN81871_c8_g3
	TRINITY_DN78435_c12_g1
	TRINITY_DN75179_c6_g1
	TRINITY_DN92751_c2_g1
	TRINITY_DN85327_c15_g2
	TRINITY_DN91641_c8_g1
	TRINITY_DN75885_c9_g1
	TRINITY_DN93714_c3_g1
	TRINITY_DN78687_c0_g2
	TRINITY_DN84567_c7_g1
	TRINITY_DN87756_c15_g1
	TRINITY_DN90463_c1_g1
	TRINITY_DN84727_c9_g1
	TRINITY_DN87724_c11_g1
	TRINITY_DN87195_c13_g1
	TRINITY_DN86485_c0_g3
	TRINITY_DN85596_c1_g2
	TRINITY_DN87514_c7_g1
	TRINITY_DN87908_c7_g1
	TRINITY_DN93726_c3_g1
	TRINITY_DN89478_c5_g4
	TRINITY_DN84633_c7_g2
	TRINITY_DN88475_c11_g1
	TRINITY_DN84616_c14_g1
	TRINITY_DN92410_c4_g2
	TRINITY_DN85970_c1_g1
	TRINITY_DN75963_c11_g2
	TRINITY_DN89131_c2_g4
	TRINITY_DN72274_c13_g1
	TRINITY_DN80709_c9_g1
	TRINITY_DN83493_c3_g3
	TRINITY_DN84207_c8_g1
	TRINITY_DN93567_c7_g2
	TRINITY_DN87632_c14_g2
	TRINITY_DN109267_c2_g1
	TRINITY_DN90878_c13_g1
	TRINITY_DN84616_c8_g1
	TRINITY_DN92289_c18_g9
	TRINITY_DN88984_c12_g1
	TRINITY_DN88422_c4_g2
	TRINITY_DN76831_c11_g4
	TRINITY_DN73794_c1_g1
	TRINITY_DN76943_c8_g2
	TRINITY_DN74005_c14_g1
	TRINITY_DN83265_c6_g1
	TRINITY_DN90103_c11_g1
	TRINITY_DN92295_c0_g1
	TRINITY_DN73418_c14_g1
	TRINITY_DN83363_c10_g1
	TRINITY_DN88068_c13_g1
	TRINITY_DN85658_c12_g3
	TRINITY_DN93261_c15_g2
	TRINITY_DN87132_c12_g1
	TRINITY_DN89166_c2_g1
	TRINITY_DN88509_c3_g1
	TRINITY_DN77461_c13_g1
	TRINITY_DN78204_c2_g1
	TRINITY_DN83983_c5_g2
	TRINITY_DN71776_c2_g2
	TRINITY_DN84786_c1_g1
	TRINITY_DN86200_c10_g2
	TRINITY_DN81272_c7_g1
	TRINITY_DN72377_c10_g3
	TRINITY_DN85149_c2_g1
	TRINITY_DN89167_c5_g1
	TRINITY_DN88019_c4_g1
	TRINITY_DN80501_c9_g3
	TRINITY_DN80049_c0_g2
	TRINITY_DN91105_c5_g6
	TRINITY_DN85356_c14_g2
	TRINITY_DN117262_c0_g1
	TRINITY_DN73247_c11_g1
	TRINITY_DN83175_c18_g1
	TRINITY_DN73661_c4_g1
	TRINITY_DN70344_c0_g1
	TRINITY_DN84694_c4_g1
	TRINITY_DN86910_c8_g1
	TRINITY_DN72862_c11_g1
	TRINITY_DN82553_c9_g2
	TRINITY_DN92103_c5_g1
	TRINITY_DN77723_c12_g1
	TRINITY_DN83579_c7_g2
	TRINITY_DN90677_c9_g6
	TRINITY_DN72204_c16_g3
	TRINITY_DN72776_c0_g2
	TRINITY_DN76911_c7_g1
	TRINITY_DN91575_c4_g1
	TRINITY_DN78204_c0_g1
	TRINITY_DN89150_c12_g2
	TRINITY_DN87192_c0_g1
	TRINITY_DN70394_c0_g1
	TRINITY_DN85172_c10_g1
	TRINITY_DN79666_c12_g1
	TRINITY_DN82955_c12_g1
	TRINITY_DN87661_c3_g3
	TRINITY_DN83129_c1_g1
	TRINITY_DN92378_c1_g1
	TRINITY_DN90551_c9_g1
	TRINITY_DN75764_c12_g7
	TRINITY_DN87104_c4_g2
	TRINITY_DN71688_c9_g4
	TRINITY_DN90111_c9_g1
	TRINITY_DN75981_c3_g1
	TRINITY_DN92612_c2_g1
	TRINITY_DN70733_c0_g1
	TRINITY_DN90616_c8_g4
	TRINITY_DN92421_c3_g1
	TRINITY_DN85370_c12_g1
	TRINITY_DN92858_c5_g1
	TRINITY_DN73093_c11_g1
	TRINITY_DN88906_c12_g1
	TRINITY_DN87298_c6_g1
	TRINITY_DN89003_c3_g8
	TRINITY_DN86485_c0_g1
	TRINITY_DN80251_c5_g1
	TRINITY_DN71052_c0_g1
	TRINITY_DN82330_c11_g1
	TRINITY_DN90183_c3_g2
	TRINITY_DN79705_c4_g1
	TRINITY_DN80672_c0_g1
	TRINITY_DN78882_c9_g1
	TRINITY_DN81619_c1_g1
	TRINITY_DN88611_c4_g1
	TRINITY_DN91050_c5_g4
	TRINITY_DN76726_c13_g2
	TRINITY_DN91090_c0_g1
	TRINITY_DN89641_c6_g1
	TRINITY_DN73198_c8_g1
	TRINITY_DN87482_c8_g4
	TRINITY_DN84738_c6_g1
	TRINITY_DN74861_c6_g7
	TRINITY_DN80689_c17_g1
	TRINITY_DN72803_c2_g1
	TRINITY_DN76773_c17_g1
	TRINITY_DN74707_c17_g1
	TRINITY_DN77288_c8_g1
	TRINITY_DN87307_c6_g1
	TRINITY_DN80411_c9_g1
	TRINITY_DN72638_c19_g1
	TRINITY_DN28945_c0_g1
	TRINITY_DN72268_c16_g1
	TRINITY_DN78204_c5_g1
	TRINITY_DN85820_c0_g1
	TRINITY_DN87490_c15_g3
	TRINITY_DN83696_c12_g6
	TRINITY_DN91105_c8_g1
	TRINITY_DN76976_c3_g1
	TRINITY_DN77963_c7_g2
	TRINITY_DN71077_c1_g1
	TRINITY_DN92816_c14_g7
	TRINITY_DN74142_c11_g1
	TRINITY_DN78204_c0_g2
	TRINITY_DN90546_c6_g1
	TRINITY_DN77200_c8_g1
	TRINITY_DN89817_c0_g1
	TRINITY_DN83985_c13_g2
	TRINITY_DN82085_c10_g2
	TRINITY_DN75981_c14_g1
	TRINITY_DN74741_c10_g2
	TRINITY_DN90183_c3_g1
	TRINITY_DN93567_c0_g1
	TRINITY_DN92816_c18_g1
	TRINITY_DN84179_c4_g1
	TRINITY_DN77769_c15_g1
	TRINITY_DN90616_c8_g3
	TRINITY_DN91433_c8_g3
	TRINITY_DN86665_c10_g1
	TRINITY_DN93726_c3_g3
	TRINITY_DN76209_c5_g1
	TRINITY_DN74795_c1_g1
	TRINITY_DN83804_c8_g2
	TRINITY_DN76855_c13_g1
	TRINITY_DN93091_c14_g1
	TRINITY_DN89003_c3_g2
	TRINITY_DN88925_c3_g1
	TRINITY_DN89908_c1_g1
	TRINITY_DN79998_c7_g1
	TRINITY_DN75244_c14_g1
	TRINITY_DN91799_c6_g4
	TRINITY_DN92389_c1_g1
	TRINITY_DN73202_c13_g3
	TRINITY_DN84428_c10_g1
	TRINITY_DN88237_c18_g1
	TRINITY_DN80672_c1_g1
	TRINITY_DN77396_c8_g1
	TRINITY_DN90611_c2_g1
	TRINITY_DN85970_c0_g1
	TRINITY_DN89422_c5_g2
	TRINITY_DN72655_c20_g1
	TRINITY_DN72297_c9_g3
	TRINITY_DN90738_c5_g1
	TRINITY_DN71188_c0_g1
	TRINITY_DN82891_c2_g1
	TRINITY_DN93206_c13_g2
	TRINITY_DN71776_c2_g1
	TRINITY_DN78568_c5_g1
	TRINITY_DN91634_c1_g1
	TRINITY_DN87827_c11_g3
	TRINITY_DN91284_c4_g1
	TRINITY_DN72606_c12_g1
	TRINITY_DN77361_c17_g1
	TRINITY_DN93379_c13_g2
	TRINITY_DN71819_c12_g2
	TRINITY_DN88302_c1_g4
	TRINITY_DN83762_c5_g1
	TRINITY_DN109241_c0_g3
	TRINITY_DN89530_c12_g1
	TRINITY_DN84528_c0_g1
	TRINITY_DN78038_c15_g1
	TRINITY_DN83030_c15_g1
	TRINITY_DN133096_c0_g1
	TRINITY_DN89819_c0_g1
	TRINITY_DN83493_c3_g1
	TRINITY_DN109237_c6_g5
	TRINITY_DN85883_c19_g1
	TRINITY_DN84944_c8_g1
	TRINITY_DN93296_c9_g1
	TRINITY_DN91105_c10_g1
	TRINITY_DN109241_c0_g1
	TRINITY_DN84528_c1_g1
	TRINITY_DN87802_c12_g1
	TRINITY_DN75817_c14_g1
	TRINITY_DN84928_c12_g1
	TRINITY_DN90858_c9_g1
	TRINITY_DN78245_c6_g1
	TRINITY_DN79557_c13_g3
	TRINITY_DN72377_c16_g1
	TRINITY_DN90789_c12_g2
	TRINITY_DN90711_c0_g1
	TRINITY_DN87827_c11_g1
	TRINITY_DN91730_c9_g2
	TRINITY_DN88499_c3_g1
	TRINITY_DN73052_c14_g4
	TRINITY_DN93382_c5_g4
