knockdown_PmSTAT-UP	WSSV_infection-UP
	TRINITY_DN91479_c12_g1
	TRINITY_DN72591_c1_g1
	TRINITY_DN88570_c5_g2
	TRINITY_DN90134_c4_g4
	TRINITY_DN92200_c12_g3
	TRINITY_DN74993_c15_g3
	TRINITY_DN93344_c6_g1
	TRINITY_DN93344_c5_g7
	TRINITY_DN84857_c9_g2
	TRINITY_DN81637_c8_g2
	TRINITY_DN93681_c7_g1
	TRINITY_DN81713_c7_g1
	TRINITY_DN75949_c10_g1
	TRINITY_DN91154_c2_g1
	TRINITY_DN91691_c9_g1
	TRINITY_DN74861_c6_g6
	TRINITY_DN90491_c7_g1
	TRINITY_DN91852_c8_g2
	TRINITY_DN77007_c3_g1
	TRINITY_DN93344_c5_g10
	TRINITY_DN86412_c1_g2
	TRINITY_DN91467_c15_g1
	TRINITY_DN93024_c5_g1
	TRINITY_DN89716_c2_g1
	TRINITY_DN93132_c17_g2
	TRINITY_DN78496_c13_g1
	TRINITY_DN75179_c3_g3
	TRINITY_DN79044_c5_g1
	TRINITY_DN89122_c12_g1
	TRINITY_DN93012_c8_g1
	TRINITY_DN93344_c7_g1
	TRINITY_DN77971_c18_g1
	TRINITY_DN92499_c2_g6
	TRINITY_DN84918_c10_g1
	TRINITY_DN86963_c9_g4
	TRINITY_DN93054_c12_g1
	TRINITY_DN92499_c2_g4
	TRINITY_DN91982_c5_g1
	TRINITY_DN86161_c9_g1
	TRINITY_DN77971_c23_g1
	TRINITY_DN90117_c3_g1
	TRINITY_DN73434_c10_g7
	TRINITY_DN74601_c17_g2
	TRINITY_DN80803_c3_g1
	TRINITY_DN11295_c0_g1
	TRINITY_DN77007_c1_g1
	TRINITY_DN83804_c8_g1
	TRINITY_DN75504_c12_g1
	TRINITY_DN93155_c5_g5
	TRINITY_DN75949_c4_g2
	TRINITY_DN87677_c11_g3
	TRINITY_DN92350_c4_g2
	TRINITY_DN93344_c5_g3
	TRINITY_DN92213_c4_g2
	TRINITY_DN90595_c13_g1
	TRINITY_DN84616_c8_g3
	TRINITY_DN91607_c10_g1
	TRINITY_DN88237_c19_g4
	TRINITY_DN76955_c3_g1
	TRINITY_DN91050_c11_g1
	TRINITY_DN79846_c7_g1
	TRINITY_DN92057_c1_g1
	TRINITY_DN80188_c10_g2
	TRINITY_DN74058_c7_g1
	TRINITY_DN88050_c13_g2
	TRINITY_DN75949_c4_g3
	TRINITY_DN86412_c3_g1
	TRINITY_DN75963_c11_g2
	TRINITY_DN82998_c5_g4
	TRINITY_DN81092_c8_g3
	TRINITY_DN90134_c7_g1
	TRINITY_DN90134_c4_g2
	TRINITY_DN88050_c13_g1
	TRINITY_DN109267_c2_g1
	TRINITY_DN73418_c14_g1
	TRINITY_DN88611_c4_g1
	TRINITY_DN133096_c0_g1
	TRINITY_DN88422_c4_g2
	TRINITY_DN84738_c6_g1
	TRINITY_DN75179_c6_g1
	TRINITY_DN72862_c11_g1
	TRINITY_DN91641_c8_g1
	TRINITY_DN91080_c2_g1
	TRINITY_DN86426_c8_g2
	TRINITY_DN86452_c19_g4
	TRINITY_DN85327_c15_g2
	TRINITY_DN74190_c5_g1
	TRINITY_DN93379_c13_g2
	TRINITY_DN81272_c7_g1
	TRINITY_DN87843_c9_g1
	TRINITY_DN88237_c18_g1
	TRINITY_DN75984_c7_g1
	TRINITY_DN75949_c7_g1
	TRINITY_DN78204_c0_g3
	TRINITY_DN84095_c9_g2
	TRINITY_DN72274_c13_g1
	TRINITY_DN92421_c3_g1
	TRINITY_DN92378_c1_g1
	TRINITY_DN76726_c13_g2
	TRINITY_DN90878_c13_g1
	TRINITY_DN92410_c4_g2
	TRINITY_DN78245_c6_g1
	TRINITY_DN83371_c8_g1
	TRINITY_DN79256_c5_g1
	TRINITY_DN85095_c2_g3
	TRINITY_DN77769_c15_g1
	TRINITY_DN76831_c11_g4
	TRINITY_DN91105_c5_g6
	TRINITY_DN28945_c0_g1
	TRINITY_DN74861_c6_g7
	TRINITY_DN90533_c9_g4
	TRINITY_DN93025_c5_g6
	TRINITY_DN72297_c9_g3
	TRINITY_DN76773_c17_g1
	TRINITY_DN89179_c3_g1
	TRINITY_DN84428_c10_g1
	TRINITY_DN88130_c17_g1
	TRINITY_DN80731_c19_g1
	TRINITY_DN72803_c2_g1
	TRINITY_DN69758_c0_g1
	TRINITY_DN93600_c2_g2
	TRINITY_DN91050_c5_g4
	TRINITY_DN92524_c15_g1
	TRINITY_DN92389_c1_g1
	TRINITY_DN72986_c10_g2
	TRINITY_DN92810_c0_g1
	TRINITY_DN86616_c5_g1
	TRINITY_DN73198_c8_g1
	TRINITY_DN89530_c12_g1
	TRINITY_DN71323_c1_g1
	TRINITY_DN82561_c15_g3
