#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+    -            346 83755at6656          -            256  4.4e-122  405.3   0.7   1   1  1.6e-122  2.9e-121  402.6   0.7     1   256    40   346    40   346 0.90 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+    -            476 83755at6656          -            256   5.8e-36  123.1   9.9   4   4   2.5e-14   4.6e-13   48.1   1.1   130   250   357   471   354   474 0.91 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+    -            475 83755at6656          -            256   5.8e-36  123.1   9.9   1   4   1.4e-12   2.5e-11   42.4   0.1   131   235    97   194    87   205 0.91 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+    -            475 83755at6656          -            256   5.8e-36  123.1   9.9   2   4   1.9e-08   3.6e-07   28.8   0.4    24    90   217   288   207   299 0.89 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+    -            475 83755at6656          -            256   5.8e-36  123.1   9.9   3   4      0.77        14    3.9   0.0    79   101   328   350   317   356 0.79 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+    -            475 83755at6656          -            256   5.8e-36  123.1   9.9   4   4   2.5e-14   4.6e-13   48.1   1.1   130   250   356   470   353   473 0.91 -
83755at6656_6850_0:004bd0|TRINITY_DN73621_c6_g1_i2:44-937|+        -            298 83755at6656          -            256   2.1e-32  111.5   1.6   1   4   2.7e-10     5e-09   34.9   0.1   130   218    11    91     8    91 0.88 -
83755at6656_6850_0:004bd0|TRINITY_DN73621_c6_g1_i2:44-937|+        -            298 83755at6656          -            256   2.1e-32  111.5   1.6   2   4   2.5e-05   0.00046   18.6   0.0    35    69    96   130    87   135 0.62 -
83755at6656_6850_0:004bd0|TRINITY_DN73621_c6_g1_i2:44-937|+        -            298 83755at6656          -            256   2.1e-32  111.5   1.6   3   4   4.9e-05   0.00091   17.6   0.0    30    75   133   178   129   187 0.84 -
83755at6656_6850_0:004bd0|TRINITY_DN73621_c6_g1_i2:44-937|+        -            298 83755at6656          -            256   2.1e-32  111.5   1.6   4   4   4.5e-09   8.3e-08   30.9   0.0   103   215   188   298   183   298 0.87 -
71018at6656_88015_0:001b15|TRINITY_DN79934_c8_g3_i3:2353-3132|-    -            260 83755at6656          -            256   9.8e-32  109.3  10.2   1   3   6.1e-13   1.1e-11   43.5   0.4   103   185     2    86     1    91 0.89 -
71018at6656_88015_0:001b15|TRINITY_DN79934_c8_g3_i3:2353-3132|-    -            260 83755at6656          -            256   9.8e-32  109.3  10.2   2   3   9.4e-14   1.7e-12   46.2   1.8   130   238    77   177    76   193 0.87 -
71018at6656_88015_0:001b15|TRINITY_DN79934_c8_g3_i3:2353-3132|-    -            260 83755at6656          -            256   9.8e-32  109.3  10.2   3   3     2e-09   3.7e-08   32.0   0.1   115   166   202   259   195   260 0.87 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 83755at6656          -            256   1.6e-28   98.8   0.6   1   4   0.00087     0.016   13.5   0.1   180   246    63   129    54   137 0.86 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 83755at6656          -            256   1.6e-28   98.8   0.6   2   4   1.8e-20   3.3e-19   68.2   0.0   100   235   160   293   130   298 0.82 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 83755at6656          -            256   1.6e-28   98.8   0.6   3   4       1.7        32    2.7   0.0   147   168   298   319   289   322 0.80 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+       -            359 83755at6656          -            256   1.6e-28   98.8   0.6   4   4    0.0078      0.14   10.4   0.0   115   163   302   356   299   358 0.79 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+    -            429 83755at6656          -            256   2.5e-28   98.1   5.3   1   3   9.8e-13   1.8e-11   42.9   0.1   131   236    97   195    85   210 0.91 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+    -            429 83755at6656          -            256   2.5e-28   98.1   5.3   2   3   1.8e-08   3.3e-07   28.9   0.4    24    90   217   288   213   300 0.88 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i4:188-1763|+    -            429 83755at6656          -            256   2.5e-28   98.1   5.3   3   3   2.5e-06   4.6e-05   21.9   0.0    37   199   359   417   316   429 0.54 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i2:188-1477|+    -            430 83755at6656          -            256   2.5e-28   98.1   5.3   1   3   9.8e-13   1.8e-11   42.8   0.1   131   236    97   195    85   210 0.91 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i2:188-1477|+    -            430 83755at6656          -            256   2.5e-28   98.1   5.3   2   3   1.8e-08   3.3e-07   28.9   0.4    24    90   217   288   213   300 0.88 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i2:188-1477|+    -            430 83755at6656          -            256   2.5e-28   98.1   5.3   3   3   2.5e-06   4.7e-05   21.9   0.0    37   199   360   418   317   430 0.54 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-   -            821 83755at6656          -            256   4.1e-28   97.4   0.1   1   3   4.5e-20   8.3e-19   66.9   0.0    76   250    26   200    13   206 0.85 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-   -            821 83755at6656          -            256   4.1e-28   97.4   0.1   2   3   4.7e-11   8.7e-10   37.3   0.0   148   250   104   200   104   241 0.74 -
31196at6656_294128_0:001123|TRINITY_DN87264_c2_g1_i3:1060-3522|-   -            821 83755at6656          -            256   4.1e-28   97.4   0.1   3   3       4.9        92    1.2   0.0    38    62   216   240   211   254 0.79 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+        -            244 83755at6656          -            256   4.3e-28   97.3   2.6   1   4   2.3e-05   0.00043   18.7   0.0   134   167     1    34     1    42 0.68 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+        -            244 83755at6656          -            256   4.3e-28   97.3   2.6   2   4   0.00018    0.0033   15.8   0.0    38    68    43    73    40    78 0.90 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+        -            244 83755at6656          -            256   4.3e-28   97.3   2.6   3   4     2e-05   0.00038   18.9   0.0    35    69    82   116    74   121 0.60 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+        -            244 83755at6656          -            256   4.3e-28   97.3   2.6   4   4     9e-08   1.7e-06   26.6   0.1    27   102   113   203   112   203 0.77 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i8:19-885|+      -            289 83755at6656          -            256   6.7e-28   96.7   3.4   1   4   9.6e-05    0.0018   16.7   0.0   194   241    16    63    10    64 0.94 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i8:19-885|+      -            289 83755at6656          -            256   6.7e-28   96.7   3.4   2   4   7.2e-14   1.3e-12   46.6   0.1   101   233    51   183    49   184 0.85 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i8:19-885|+      -            289 83755at6656          -            256   6.7e-28   96.7   3.4   3   4   2.8e-07   5.2e-06   25.0   0.0    37    77   175   215   169   218 0.89 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i8:19-885|+      -            289 83755at6656          -            256   6.7e-28   96.7   3.4   4   4   2.5e-06   4.6e-05   21.9   0.1   100   163   221   288   215   289 0.87 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+    -            504 83755at6656          -            256   2.2e-26   91.7   3.0   1   3   1.5e-05   0.00027   19.3   0.1   194   251   231   290   225   294 0.88 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+    -            504 83755at6656          -            256   2.2e-26   91.7   3.0   2   3   2.3e-13   4.3e-12   44.9   0.1   101   233   266   398   264   399 0.85 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+    -            504 83755at6656          -            256   2.2e-26   91.7   3.0   3   3   2.8e-11   5.2e-10   38.1   0.2    37   163   390   503   384   504 0.89 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i9:132-1643|+    -            504 83755at6656          -            256   2.2e-26   91.7   3.0   1   3   1.5e-05   0.00027   19.3   0.1   194   251   231   290   225   294 0.88 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i9:132-1643|+    -            504 83755at6656          -            256   2.2e-26   91.7   3.0   2   3   2.3e-13   4.3e-12   44.9   0.1   101   233   266   398   264   399 0.85 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i9:132-1643|+    -            504 83755at6656          -            256   2.2e-26   91.7   3.0   3   3   2.8e-11   5.2e-10   38.1   0.2    37   163   390   503   384   504 0.89 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 83755at6656          -            256   1.3e-24   85.9   3.3   1   2    0.0013     0.025   12.9   0.0    39    71    12    44     7    52 0.88 -
118807at6656_126957_0:0026bd|TRINITY_DN71312_c0_g1_i1:186-1061|-   -            292 83755at6656          -            256   1.3e-24   85.9   3.3   2   2   1.7e-20   3.1e-19   68.3   2.6    37   238    52   276    49   284 0.77 -
58110at6656_7213_0:0002de|TRINITY_DN86682_c13_g1_i1:628-1665|-     -            346 83755at6656          -            256   1.4e-24   85.9   9.7   1   4   5.8e-06   0.00011   20.7   0.1   132   229     8   109     4   111 0.79 -
58110at6656_7213_0:0002de|TRINITY_DN86682_c13_g1_i1:628-1665|-     -            346 83755at6656          -            256   1.4e-24   85.9   9.7   2   4   1.5e-05   0.00027   19.3   0.2   132   234   104   197   100   198 0.87 -
58110at6656_7213_0:0002de|TRINITY_DN86682_c13_g1_i1:628-1665|-     -            346 83755at6656          -            256   1.4e-24   85.9   9.7   3   4   3.6e-06   6.6e-05   21.4   0.4    39   105   149   226   137   239 0.61 -
58110at6656_7213_0:0002de|TRINITY_DN86682_c13_g1_i1:628-1665|-     -            346 83755at6656          -            256   1.4e-24   85.9   9.7   4   4     8e-10   1.5e-08   33.3   0.2   150   234   256   332   226   346 0.74 -
58110at6656_7213_0:0002de|TRINITY_DN86682_c13_g1_i5:628-1665|-     -            346 83755at6656          -            256   1.4e-24   85.9   9.7   1   4   5.8e-06   0.00011   20.7   0.1   132   229     8   109     4   111 0.79 -
58110at6656_7213_0:0002de|TRINITY_DN86682_c13_g1_i5:628-1665|-     -            346 83755at6656          -            256   1.4e-24   85.9   9.7   2   4   1.5e-05   0.00027   19.3   0.2   132   234   104   197   100   198 0.87 -
58110at6656_7213_0:0002de|TRINITY_DN86682_c13_g1_i5:628-1665|-     -            346 83755at6656          -            256   1.4e-24   85.9   9.7   3   4   3.6e-06   6.6e-05   21.4   0.4    39   105   149   226   137   239 0.61 -
58110at6656_7213_0:0002de|TRINITY_DN86682_c13_g1_i5:628-1665|-     -            346 83755at6656          -            256   1.4e-24   85.9   9.7   4   4     8e-10   1.5e-08   33.3   0.2   150   234   256   332   226   346 0.74 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+      -            244 83755at6656          -            256   3.7e-24   84.4   2.3   1   3   7.4e-07   1.4e-05   23.6   0.0    37    90     2    57     1    69 0.90 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+      -            244 83755at6656          -            256   3.7e-24   84.4   2.3   2   3      0.31       5.8    5.1   0.0    79   102    98   121    87   127 0.79 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+      -            244 83755at6656          -            256   3.7e-24   84.4   2.3   3   3   4.8e-15     9e-14   50.4   0.6   130   250   126   240   123   242 0.91 -
81307at6656_6669_0:000a54|TRINITY_DN79934_c8_g3_i2:3096-3752|-     -            219 83755at6656          -            256   5.4e-24   83.9   4.1   1   2   9.5e-14   1.8e-12   46.2   0.1    99   185    15   103    10   105 0.90 -
81307at6656_6669_0:000a54|TRINITY_DN79934_c8_g3_i2:3096-3752|-     -            219 83755at6656          -            256   5.4e-24   83.9   4.1   2   2   2.4e-13   4.5e-12   44.8   1.3   132   238    96   194    96   207 0.87 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-   -            329 83755at6656          -            256   6.9e-24   83.6   2.3   1   3   0.00035    0.0066   14.8   0.0   125   213    30   110     2   116 0.80 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-   -            329 83755at6656          -            256   6.9e-24   83.6   2.3   2   3   2.5e-12   4.7e-11   41.5   0.0   103   248    86   236    82   239 0.82 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-   -            329 83755at6656          -            256   6.9e-24   83.6   2.3   3   3   3.8e-08   7.1e-07   27.8   0.2    84   163   229   328   227   329 0.74 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i5:917-1903|-   -            329 83755at6656          -            256   6.9e-24   83.6   2.3   1   3   0.00035    0.0066   14.8   0.0   125   213    30   110     2   116 0.80 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i5:917-1903|-   -            329 83755at6656          -            256   6.9e-24   83.6   2.3   2   3   2.5e-12   4.7e-11   41.5   0.0   103   248    86   236    82   239 0.82 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i5:917-1903|-   -            329 83755at6656          -            256   6.9e-24   83.6   2.3   3   3   3.8e-08   7.1e-07   27.8   0.2    84   163   229   328   227   329 0.74 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i8:917-1903|-   -            329 83755at6656          -            256   6.9e-24   83.6   2.3   1   3   0.00035    0.0066   14.8   0.0   125   213    30   110     2   116 0.80 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i8:917-1903|-   -            329 83755at6656          -            256   6.9e-24   83.6   2.3   2   3   2.5e-12   4.7e-11   41.5   0.0   103   248    86   236    82   239 0.82 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i8:917-1903|-   -            329 83755at6656          -            256   6.9e-24   83.6   2.3   3   3   3.8e-08   7.1e-07   27.8   0.2    84   163   229   328   227   329 0.74 -
83755at6656_126957_0:0033ac|TRINITY_DN77528_c5_g4_i1:322-1059|-    -            246 83755at6656          -            256   7.4e-23   80.2  11.7   1   1   8.4e-12   1.6e-10   39.8   0.6   130   236    50   144    48   145 0.90 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i12:5181-5885|-   -            235 83755at6656          -            256     4e-22   77.8   3.3   1   3   3.2e-13   5.9e-12   44.5   0.3   103   227     8   130     2   145 0.83 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i12:5181-5885|-   -            235 83755at6656          -            256     4e-22   77.8   3.3   2   3      0.25       4.6    5.5   0.0   224   252   158   188   133   192 0.57 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i12:5181-5885|-   -            235 83755at6656          -            256     4e-22   77.8   3.3   3   3   1.8e-07   3.3e-06   25.6   0.1   122   165   192   235   190   235 0.97 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i2:2967-3671|-    -            235 83755at6656          -            256     4e-22   77.8   3.3   1   3   3.2e-13   5.9e-12   44.5   0.3   103   227     8   130     2   145 0.83 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i2:2967-3671|-    -            235 83755at6656          -            256     4e-22   77.8   3.3   2   3      0.25       4.6    5.5   0.0   224   252   158   188   133   192 0.57 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i2:2967-3671|-    -            235 83755at6656          -            256     4e-22   77.8   3.3   3   3   1.8e-07   3.3e-06   25.6   0.1   122   165   192   235   190   235 0.97 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i8:2949-3653|-    -            235 83755at6656          -            256     4e-22   77.8   3.3   1   3   3.2e-13   5.9e-12   44.5   0.3   103   227     8   130     2   145 0.83 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i8:2949-3653|-    -            235 83755at6656          -            256     4e-22   77.8   3.3   2   3      0.25       4.6    5.5   0.0   224   252   158   188   133   192 0.57 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i8:2949-3653|-    -            235 83755at6656          -            256     4e-22   77.8   3.3   3   3   1.8e-07   3.3e-06   25.6   0.1   122   165   192   235   190   235 0.97 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-   -            326 83755at6656          -            256   4.9e-22   77.5   8.0   1   3   9.1e-06   0.00017   20.0   0.2   132   229     1   102     1   104 0.78 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-   -            326 83755at6656          -            256   4.9e-22   77.5   8.0   2   3   2.1e-07     4e-06   25.4   0.3   132   250    97   206    94   211 0.87 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-   -            326 83755at6656          -            256   4.9e-22   77.5   8.0   3   3   7.8e-10   1.4e-08   33.4   0.2   151   234   237   312   215   326 0.83 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i7:628-2076|-   -            326 83755at6656          -            256   4.9e-22   77.5   8.0   1   3   9.1e-06   0.00017   20.0   0.2   132   229     1   102     1   104 0.78 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i7:628-2076|-   -            326 83755at6656          -            256   4.9e-22   77.5   8.0   2   3   2.1e-07     4e-06   25.4   0.3   132   250    97   206    94   211 0.87 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i7:628-2076|-   -            326 83755at6656          -            256   4.9e-22   77.5   8.0   3   3   7.8e-10   1.4e-08   33.4   0.2   151   234   237   312   215   326 0.83 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i10:2967-3692|-   -            242 83755at6656          -            256   6.4e-22   77.1   2.8   1   4   2.3e-12   4.3e-11   41.6   0.4   103   215     8   118     2   119 0.87 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i10:2967-3692|-   -            242 83755at6656          -            256   6.4e-22   77.1   2.8   2   4     0.034      0.63    8.3   0.0   146   165    99   118    91   127 0.61 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i10:2967-3692|-   -            242 83755at6656          -            256   6.4e-22   77.1   2.8   3   4      0.28       5.3    5.3   0.0   224   252   165   195   128   198 0.64 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i10:2967-3692|-   -            242 83755at6656          -            256   6.4e-22   77.1   2.8   4   4   1.9e-07   3.5e-06   25.5   0.1   122   165   199   242   197   242 0.97 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i13:2949-3674|-   -            242 83755at6656          -            256   6.4e-22   77.1   2.8   1   4   2.3e-12   4.3e-11   41.6   0.4   103   215     8   118     2   119 0.87 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i13:2949-3674|-   -            242 83755at6656          -            256   6.4e-22   77.1   2.8   2   4     0.034      0.63    8.3   0.0   146   165    99   118    91   127 0.61 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i13:2949-3674|-   -            242 83755at6656          -            256   6.4e-22   77.1   2.8   3   4      0.28       5.3    5.3   0.0   224   252   165   195   128   198 0.64 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i13:2949-3674|-   -            242 83755at6656          -            256   6.4e-22   77.1   2.8   4   4   1.9e-07   3.5e-06   25.5   0.1   122   165   199   242   197   242 0.97 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-    -            242 83755at6656          -            256   6.4e-22   77.1   2.8   1   4   2.3e-12   4.3e-11   41.6   0.4   103   215     8   118     2   119 0.87 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-    -            242 83755at6656          -            256   6.4e-22   77.1   2.8   2   4     0.034      0.63    8.3   0.0   146   165    99   118    91   127 0.61 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-    -            242 83755at6656          -            256   6.4e-22   77.1   2.8   3   4      0.28       5.3    5.3   0.0   224   252   165   195   128   198 0.64 -
31196at6656_29053_0:0002b6|TRINITY_DN85835_c6_g3_i3:5181-5906|-    -            242 83755at6656          -            256   6.4e-22   77.1   2.8   4   4   1.9e-07   3.5e-06   25.5   0.1   122   165   199   242   197   242 0.97 -
22611at6656_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+    -            311 83755at6656          -            256   9.6e-22   76.5   7.2   1   2   3.5e-18   6.6e-17   60.7   6.7    35   254    16   270     3   272 0.76 -
22611at6656_441921_0:000685|TRINITY_DN87761_c2_g1_i1:599-1531|+    -            311 83755at6656          -            256   9.6e-22   76.5   7.2   2   2      0.39       7.3    4.8   0.0   103   163   245   311   230   311 0.66 -
81307at6656_224129_0:002676|TRINITY_DN92254_c0_g4_i1:77-1051|+     -            325 83755at6656          -            256   1.9e-21   75.6  15.6   1   4     0.034      0.63    8.3   0.1   131   164     3    36     1    39 0.79 -
