#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
138659at6656_294128_0:002cbc|TRINITY_DN76908_c11_g1_i1:84-767|-    -            228 138659at6656         -            202   6.2e-89  295.8  26.3   1   1   5.9e-91   9.3e-89  295.2  26.3     2   202     3   228     2   228 0.90 -
92854at6656_7130_0:0035e5|TRINITY_DN91123_c1_g2_i2:3520-4365|-     -            282 138659at6656         -            202   1.2e-06   27.1   0.0   2   2      0.92   1.5e+02    0.7  10.5   141   188   223   269   213   273 0.70 -
77976at6656_64838_0:002280|TRINITY_DN70914_c0_g1_i1:82-1143|+      -            354 138659at6656         -            202   1.6e-06   26.7   0.4   1   1   1.8e-08   2.8e-06   25.9   0.4    47    93    20    64     8    72 0.89 -
104898at6656_294128_0:0023f8|TRINITY_DN79417_c11_g1_i3:177-746|+   -            190 138659at6656         -            202     2e-06   26.4  14.5   1   1   1.8e-08   2.8e-06   25.9  14.5    34   176     8   150     4   169 0.77 -
77976at6656_34638_0:0003a6|TRINITY_DN93361_c3_g2_i1:687-1838|+     -            384 138659at6656         -            202   2.2e-06   26.2   0.0   1   1   2.1e-08   3.3e-06   25.7   0.0    37    96    22    83    11    96 0.80 -
77976at6656_34638_0:0003a6|TRINITY_DN93361_c3_g2_i2:687-1838|+     -            384 138659at6656         -            202   2.2e-06   26.2   0.0   1   1   2.1e-08   3.3e-06   25.7   0.0    37    96    22    83    11    96 0.80 -
77976at6656_34638_0:0003a6|TRINITY_DN93361_c3_g2_i4:688-1839|+     -            384 138659at6656         -            202   2.2e-06   26.2   0.0   1   1   2.1e-08   3.3e-06   25.7   0.0    37    96    22    83    11    96 0.80 -
92854at6656_294128_0:000be8|TRINITY_DN91123_c1_g2_i2:2633-4362|-   -            447 138659at6656         -            202   2.6e-06   26.0   0.0   1   2   1.6e-08   2.6e-06   26.0   0.0    36   100    35   100    32   123 0.84 -
92854at6656_294128_0:000be8|TRINITY_DN91123_c1_g2_i2:2633-4362|-   -            447 138659at6656         -            202   2.6e-06   26.0   0.0   2   2       1.8   2.9e+02   -0.2  10.5   141   188   222   268   212   272 0.69 -
92854at6656_294128_0:000be8|TRINITY_DN91123_c1_g2_i5:2633-3976|-   -            448 138659at6656         -            202   2.6e-06   26.0   0.0   1   2   1.6e-08   2.6e-06   26.0   0.0    36   100    35   100    32   123 0.84 -
92854at6656_294128_0:000be8|TRINITY_DN91123_c1_g2_i5:2633-3976|-   -            448 138659at6656         -            202   2.6e-06   26.0   0.0   2   2       1.8   2.9e+02   -0.2  10.5   141   188   222   268   212   272 0.69 -
104898at6656_294128_0:0023f8|TRINITY_DN79417_c11_g1_i2:177-1037|+  -            287 138659at6656         -            202   6.5e-06   24.7  13.9   1   2   4.1e-08   6.5e-06   24.7  13.9    34   175     8   149     4   168 0.77 -
104898at6656_294128_0:0023f8|TRINITY_DN79417_c11_g1_i2:177-1037|+  -            287 138659at6656         -            202   6.5e-06   24.7  13.9   2   2       2.7   4.2e+02   -0.8   0.2   138   157   265   278   236   287 0.67 -
92854at6656_294128_0:000be8|TRINITY_DN91123_c1_g2_i3:266-1006|-    -            247 138659at6656         -            202   8.1e-06   24.4   0.0   1   3   5.1e-08   8.1e-06   24.4   0.0    45   100    10    63     1    90 0.85 -
92854at6656_294128_0:000be8|TRINITY_DN91123_c1_g2_i3:266-1006|-    -            247 138659at6656         -            202   8.1e-06   24.4   0.0   2   3       9.2   1.5e+03   -2.5   0.3   152   163   124   135   105   145 0.60 -
92854at6656_294128_0:000be8|TRINITY_DN91123_c1_g2_i3:266-1006|-    -            247 138659at6656         -            202   8.1e-06   24.4   0.0   3   3      0.74   1.2e+02    1.0  10.5   141   188   185   231   175   235 0.70 -
92854at6656_294128_0:000be8|TRINITY_DN91123_c1_g2_i6:308-1048|-    -            247 138659at6656         -            202   8.1e-06   24.4   0.0   1   3   5.1e-08   8.1e-06   24.4   0.0    45   100    10    63     1    90 0.85 -
92854at6656_294128_0:000be8|TRINITY_DN91123_c1_g2_i6:308-1048|-    -            247 138659at6656         -            202   8.1e-06   24.4   0.0   2   3       9.2   1.5e+03   -2.5   0.3   152   163   124   135   105   145 0.60 -
92854at6656_294128_0:000be8|TRINITY_DN91123_c1_g2_i6:308-1048|-    -            247 138659at6656         -            202   8.1e-06   24.4   0.0   3   3      0.74   1.2e+02    1.0  10.5   141   188   185   231   175   235 0.70 -
63228at6656_441921_0:000039|TRINITY_DN78422_c8_g1_i8:2358-4337|-   -            550 138659at6656         -            202     5e-05   21.8   0.6   1   2   3.2e-07     5e-05   21.8   0.6    46    93    20    69     9   116 0.82 -
63228at6656_441921_0:000039|TRINITY_DN78422_c8_g1_i8:2358-4337|-   -            550 138659at6656         -            202     5e-05   21.8   0.6   2   2       1.5   2.4e+02    0.0   0.7    91   130   417   432   391   476 0.57 -
63228at6656_441921_0:000039|TRINITY_DN78422_c8_g1_i9:2477-4456|-   -            550 138659at6656         -            202     5e-05   21.8   0.6   1   2   3.2e-07     5e-05   21.8   0.6    46    93    20    69     9   116 0.82 -
63228at6656_441921_0:000039|TRINITY_DN78422_c8_g1_i9:2477-4456|-   -            550 138659at6656         -            202     5e-05   21.8   0.6   2   2       1.5   2.4e+02    0.0   0.7    91   130   417   432   391   476 0.57 -
63228at6656_441921_0:000039|TRINITY_DN78422_c8_g1_i4:2477-4135|-   -            553 138659at6656         -            202     5e-05   21.8   0.6   1   2   3.2e-07     5e-05   21.8   0.6    46    93    20    69     9   116 0.82 -
63228at6656_441921_0:000039|TRINITY_DN78422_c8_g1_i4:2477-4135|-   -            553 138659at6656         -            202     5e-05   21.8   0.6   2   2       1.5   2.4e+02   -0.0   0.7    91   130   420   435   394   479 0.57 -
63228at6656_6973_0:000dd3|TRINITY_DN78422_c8_g1_i10:74-274|-       -             67 138659at6656         -            202   5.6e-05   21.7   0.1   1   1   3.6e-07   5.6e-05   21.7   0.1    42    83    23    66     2    67 0.71 -
67166at6656_7536_0:0017f6|TRINITY_DN71136_c0_g1_i1:902-1216|-      -            105 138659at6656         -            202   8.8e-05   21.0   0.1   1   1   6.8e-07   0.00011   20.7   0.1    38    93    44   101    35   104 0.81 -
66597at6656_48709_0:000c05|TRINITY_DN93210_c8_g2_i7:497-1738|-     -            414 138659at6656         -            202   0.00013   20.5   1.2   1   3       1.8   2.9e+02   -0.2   0.1   140   164   170   194   139   212 0.62 -
66597at6656_48709_0:000c05|TRINITY_DN93210_c8_g2_i7:497-1738|-     -            414 138659at6656         -            202   0.00013   20.5   1.2   2   3       2.7   4.2e+02   -0.8   0.9   117   159   264   308   234   322 0.56 -
66597at6656_48709_0:000c05|TRINITY_DN93210_c8_g2_i7:497-1738|-     -            414 138659at6656         -            202   0.00013   20.5   1.2   3   3   7.9e-07   0.00013   20.5   1.2    46    93   323   374   309   382 0.74 -
134776at6656_52612_0:003263|TRINITY_DN86657_c10_g1_i2:216-752|+    -            179 138659at6656         -            202   0.00014   20.4   0.2   1   1   1.7e-06   0.00027   19.4   0.2    38    94    16    74    10    80 0.82 -
113641at6656_6945_0:004891|TRINITY_DN84195_c6_g1_i1:309-602|+      -             98 138659at6656         -            202   0.00025   19.5   0.1   1   1   1.7e-06   0.00026   19.5   0.1    36    98     3    66     2    97 0.75 -
113641at6656_6945_0:004891|TRINITY_DN84195_c6_g1_i3:219-512|+      -             98 138659at6656         -            202   0.00025   19.5   0.1   1   1   1.7e-06   0.00026   19.5   0.1    36    98     3    66     2    97 0.75 -
88711at6656_7004_0:001b65|TRINITY_DN78225_c12_g1_i2:391-888|-      -            166 138659at6656         -            202    0.0013   17.2   0.1   1   1   9.8e-06    0.0016   17.0   0.1    47    93    85   134    35   146 0.79 -
88711at6656_7004_0:001b65|TRINITY_DN78225_c12_g1_i4:300-797|-      -            166 138659at6656         -            202    0.0013   17.2   0.1   1   1   9.8e-06    0.0016   17.0   0.1    47    93    85   134    35   146 0.79 -
63228at6656_1155016_0:000fc6|TRINITY_DN71136_c0_g1_i2:941-1090|-   -             50 138659at6656         -            202    0.0027   16.2   0.1   1   1   1.7e-05    0.0027   16.2   0.1    38    83     2    49     1    50 0.76 -
88711at6656_294128_0:002c00|TRINITY_DN78225_c12_g1_i5:505-1338|-   -            278 138659at6656         -            202    0.0048   15.4   0.1   1   1     3e-05    0.0048   15.4   0.1    47    93   100   149    55   161 0.80 -
77976at6656_6945_0:00350c|TRINITY_DN83730_c9_g4_i1:51-1124|+       -            358 138659at6656         -            202     0.013   14.0   0.0   1   1   0.00014     0.022   13.2   0.0    47    92    14    55     2    59 0.76 -
1990at6656_407821_0:003e47|TRINITY_DN91022_c13_g5_i2:1-2769|+      -            923 138659at6656         -            202     0.014   13.8   0.1   1   1    0.0002     0.031   12.7   0.1    48    87   537   572   532   578 0.87 -
1990at6656_6850_0:000109|TRINITY_DN91022_c13_g5_i4:1-3699|+        -           1233 138659at6656         -            202     0.021   13.3   0.1   1   1   0.00027     0.044   12.2   0.1    48    87   537   572   532   578 0.87 -
1990at6656_7004_0:002c27|TRINITY_DN91022_c13_g5_i3:1-4341|+        -           1447 138659at6656         -            202     0.026   13.0   0.1   1   1   0.00033     0.052   12.0   0.1    48    87   537   572   532   578 0.87 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/arthropoda_odb10/hmms/138659at6656.hmm
# Target file:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/hmmer_output/initial_run_results/138659at6656.out --cpu 1 /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_downloads/lineages/arthropoda_odb10/hmms/138659at6656.hmm /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis/busco_output/busco_p_monodon/run_arthropoda_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /home/luigui/Documents/2026/p_monodon_transcriptome/06_busco_analysis
# Date:            Tue Feb 17 14:44:49 2026
# [ok]
