#                                                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83303at6656_6973_0:00313d|TRINITY_DN91732_c6_g2_i1:1-318|+        -            106 83303at6656          -            284   1.2e-61  207.7   1.5   1   1   2.7e-63   1.4e-61  207.5   1.5    27   126     5   106     2   106 0.97 -
83755at6656_6850_0:004bd0|TRINITY_DN73621_c6_g1_i2:44-937|+       -            298 83303at6656          -            284     2e-14   52.7   0.8   2   4   0.00018    0.0094   14.4   0.1   134   210    72   141    70   144 0.76 -
83755at6656_6850_0:004bd0|TRINITY_DN73621_c6_g1_i2:44-937|+       -            298 83303at6656          -            284     2e-14   52.7   0.8   3   4    0.0019     0.099   11.0   0.0   169   208   142   181   140   185 0.84 -
83755at6656_6850_0:004bd0|TRINITY_DN73621_c6_g1_i2:44-937|+       -            298 83303at6656          -            284     2e-14   52.7   0.8   4   4     0.011      0.57    8.6   0.0   171   206   186   221   177   298 0.72 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+       -            244 83303at6656          -            284   7.5e-14   50.8   0.9   1   4   0.00075     0.038   12.4   0.0    33   100     3    69     1    75 0.83 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+       -            244 83303at6656          -            284   7.5e-14   50.8   0.9   2   4   0.00015    0.0075   14.7   0.1   134   210    58   127    56   129 0.75 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+       -            244 83303at6656          -            284   7.5e-14   50.8   0.9   3   4    0.0012     0.059   11.8   0.0   169   209   128   168   125   173 0.85 -
83755at6656_7237_0:001b62|TRINITY_DN73621_c6_g1_i3:86-817|+       -            244 83303at6656          -            284   7.5e-14   50.8   0.9   4   4     0.018      0.93    7.9   0.0   170   205   171   206   161   211 0.83 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i2:979-1824|-   -            282 83303at6656          -            284   1.9e-12   46.2   4.2   1   2   5.3e-08   2.7e-06   26.0   0.3    27   144    35   147     1   152 0.78 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i2:979-1824|-   -            282 83303at6656          -            284   1.9e-12   46.2   4.2   2   2   1.4e-06   7.4e-05   21.3   0.3    27   146   162   280   158   282 0.86 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 83303at6656          -            284   1.9e-12   46.2   4.2   1   2   5.3e-08   2.7e-06   26.0   0.3    27   144    35   147     1   152 0.78 -
31196at6656_438502_0:00123a|TRINITY_DN84760_c5_g1_i6:979-1824|-   -            282 83303at6656          -            284   1.9e-12   46.2   4.2   2   2   1.4e-06   7.4e-05   21.3   0.3    27   146   162   280   158   282 0.86 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-  -            326 83303at6656          -            284   2.7e-11   42.4   8.5   1   3     0.038       1.9    6.8   0.0    30    74     2    47     1    58 0.79 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-  -            326 83303at6656          -            284   2.7e-11   42.4   8.5   2   3   2.9e-07   1.5e-05   23.6   0.4    27   147    95   210    90   210 0.81 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i6:628-2076|-  -            326 83303at6656          -            284   2.7e-11   42.4   8.5   3   3      0.34        17    3.7   0.1    32   200   263   294   227   323 0.72 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i7:628-2076|-  -            326 83303at6656          -            284   2.7e-11   42.4   8.5   1   3     0.038       1.9    6.8   0.0    30    74     2    47     1    58 0.79 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i7:628-2076|-  -            326 83303at6656          -            284   2.7e-11   42.4   8.5   2   3   2.9e-07   1.5e-05   23.6   0.4    27   147    95   210    90   210 0.81 -
58110at6656_438502_0:0030ca|TRINITY_DN86682_c13_g1_i7:628-2076|-  -            326 83303at6656          -            284   2.7e-11   42.4   8.5   3   3      0.34        17    3.7   0.1    32   200   263   294   227   323 0.72 -
81307at6656_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 83303at6656          -            284   2.3e-10   39.4   1.0   1   2   0.00013    0.0067   14.9   0.0    84   144     2    59     1    64 0.82 -
81307at6656_40932_0:0000db|TRINITY_DN84760_c5_g1_i5:958-1560|-    -            201 83303at6656          -            284   2.3e-10   39.4   1.0   2   2     4e-07     2e-05   23.1   0.4    27   147    74   193    69   197 0.86 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+   -            346 83303at6656          -            284   2.9e-10   39.0   0.7   1   4   1.9e-05   0.00097   17.6   0.1   130   249    63   187    55   211 0.76 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+   -            346 83303at6656          -            284   2.9e-10   39.0   0.7   2   4       2.5   1.3e+02    0.8   0.0    27    61   218   252   185   258 0.72 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+   -            346 83303at6656          -            284   2.9e-10   39.0   0.7   3   4   0.00027     0.014   13.9   0.0    17    63   257   304   252   308 0.77 -
83755at6656_294128_0:001f8c|TRINITY_DN76940_c7_g1_i3:177-1214|+   -            346 83303at6656          -            284   2.9e-10   39.0   0.7   4   4       1.2        62    1.9   0.0    24    59   307   342   303   345 0.89 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-  -            329 83303at6656          -            284   5.4e-10   38.2   0.5   1   2   0.00058      0.03   12.8   0.6    27   110    35   117    24   157 0.81 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i1:917-1903|-  -            329 83303at6656          -            284   5.4e-10   38.2   0.5   2   2   9.8e-07     5e-05   21.9   0.0    27   150   165   288   157   317 0.86 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i5:917-1903|-  -            329 83303at6656          -            284   5.4e-10   38.2   0.5   1   2   0.00058      0.03   12.8   0.6    27   110    35   117    24   157 0.81 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i5:917-1903|-  -            329 83303at6656          -            284   5.4e-10   38.2   0.5   2   2   9.8e-07     5e-05   21.9   0.0    27   150   165   288   157   317 0.86 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i8:917-1903|-  -            329 83303at6656          -            284   5.4e-10   38.2   0.5   1   2   0.00058      0.03   12.8   0.6    27   110    35   117    24   157 0.81 -
71018at6656_2015173_0:001990|TRINITY_DN79895_c5_g1_i8:917-1903|-  -            329 83303at6656          -            284   5.4e-10   38.2   0.5   2   2   9.8e-07     5e-05   21.9   0.0    27   150   165   288   157   317 0.86 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i3:884-2173|-   -            430 83303at6656          -            284   5.4e-09   34.9   1.1   1   1   2.8e-10   1.4e-08   33.5   1.1     3   154   181   341   179   355 0.75 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i2:884-2479|-   -            430 83303at6656          -            284     6e-09   34.7   1.1   1   1   3.1e-10   1.6e-08   33.3   1.1     3   153   181   340   179   353 0.75 -
65949at6656_294128_0:0021eb|TRINITY_DN81477_c5_g1_i1:379-1419|-   -            347 83303at6656          -            284   8.7e-09   34.2   2.2   1   1   2.6e-10   1.3e-08   33.6   1.2     3   153   181   340   178   345 0.74 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+  -            272 83303at6656          -            284     9e-09   34.1   1.8   1   3     0.035       1.8    6.9   0.2   145   203    11    64     1    75 0.72 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+  -            272 83303at6656          -            284     9e-09   34.1   1.8   2   3   4.8e-07   2.4e-05   22.9   0.0    27    97   109   179    91   190 0.87 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i1:591-1406|+  -            272 83303at6656          -            284     9e-09   34.1   1.8   3   3      0.97        49    2.2   0.0    26    57   238   269   202   272 0.76 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 83303at6656          -            284     9e-09   34.1   1.8   1   3     0.035       1.8    6.9   0.2   145   203    11    64     1    75 0.72 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 83303at6656          -            284     9e-09   34.1   1.8   2   3   4.8e-07   2.4e-05   22.9   0.0    27    97   109   179    91   190 0.87 -
71018at6656_294128_0:0028b8|TRINITY_DN88363_c11_g1_i3:1058-1873|+ -            272 83303at6656          -            284     9e-09   34.1   1.8   3   3      0.97        49    2.2   0.0    26    57   238   269   202   272 0.76 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i8:19-885|+     -            289 83303at6656          -            284   3.2e-08   32.3   0.6   1   3   0.00046     0.023   13.1   0.2    43   101    18    75     9    84 0.78 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i8:19-885|+     -            289 83303at6656          -            284   3.2e-08   32.3   0.6   2   3   6.9e-07   3.5e-05   22.4   0.2    22   203    39   211    36   220 0.83 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i8:19-885|+     -            289 83303at6656          -            284   3.2e-08   32.3   0.6   3   3       8.6   4.4e+02   -0.9   0.0    24    56   255   284   223   288 0.62 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 83303at6656          -            284   3.4e-08   32.2   1.5   1   2     0.098         5    5.5   0.0    32    63     3    34     1    57 0.86 -
58110at6656_34638_0:00296c|TRINITY_DN73327_c12_g1_i2:637-1737|-   -            367 83303at6656          -            284   3.4e-08   32.2   1.5   2   2   1.2e-07   6.2e-06   24.8   0.1    13   139   224   358   216   366 0.75 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 83303at6656          -            284     4e-08   32.0  12.3   1   2     1e-05   0.00051   18.6   3.5    32   148     9   131     4   132 0.81 -
83755at6656_158441_0:0021ca|TRINITY_DN83983_c5_g2_i1:985-1521|-   -            179 83303at6656          -            284     4e-08   32.0  12.3   2   2   8.4e-08   4.3e-06   25.3   1.6    30   145    54   174    50   177 0.78 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+    -            287 83303at6656          -            284   4.2e-08   32.0   0.2   1   2   6.7e-05    0.0034   15.8   0.3    27   115    37   125    29   158 0.82 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i3:246-1106|+    -            287 83303at6656          -            284   4.2e-08   32.0   0.2   2   2   0.00035     0.018   13.5   0.0    28   148   167   285   160   287 0.84 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+    -            287 83303at6656          -            284   4.2e-08   32.0   0.2   1   2   6.7e-05    0.0034   15.8   0.3    27   115    37   125    29   158 0.82 -
71018at6656_37001_0:002946|TRINITY_DN93240_c4_g1_i9:220-1080|+    -            287 83303at6656          -            284   4.2e-08   32.0   0.2   2   2   0.00035     0.018   13.5   0.0    28   148   167   285   160   287 0.84 -
71018at6656_286706_0:003768|TRINITY_DN93240_c4_g1_i10:340-1200|+  -            287 83303at6656          -            284     2e-07   29.7   0.4   1   2   0.00069     0.035   12.5   0.5    32   116     2    86     1   120 0.81 -
71018at6656_286706_0:003768|TRINITY_DN93240_c4_g1_i10:340-1200|+  -            287 83303at6656          -            284     2e-07   29.7   0.4   2   2   0.00014    0.0072   14.8   0.0    28   150   127   247   119   282 0.85 -
71018at6656_286706_0:003768|TRINITY_DN93240_c4_g1_i4:366-1226|+   -            287 83303at6656          -            284     2e-07   29.7   0.4   1   2   0.00069     0.035   12.5   0.5    32   116     2    86     1   120 0.81 -
71018at6656_286706_0:003768|TRINITY_DN93240_c4_g1_i4:366-1226|+   -            287 83303at6656          -            284     2e-07   29.7   0.4   2   2   0.00014    0.0072   14.8   0.0    28   150   127   247   119   282 0.85 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+   -            504 83303at6656          -            284   2.5e-07   29.4   0.4   1   2    0.0011     0.055   11.9   0.1    43   100   233   289   217   294 0.79 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i5:633-2144|+   -            504 83303at6656          -            284   2.5e-07   29.4   0.4   2   2   2.4e-06   0.00012   20.6   0.2    22   203   254   426   251   447 0.83 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i9:132-1643|+   -            504 83303at6656          -            284   2.5e-07   29.4   0.4   1   2    0.0011     0.055   11.9   0.1    43   100   233   289   217   294 0.79 -
58119at6656_294128_0:00225d|TRINITY_DN76830_c5_g1_i9:132-1643|+   -            504 83303at6656          -            284   2.5e-07   29.4   0.4   2   2   2.4e-06   0.00012   20.6   0.2    22   203   254   426   251   447 0.83 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 83303at6656          -            284   2.7e-07   29.3   0.0   1   3       2.3   1.2e+02    1.0   0.0   125   140   114   129   102   194 0.61 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 83303at6656          -            284   2.7e-07   29.3   0.0   2   3    0.0025      0.13   10.7   0.0    29    62   240   273   234   280 0.91 -
71018at6656_6669_0:00018d|TRINITY_DN91122_c1_g3_i1:21-1097|+      -            359 83303at6656          -            284   2.7e-07   29.3   0.0   3   3   0.00046     0.024   13.1   0.0    27    61   323   357   316   359 0.91 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+     -            244 83303at6656          -            284     4e-07   28.7   1.8   1   3      0.62        32    2.8   0.1    32   150     4    33     1    57 0.61 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+     -            244 83303at6656          -            284     4e-07   28.7   1.8   2   3   0.00058      0.03   12.8   0.0    45   156   101   209    93   212 0.73 -
58110at6656_45779_0:002a12|TRINITY_DN84398_c2_g1_i1:105-836|+     -            244 83303at6656          -            284     4e-07   28.7   1.8   3   3    0.0039       0.2   10.0   0.0    30    60   213   243   209   244 0.91 -
19590at6656_76194_0:0029c2|TRINITY_DN84760_c5_g1_i1:69-518|-      -            150 83303at6656          -            284   4.9e-07   28.4   0.4   1   1   1.9e-08   9.8e-07   27.5   0.4    28   144    32   143    20   147 0.84 -
83755at6656_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 83303at6656          -            284   7.2e-07   27.9   0.2   1   3   4.1e-07   2.1e-05   23.1   0.2   123   201    11    87     5   106 0.81 -
83755at6656_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 83303at6656          -            284   7.2e-07   27.9   0.2   2   3       3.3   1.7e+02    0.4   0.0   122   149   141   169   136   176 0.81 -
83755at6656_7493_0:001a21|TRINITY_DN82757_c9_g2_i1:6-677|-        -            224 83303at6656          -            284   7.2e-07   27.9   0.2   3   3       9.3   4.7e+02   -1.0   0.0    21    44   174   197   170   201 0.85 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i1:1205-1711|-   -            169 83303at6656          -            284   8.6e-07   27.6   1.9   1   2   0.00092     0.047   12.1   0.8    31    72     3    44     1    61 0.85 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i1:1205-1711|-   -            169 83303at6656          -            284   8.6e-07   27.6   1.9   2   2   5.5e-05    0.0028   16.1   0.0    29   150    44   164    40   168 0.77 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i2:2135-2641|-   -            169 83303at6656          -            284   8.6e-07   27.6   1.9   1   2   0.00092     0.047   12.1   0.8    31    72     3    44     1    61 0.85 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i2:2135-2641|-   -            169 83303at6656          -            284   8.6e-07   27.6   1.9   2   2   5.5e-05    0.0028   16.1   0.0    29   150    44   164    40   168 0.77 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 83303at6656          -            284   8.6e-07   27.6   1.9   1   2   0.00092     0.047   12.1   0.8    31    72     3    44     1    61 0.85 -
31196at6656_52612_0:00426e|TRINITY_DN82372_c8_g1_i4:2751-3257|-   -            169 83303at6656          -            284   8.6e-07   27.6   1.9   2   2   5.5e-05    0.0028   16.1   0.0    29   150    44   164    40   168 0.77 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 83303at6656          -            284     1e-06   27.4   7.9   1   4       1.8        92    1.3   0.0    77   106   103   132    94   145 0.71 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 83303at6656          -            284     1e-06   27.4   7.9   2   4       1.4        73    1.6   0.2   171   205   145   179   136   197 0.77 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 83303at6656          -            284     1e-06   27.4   7.9   3   4    0.0022      0.11   10.9   0.0    45   156   332   440   324   443 0.71 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i3:188-1615|+   -            476 83303at6656          -            284     1e-06   27.4   7.9   4   4    0.0051      0.26    9.6   0.0    29    61   443   475   436   476 0.90 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 83303at6656          -            284   1.2e-06   27.2   8.1   1   4       1.5        79    1.5   0.1    77   109   103   135    94   152 0.71 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 83303at6656          -            284   1.2e-06   27.2   8.1   2   4       1.4        74    1.6   0.2   171   205   145   179   136   197 0.77 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 83303at6656          -            284   1.2e-06   27.2   8.1   3   4    0.0023      0.12   10.8   0.1    46   156   332   439   324   442 0.70 -
58110at6656_294128_0:001943|TRINITY_DN84398_c2_g1_i5:188-1901|+   -            475 83303at6656          -            284   1.2e-06   27.2   8.1   4   4    0.0056      0.28    9.5   0.0    29    61   442   474   437   475 0.90 -
43728at6656_136037_0:001466|TRINITY_DN72062_c12_g1_i4:406-1935|+  -            510 83303at6656          -            284   1.7e-06   26.7   2.5   1   3      0.15       7.8    4.8   0.0   173   204   222   251   209   258 0.79 -
43728at6656_136037_0:001466|TRINITY_DN72062_c12_g1_i4:406-1935|+  -            510 83303at6656          -            284   1.7e-06   26.7   2.5   2   3   0.00083     0.042   12.2   0.1    28    95   258   327   246   346 0.88 -
43728at6656_136037_0:001466|TRINITY_DN72062_c12_g1_i4:406-1935|+  -            510 83303at6656          -            284   1.7e-06   26.7   2.5   3   3     0.011      0.58    8.5   0.1    20    88   420   487   407   501 0.84 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 83303at6656          -            284   2.7e-06   26.0   2.5   1   3      0.17       8.7    4.7   0.0   173   204   267   296   255   304 0.79 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 83303at6656          -            284   2.7e-06   26.0   2.5   2   3    0.0011     0.055   11.9   0.0    28    95   303   372   293   391 0.89 -
43728at6656_7038_0:00292b|TRINITY_DN72062_c12_g1_i3:271-2117|+    -            572 83303at6656          -            284   2.7e-06   26.0   2.5   3   3     0.013      0.68    8.3   0.1    20    88   465   532   452   546 0.84 -
81307at6656_79782_0:000650|TRINITY_DN92485_c10_g1_i2:223-912|-    -            230 83303at6656          -            284   7.3e-06   24.6   1.1   1   5      0.25        13    4.1   0.1    80   196    58    80     1    82 0.50 -
81307at6656_79782_0:000650|TRINITY_DN92485_c10_g1_i2:223-912|-    -            230 83303at6656          -            284   7.3e-06   24.6   1.1   2   5       0.2        10    4.5   0.0   175   201    59    85    45    95 0.80 -
81307at6656_79782_0:000650|TRINITY_DN92485_c10_g1_i2:223-912|-    -            230 83303at6656          -            284   7.3e-06   24.6   1.1   3   5      0.18       9.2    4.6   0.0   168   206    94   132    86   135 0.87 -
81307at6656_79782_0:000650|TRINITY_DN92485_c10_g1_i2:223-912|-    -            230 83303at6656          -            284   7.3e-06   24.6   1.1   4   5      0.94        48    2.2   0.0    25    56   130   161   125   171 0.80 -
81307at6656_79782_0:000650|TRINITY_DN92485_c10_g1_i2:223-912|-    -            230 83303at6656          -            284   7.3e-06   24.6   1.1   5   5    0.0097       0.5    8.7   0.0    24    63   171   210   165   218 0.85 -
83755at6656_199890_0:0013c2|TRINITY_DN76940_c7_g1_i1:568-1023|+   -            152 83303at6656          -            284   8.7e-06   24.3   0.0   1   3       1.2        61    1.9   0.0    28    61    25    58    13    62 0.83 -
83755at6656_199890_0:0013c2|TRINITY_DN76940_c7_g1_i1:568-1023|+   -            152 83303at6656          -            284   8.7e-06   24.3   0.0   2   3   4.1e-05    0.0021   16.5   0.0    17    65    63   112    59   134 0.77 -
83755at6656_199890_0:0013c2|TRINITY_DN76940_c7_g1_i1:568-1023|+   -            152 83303at6656          -            284   8.7e-06   24.3   0.0   3   3      0.26        13    4.0   0.0    24    59   113   148   108   152 0.89 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i3:537-1175|+   -            213 83303at6656          -            284   9.4e-06   24.2   2.1   1   1   1.7e-06   8.7e-05   21.1   2.1    36   215     3   184     2   197 0.67 -
81307at6656_441921_0:001885|TRINITY_DN83055_c5_g1_i4:537-1175|+   -            213 83303at6656          -            284   9.4e-06   24.2   2.1   1   1   1.7e-06   8.7e-05   21.1   2.1    36   215     3   184     2   197 0.67 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i1:1757-3319|-  -            521 83303at6656          -            284   1.1e-05   24.1   0.9   1   2       1.7        88    1.4   0.0   169   199   313   343   306   352 0.87 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i1:1757-3319|-  -            521 83303at6656          -            284   1.1e-05   24.1   0.9   2   2   2.5e-06   0.00013   20.5   0.4    30   149   353   468   343   518 0.79 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-  -            521 83303at6656          -            284   1.1e-05   24.1   0.9   1   2       1.7        88    1.4   0.0   169   199   313   343   306   352 0.87 -
40929at6656_114398_0:003a44|TRINITY_DN75784_c6_g1_i2:2020-3582|-  -            521 83303at6656          -            284   1.1e-05   24.1   0.9   2   2   2.5e-06   0.00013   20.5   0.4    30   149   353   468   343   518 0.79 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 83303at6656          -            284   1.5e-05   23.5   4.5   1   5      0.27        14    4.0   0.1    29   195    32   103    22   106 0.47 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 83303at6656          -            284   1.5e-05   23.5   4.5   2   5      0.26        13    4.0   0.1   175   200    83   108    69   118 0.80 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 83303at6656          -            284   1.5e-05   23.5   4.5   3   5      0.23        12    4.2   0.0   168   206   118   156   110   159 0.87 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 83303at6656          -            284   1.5e-05   23.5   4.5   4   5       1.3        68    1.7   0.0    26    56   155   185   150   194 0.80 -
71018at6656_72036_0:001868|TRINITY_DN92485_c10_g1_i1:647-1453|-   -            269 83303at6656          -            284   1.5e-05   23.5   4.5   5   5    0.0063      0.32    9.4   0.8    24    91   195   261   188   269 0.72 -
58119at6656_1629725_0:001d98|TRINITY_DN82334_c12_g1_i2:147-833|+  -            229 83303at6656          -            284   2.3e-05   23.0   0.3   1   2     0.099       5.1    5.4   0.1    89   150     5    68     2    76 0.88 -
58119at6656_1629725_0:001d98|TRINITY_DN82334_c12_g1_i2:147-833|+  -            229 83303at6656          -            284   2.3e-05   23.0   0.3   2   2   2.9e-05    0.0015   17.0   0.3    31   211    36   207    26   209 0.72 -
83755at6656_108931_0:002353|TRINITY_DN93367_c10_g1_i10:104-970|-  -            289 83303at6656          -            284   2.5e-05   22.8   2.9   1   5      0.46        23    3.3   0.1    77   102     6    31     1    40 0.72 -
