#                                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
112645at6656_103372_0:00094d|TRINITY_DN86376_c13_g1_i4:29-673|+    -            215 112645at6656         -            165   1.7e-96  319.6   0.9   1   1   3.4e-98   2.1e-96  319.3   0.9     1   165     6   180     6   180 0.97 -
109444at6656_438503_0:00161e|TRINITY_DN92507_c10_g1_i1:122-775|+   -            218 112645at6656         -            165   4.6e-39  132.8   0.9   1   1   9.9e-41   6.1e-39  132.4   0.9     2   155    17   179    16   186 0.89 -
109444at6656_438503_0:00161e|TRINITY_DN92507_c10_g1_i2:98-751|+    -            218 112645at6656         -            165   4.6e-39  132.8   0.9   1   1   9.9e-41   6.1e-39  132.4   0.9     2   155    17   179    16   186 0.89 -
109444at6656_438503_0:00161e|TRINITY_DN92507_c10_g1_i3:98-751|+    -            218 112645at6656         -            165   4.6e-39  132.8   0.9   1   1   9.9e-41   6.1e-39  132.4   0.9     2   155    17   179    16   186 0.89 -
109444at6656_438503_0:00161e|TRINITY_DN92507_c10_g1_i4:182-835|+   -            218 112645at6656         -            165   4.6e-39  132.8   0.9   1   1   9.9e-41   6.1e-39  132.4   0.9     2   155    17   179    16   186 0.89 -
109444at6656_438503_0:00161e|TRINITY_DN92507_c10_g1_i5:122-775|+   -            218 112645at6656         -            165   4.6e-39  132.8   0.9   1   1   9.9e-41   6.1e-39  132.4   0.9     2   155    17   179    16   186 0.89 -
109444at6656_438503_0:00161e|TRINITY_DN92507_c10_g1_i7:182-835|+   -            218 112645at6656         -            165   4.6e-39  132.8   0.9   1   1   9.9e-41   6.1e-39  132.4   0.9     2   155    17   179    16   186 0.89 -
115208at6656_294128_0:001cf6|TRINITY_DN81498_c13_g1_i2:130-835|-   -            176 112645at6656         -            165     7e-39  132.2   0.1   1   1   1.4e-40   8.8e-39  131.9   0.1     3   158     6   172     4   174 0.88 -
115208at6656_294128_0:001cf6|TRINITY_DN81498_c13_g1_i1:2009-2596|- -            196 112645at6656         -            165   8.6e-39  131.9   0.1   1   1   1.7e-40     1e-38  131.7   0.1     3   158     6   172     4   178 0.88 -
109444at6656_88501_0:0010fe|TRINITY_DN91301_c6_g1_i2:344-823|+     -            160 112645at6656         -            165   1.6e-38  131.1   0.2   1   1   2.9e-40   1.8e-38  130.9   0.2     8   157     1   159     1   160 0.92 -
109444at6656_88501_0:0010fe|TRINITY_DN91301_c6_g1_i3:344-823|+     -            160 112645at6656         -            165   1.6e-38  131.1   0.2   1   1   2.9e-40   1.8e-38  130.9   0.2     8   157     1   159     1   160 0.92 -
109444at6656_88501_0:0010fe|TRINITY_DN91301_c6_g1_i6:344-823|+     -            160 112645at6656         -            165   1.6e-38  131.1   0.2   1   1   2.9e-40   1.8e-38  130.9   0.2     8   157     1   159     1   160 0.92 -
109444at6656_88501_0:0010fe|TRINITY_DN91301_c6_g1_i7:344-826|+     -            161 112645at6656         -            165   1.9e-38  130.8   0.1   1   1   3.4e-40   2.1e-38  130.7   0.1     8   157     1   159     1   161 0.92 -
137197at6656_7375_0:002564|TRINITY_DN93082_c2_g2_i1:184-660|+      -            159 112645at6656         -            165   3.2e-38  130.1   0.2   1   1   5.7e-40   3.5e-38  129.9   0.2     7   154     1   157     1   159 0.92 -
137197at6656_7375_0:002564|TRINITY_DN93082_c2_g2_i2:377-853|+      -            159 112645at6656         -            165   3.2e-38  130.1   0.2   1   1   5.7e-40   3.5e-38  129.9   0.2     7   154     1   157     1   159 0.92 -
137197at6656_7375_0:002564|TRINITY_DN93082_c2_g2_i4:105-581|+      -            159 112645at6656         -            165   3.2e-38  130.1   0.2   1   1   5.7e-40   3.5e-38  129.9   0.2     7   154     1   157     1   159 0.92 -
137197at6656_7375_0:002564|TRINITY_DN93082_c2_g2_i5:290-766|+      -            159 112645at6656         -            165   3.2e-38  130.1   0.2   1   1   5.7e-40   3.5e-38  129.9   0.2     7   154     1   157     1   159 0.92 -
112645at6656_88015_0:0006cd|TRINITY_DN84412_c11_g2_i2:6-380|-      -            125 112645at6656         -            165   3.5e-37  126.7   0.3   1   1   6.8e-39   4.1e-37  126.4   0.3     2   118     4   125     3   125 0.95 -
115208at6656_217634_0:0008e2|TRINITY_DN81498_c13_g1_i3:1955-2774|- -            212 112645at6656         -            165   4.1e-37  126.4   0.1   1   1   8.2e-39     5e-37  126.2   0.1     3   158     6   170     4   176 0.87 -
115208at6656_126957_0:001267|TRINITY_DN76122_c15_g1_i1:259-735|+   -            159 112645at6656         -            165   3.7e-36  123.4   0.0   1   1   7.1e-38   4.3e-36  123.1   0.0    36   156     2   131     1   140 0.89 -
112645at6656_680683_0:002d9a|TRINITY_DN83334_c10_g2_i3:182-733|+   -            184 112645at6656         -            165     6e-35  119.4   0.0   1   1   1.1e-36   6.9e-35  119.2   0.0     7   158     2   163     1   170 0.87 -
109444at6656_597456_0:000ae4|TRINITY_DN88378_c10_g2_i3:379-744|+   -            122 112645at6656         -            165   6.7e-34  116.0   0.2   1   1   1.3e-35   7.8e-34  115.8   0.2     2   102     9   114     8   121 0.93 -
109444at6656_132113_0:00109a|TRINITY_DN89609_c14_g4_i1:472-1131|-  -            220 112645at6656         -            165   9.5e-34  115.5   0.1   1   1   2.8e-35   1.7e-33  114.7   0.1     2   156     8   178     7   185 0.86 -
109444at6656_13164_0:00360e|TRINITY_DN92684_c4_g1_i4:108-629|+     -            174 112645at6656         -            165   1.4e-32  111.7   0.6   1   1   2.9e-34   1.8e-32  111.4   0.6     7   153    18   173    15   174 0.88 -
109444at6656_126957_0:002cf8|TRINITY_DN92684_c4_g1_i1:159-752|+    -            198 112645at6656         -            165   1.8e-32  111.4   0.3   1   1   3.7e-34   2.3e-32  111.0   0.3     7   154     1   157     1   162 0.88 -
112645at6656_126957_0:00182d|TRINITY_DN79132_c6_g1_i4:25-378|-     -            118 112645at6656         -            165   4.4e-32  110.1   0.0   1   1     8e-34   4.9e-32  109.9   0.0     1   113     1   118     1   118 0.94 -
112645at6656_62625_0:000b01|TRINITY_DN90056_c13_g1_i1:121-684|+    -            188 112645at6656         -            165   1.5e-31  108.3   0.0   1   1   3.1e-33   1.9e-31  108.0   0.0     6   157     1   165     1   171 0.86 -
109444at6656_454923_0:002a96|TRINITY_DN79022_c11_g3_i1:194-604|-   -            137 112645at6656         -            165   2.7e-31  107.5   0.2   1   1   4.8e-33   2.9e-31  107.4   0.2    37   151    14   137     1   137 0.86 -
137197at6656_136037_0:00092a|TRINITY_DN79012_c13_g1_i2:1053-1697|- -            215 112645at6656         -            165   6.8e-31  106.2   0.2   1   1   1.5e-32     9e-31  105.8   0.2     4   154    10   169     8   180 0.87 -
137197at6656_136037_0:00092a|TRINITY_DN79012_c13_g1_i3:1053-1697|- -            215 112645at6656         -            165   6.8e-31  106.2   0.2   1   1   1.5e-32     9e-31  105.8   0.2     4   154    10   169     8   180 0.87 -
109444at6656_121845_0:004b4d|TRINITY_DN83440_c3_g1_i1:1-417|+      -            137 112645at6656         -            165   1.1e-26   92.6   0.2   1   1     2e-28   1.2e-26   92.4   0.2    54   159     2   110     1   113 0.87 -
115462at6656_211228_0:000c47|TRINITY_DN72465_c11_g3_i4:12-782|+    -            257 112645at6656         -            165   2.8e-26   91.2   0.0   1   1   6.7e-28   4.1e-26   90.7   0.0     3   152     3   158     1   164 0.82 -
137197at6656_52283_0:001605|TRINITY_DN77566_c2_g2_i8:209-520|-     -            104 112645at6656         -            165   6.7e-26   90.0   0.3   1   1   1.3e-27     8e-26   89.7   0.3     7    95    10   103     6   104 0.91 -
112645at6656_6669_0:0026f4|TRINITY_DN73991_c7_g1_i1:628-1155|-     -            176 112645at6656         -            165   1.2e-25   89.2   0.0   1   1   2.3e-27   1.4e-25   88.9   0.0     7   159     1   163     1   165 0.85 -
109444at6656_1049336_0:003d9c|TRINITY_DN84412_c11_g2_i3:306-602|-  -             99 112645at6656         -            165     7e-25   86.7   0.3   1   1   1.4e-26   8.3e-25   86.4   0.3     2    79    17    98    16    99 0.94 -
137197at6656_7370_0:000554|TRINITY_DN78460_c5_g1_i3:584-1105|+     -            174 112645at6656         -            165   3.3e-24   84.5   0.0   1   1   6.3e-26   3.9e-24   84.3   0.0     6   159     7   169     4   174 0.84 -
137197at6656_7370_0:000554|TRINITY_DN78460_c5_g1_i4:584-1105|+     -            174 112645at6656         -            165   3.3e-24   84.5   0.0   1   1   6.3e-26   3.9e-24   84.3   0.0     6   159     7   169     4   174 0.84 -
137197at6656_7370_0:000554|TRINITY_DN78460_c5_g1_i5:981-1502|+     -            174 112645at6656         -            165   3.3e-24   84.5   0.0   1   1   6.3e-26   3.9e-24   84.3   0.0     6   159     7   169     4   174 0.84 -
137197at6656_166361_0:0004c6|TRINITY_DN82169_c14_g1_i1:294-842|-   -            183 112645at6656         -            165   3.3e-23   81.2   0.2   1   1   6.1e-25   3.7e-23   81.1   0.2     7   160     1   162     1   167 0.87 -
109444at6656_88501_0:0010fe|TRINITY_DN85872_c8_g1_i3:1103-1744|-   -            214 112645at6656         -            165   3.5e-23   81.1   0.1   1   1   7.4e-25   4.5e-23   80.8   0.1     2   157     7   178     6   185 0.81 -
109444at6656_88501_0:0010fe|TRINITY_DN85872_c8_g1_i2:267-806|-     -            180 112645at6656         -            165   4.3e-23   80.8   0.1   1   1     9e-25   5.5e-23   80.5   0.1     2   152     7   173     6   179 0.81 -
137197at6656_7370_0:000554|TRINITY_DN78460_c5_g1_i1:584-1081|+     -            166 112645at6656         -            165     6e-23   80.4   0.0   1   1   1.2e-24   7.1e-23   80.2   0.0     6   154     7   164     4   166 0.85 -
137197at6656_7370_0:000554|TRINITY_DN78460_c5_g1_i2:584-1081|+     -            166 112645at6656         -            165     6e-23   80.4   0.0   1   1   1.2e-24   7.1e-23   80.2   0.0     6   154     7   164     4   166 0.85 -
137197at6656_7370_0:000554|TRINITY_DN78460_c5_g1_i6:981-1478|+     -            166 112645at6656         -            165     6e-23   80.4   0.0   1   1   1.2e-24   7.1e-23   80.2   0.0     6   154     7   164     4   166 0.85 -
137197at6656_7375_0:002564|TRINITY_DN72438_c6_g2_i1:86-589|+       -            168 112645at6656         -            165   2.4e-22   78.4   0.0   1   1   4.6e-24   2.8e-22   78.2   0.0     7   155     8   165     4   168 0.86 -
137197at6656_7375_0:002564|TRINITY_DN72438_c6_g2_i3:86-589|+       -            168 112645at6656         -            165   2.4e-22   78.4   0.0   1   1   4.6e-24   2.8e-22   78.2   0.0     7   155     8   165     4   168 0.86 -
137197at6656_77166_0:002608|TRINITY_DN72544_c12_g1_i1:466-1047|-   -            194 112645at6656         -            165   8.7e-22   76.6   0.2   1   1   2.2e-23   1.3e-21   76.0   0.2     7   157     3   165     1   170 0.83 -
112645at6656_88015_0:002778|TRINITY_DN85872_c8_g1_i4:321-707|-     -            129 112645at6656         -            165   3.1e-21   74.8   0.2   1   1   5.2e-23   3.2e-21   74.8   0.2     2   100     6   110     5   129 0.87 -
109444at6656_13249_0:0006da|TRINITY_DN86346_c10_g5_i2:361-951|+    -            197 112645at6656         -            165   4.2e-20   71.1   0.0   1   1   8.3e-22   5.1e-20   70.9   0.0     8   154     1   160     1   170 0.77 -
109444at6656_13249_0:0006da|TRINITY_DN86346_c10_g5_i3:247-837|+    -            197 112645at6656         -            165   4.2e-20   71.1   0.0   1   1   8.3e-22   5.1e-20   70.9   0.0     8   154     1   160     1   170 0.77 -
109444at6656_13249_0:0006da|TRINITY_DN86346_c10_g5_i4:233-823|+    -            197 112645at6656         -            165   4.2e-20   71.1   0.0   1   1   8.3e-22   5.1e-20   70.9   0.0     8   154     1   160     1   170 0.77 -
112645at6656_52283_0:000bbf|TRINITY_DN88209_c8_g1_i2:2006-2479|-   -            158 112645at6656         -            165     8e-20   70.2   0.0   1   1   1.5e-21   9.4e-20   70.0   0.0     8   154     1   152     1   157 0.80 -
112645at6656_52283_0:000bbf|TRINITY_DN88209_c8_g1_i6:2004-2477|-   -            158 112645at6656         -            165     8e-20   70.2   0.0   1   1   1.5e-21   9.4e-20   70.0   0.0     8   154     1   152     1   157 0.80 -
115208at6656_6850_0:002a62|TRINITY_DN92176_c10_g1_i1:516-1001|+    -            162 112645at6656         -            165     2e-18   65.7   0.0   1   1   3.6e-20   2.2e-18   65.5   0.0     7   157     2   161     1   162 0.87 -
115208at6656_6850_0:002a62|TRINITY_DN92176_c10_g1_i2:516-1001|+    -            162 112645at6656         -            165     2e-18   65.7   0.0   1   1   3.6e-20   2.2e-18   65.5   0.0     7   157     2   161     1   162 0.87 -
115208at6656_6850_0:002a62|TRINITY_DN92176_c10_g1_i4:1018-1503|+   -            162 112645at6656         -            165     2e-18   65.7   0.0   1   1   3.6e-20   2.2e-18   65.5   0.0     7   157     2   161     1   162 0.87 -
115208at6656_6850_0:002a62|TRINITY_DN92176_c10_g1_i5:1018-1503|+   -            162 112645at6656         -            165     2e-18   65.7   0.0   1   1   3.6e-20   2.2e-18   65.5   0.0     7   157     2   161     1   162 0.87 -
137197at6656_72036_0:0006bf|TRINITY_DN72544_c12_g1_i2:78-338|-     -             87 112645at6656         -            165     3e-18   65.1   0.2   1   1   5.6e-20   3.4e-18   64.9   0.2     7    85     2    84     1    86 0.95 -
137197at6656_29053_0:002abd|TRINITY_DN84534_c4_g2_i1:382-768|+     -            129 112645at6656         -            165   4.2e-17   61.4   0.0   1   1   8.1e-19     5e-17   61.1   0.0     7   120     9   126     6   129 0.87 -
115208at6656_407821_0:0001bb|TRINITY_DN70912_c0_g2_i2:5-283|-      -             93 112645at6656         -            165   4.5e-17   61.3   0.0   1   1   8.4e-19   5.2e-17   61.1   0.0     6    86     3    88     1    90 0.90 -
137197at6656_136037_0:00092a|TRINITY_DN72342_c14_g2_i1:590-1159|-  -            190 112645at6656         -            165   8.3e-17   60.4   0.0   1   1   1.9e-18   1.1e-16   60.0   0.0     5   160     4   171     2   175 0.84 -
137197at6656_7224_0:001e8b|TRINITY_DN72438_c6_g2_i2:136-546|+      -            137 112645at6656         -            165   1.4e-16   59.7   0.0   1   1   2.6e-18   1.6e-16   59.5   0.0    45   155    18   134     6   137 0.84 -
137197at6656_7274_0:0017a1|TRINITY_DN88533_c8_g2_i1:150-701|+      -            184 112645at6656         -            165     1e-15   56.8   0.0   1   1   4.1e-17   2.5e-15   55.6   0.0     7   129    11   137     7   183 0.86 -
115208at6656_35525_0:0055a7|TRINITY_DN90197_c2_g3_i2:109-456|-     -            116 112645at6656         -            165   1.9e-15   56.0   0.0   1   1   3.5e-17   2.1e-15   55.8   0.0    54   144     2    99     1   114 0.83 -
112645at6656_114398_0:003d8a|TRINITY_DN86327_c8_g1_i1:3-461|+      -            153 112645at6656         -            165   3.5e-15   55.1   0.0   1   1   6.1e-17   3.7e-15   55.0   0.0     8   142     1   144     1   153 0.79 -
137197at6656_7370_0:000554|TRINITY_DN77280_c13_g1_i5:1424-1915|-   -            164 112645at6656         -            165   1.7e-14   52.9   0.0   1   1   3.3e-16     2e-14   52.7   0.0     7   153     7   163     2   164 0.78 -
112645at6656_438503_0:0003b5|TRINITY_DN90197_c2_g3_i1:69-332|-     -             88 112645at6656         -            165     2e-14   52.7   0.0   1   1   3.9e-16   2.4e-14   52.4   0.0    54   133     1    84     1    87 0.89 -
109444at6656_62625_0:002267|TRINITY_DN81921_c11_g4_i2:594-1064|-   -            157 112645at6656         -            165   4.2e-14   51.6   0.2   1   1   7.6e-16   4.7e-14   51.5   0.2     8   154     1   156     1   157 0.85 -
137197at6656_7237_0:0028e0|TRINITY_DN73991_c7_g1_i4:21-365|-       -            115 112645at6656         -            165   8.3e-14   50.6   0.0   1   1   1.7e-15     1e-13   50.4   0.0     7    96    15   108    10   113 0.89 -
137197at6656_438503_0:001d80|TRINITY_DN80537_c15_g1_i10:675-1160|- -            162 112645at6656         -            165   1.6e-12   46.5   0.0   1   1   2.7e-14   1.7e-12   46.4   0.0     7   125     4   127     1   162 0.77 -
137197at6656_438503_0:001d80|TRINITY_DN80537_c15_g1_i6:675-1160|-  -            162 112645at6656         -            165   1.6e-12   46.5   0.0   1   1   2.7e-14   1.7e-12   46.4   0.0     7   125     4   127     1   162 0.77 -
137197at6656_438503_0:001d80|TRINITY_DN80537_c15_g1_i4:675-1319|-  -            215 112645at6656         -            165   3.1e-12   45.6   0.0   1   1   6.4e-14   3.9e-12   45.2   0.0     7   125    57   180    53   215 0.78 -
137197at6656_294128_0:00063c|TRINITY_DN73672_c15_g2_i1:433-759|+   -            109 112645at6656         -            165   9.3e-12   44.0   0.0   1   1   1.8e-13   1.1e-11   43.7   0.0     8   101     8   106     4   108 0.91 -
137197at6656_294128_0:00063c|TRINITY_DN73672_c15_g2_i2:387-713|+   -            109 112645at6656         -            165   9.3e-12   44.0   0.0   1   1   1.8e-13   1.1e-11   43.7   0.0     8   101     8   106     4   108 0.91 -
109444at6656_6958_0:000f69|TRINITY_DN89609_c14_g4_i2:280-531|-     -             84 112645at6656         -            165   1.3e-11   43.5   0.2   1   1   4.7e-13   2.9e-11   42.4   0.2     2    64    12    84    11    84 0.82 -
137197at6656_7539_0:0024ad|TRINITY_DN80537_c15_g2_i1:125-619|-     -            165 112645at6656         -            165   1.6e-11   43.2   0.0   1   1   3.8e-13   2.3e-11   42.7   0.0     8   120     1   117     1   127 0.84 -
137197at6656_1218281_0:000164|TRINITY_DN80537_c15_g1_i7:675-1173|- -            158 112645at6656         -            165   2.2e-11   42.8   0.0   1   1   4.2e-13   2.5e-11   42.6   0.0     7   125     2   123     1   158 0.73 -
112645at6656_38123_0:0023d5|TRINITY_DN93082_c2_g2_i3:46-249|+      -             68 112645at6656         -            165   2.7e-11   42.5   0.1   1   1     5e-13   3.1e-11   42.3   0.1    93   151     6    68     2    68 0.89 -
128331at6656_56086_0:0035e5|TRINITY_DN90124_c6_g1_i2:314-829|+     -            172 112645at6656         -            165   1.2e-10   40.4   0.1   1   1   2.4e-12   1.5e-10   40.1   0.1     8   122     7   126     3   141 0.87 -
128331at6656_56086_0:0035e5|TRINITY_DN90124_c6_g1_i4:314-829|+     -            172 112645at6656         -            165   1.2e-10   40.4   0.1   1   1   2.4e-12   1.5e-10   40.1   0.1     8   122     7   126     3   141 0.87 -
128331at6656_56086_0:0035e5|TRINITY_DN90124_c6_g1_i6:285-800|+     -            172 112645at6656         -            165   1.2e-10   40.4   0.1   1   1   2.4e-12   1.5e-10   40.1   0.1     8   122     7   126     3   141 0.87 -
128331at6656_56086_0:0035e5|TRINITY_DN90124_c6_g1_i7:314-829|+     -            172 112645at6656         -            165   1.2e-10   40.4   0.1   1   1   2.4e-12   1.5e-10   40.1   0.1     8   122     7   126     3   141 0.87 -
128331at6656_56086_0:0035e5|TRINITY_DN90124_c6_g1_i8:314-829|+     -            172 112645at6656         -            165   1.2e-10   40.4   0.1   1   1   2.4e-12   1.5e-10   40.1   0.1     8   122     7   126     3   141 0.87 -
128331at6656_294128_0:0040d6|TRINITY_DN79047_c17_g1_i1:179-691|+   -            171 112645at6656         -            165   1.6e-10   40.0   0.1   1   1   3.3e-12     2e-10   39.6   0.1     8   119    12   124     8   135 0.88 -
137197at6656_7227_0:0034ce|TRINITY_DN92684_c4_g1_i2:25-360|+       -            112 112645at6656         -            165   3.2e-10   39.0   0.0   1   1   6.8e-12   4.2e-10   38.6   0.0    90   154     6    74     2    80 0.82 -
137197at6656_7539_0:0024ad|TRINITY_DN88796_c6_g2_i2:296-805|-      -            170 112645at6656         -            165   5.2e-10   38.3   0.0   1   1   1.2e-11   7.4e-10   37.8   0.0     7   126     5   128     2   161 0.82 -
137197at6656_7539_0:0024ad|TRINITY_DN88796_c6_g2_i4:296-805|-      -            170 112645at6656         -            165   5.2e-10   38.3   0.0   1   1   1.2e-11   7.4e-10   37.8   0.0     7   126     5   128     2   161 0.82 -
137197at6656_7539_0:0024ad|TRINITY_DN88796_c6_g2_i6:296-805|-      -            170 112645at6656         -            165   5.2e-10   38.3   0.0   1   1   1.2e-11   7.4e-10   37.8   0.0     7   126     5   128     2   161 0.82 -
119012at6656_13249_0:0015e7|TRINITY_DN74707_c17_g1_i3:124-558|+    -            145 112645at6656         -            165   8.6e-10   37.6   0.1   1   1   1.8e-11   1.1e-09   37.2   0.1     7   121    10   125     7   135 0.90 -
128331at6656_418985_0:0001dd|TRINITY_DN74707_c17_g1_i1:142-636|+   -            165 112645at6656         -            165   1.4e-09   36.9   0.0   1   1   2.7e-11   1.7e-09   36.7   0.0     7   121     4   119     1   130 0.90 -
109444at6656_1049336_0:003d9c|TRINITY_DN92507_c10_g1_i6:92-334|+   -             81 112645at6656         -            165   1.6e-09   36.7   0.2   1   1   3.3e-11     2e-09   36.4   0.2     2    60    19    81    17    81 0.88 -
115208at6656_126957_0:001267|TRINITY_DN88796_c6_g2_i1:290-790|-    -            167 112645at6656         -            165   3.8e-09   35.5   0.0   1   1   8.9e-11   5.4e-09   35.0   0.0     8   126     1   123     1   166 0.83 -
115208at6656_126957_0:001267|TRINITY_DN88796_c6_g2_i3:290-790|-    -            167 112645at6656         -            165   3.8e-09   35.5   0.0   1   1   8.9e-11   5.4e-09   35.0   0.0     8   126     1   123     1   166 0.83 -
109444at6656_1049336_0:003d9c|TRINITY_DN84412_c11_g2_i1:241-456|-  -             72 112645at6656         -            165   6.2e-09   34.8   0.3   1   1   1.2e-10   7.2e-09   34.6   0.3     2    52    17    71    16    72 0.90 -
119012at6656_103372_0:001457|TRINITY_DN86542_c2_g1_i1:75-632|+     -            186 112645at6656         -            165   1.2e-08   33.9   0.0   1   1   2.5e-10   1.5e-08   33.5   0.0     8   119    22   135    17   155 0.85 -
128331at6656_56086_0:0035e5|TRINITY_DN90124_c6_g1_i1:285-587|+     -            101 112645at6656         -            165   2.6e-08   32.8   0.0   1   1   4.9e-10     3e-08   32.6   0.0     8    89     7    89     3    98 0.89 -
128331at6656_32264_0:001368|TRINITY_DN75491_c10_g3_i2:178-531|+    -            118 112645at6656         -            165   4.6e-08   32.0   0.0   1   1   8.6e-10   5.3e-08   31.8   0.0     7    85     8    85     5   117 0.84 -
128331at6656_32264_0:001368|TRINITY_DN75491_c10_g3_i3:1246-1599|+  -            118 112645at6656         -            165   4.6e-08   32.0   0.0   1   1   8.6e-10   5.3e-08   31.8   0.0     7    85     8    85     5   117 0.84 -
128331at6656_7425_0:0012b0|TRINITY_DN75885_c8_g2_i1:1955-2464|-    -            170 112645at6656         -            165     5e-08   31.9   0.1   1   1   9.9e-10   6.1e-08   31.6   0.1     7   126    11   131     8   160 0.83 -
115462at6656_51655_0:00100c|TRINITY_DN78647_c12_g1_i1:356-691|-    -            112 112645at6656         -            165   8.2e-08   31.2   0.0   1   1   2.5e-09   1.5e-07   30.3   0.0     7    98    10   111     5   112 0.79 -
