10_S10	11_S11	12_S12	1_S1	2_S2	3_S3	4_S4	5_S5	6_S6	7_S7	8_S8	9_S9
TRINITY_DN91773_c2_g1_i2	-1.17216983217423	-0.507599854623637	-1.60536789243635	-0.876749371612641	-0.132846246141796	-0.565936366751736	0.937721865984987	1.11934686756658	1.39665951774249	1.17425998489217	0.501160890255658	-0.268479562701478
TRINITY_DN90938_c5_g1_i2	-1.64915378347993	-0.514399026781558	-1.47926607591607	-0.714114561721173	0.335917143787478	-1.33965300840152	0.60176783228949	1.67798410422457	1.23826565076817	1.30888104174965	0.732849866073016	-0.199079182592133
TRINITY_DN90805_c7_g2_i2	-0.276666537226412	-0.341742740033954	-0.303841391098685	-0.397865498852303	-0.158086445318812	-0.514230255544088	0.27987364301566	0.703000460676581	0.249606203346864	0.655053405571642	0.302983668714239	-0.198084513250732
TRINITY_DN75921_c5_g1_i4	1.59447309373552	1.2747314816685	0.666961076330901	-0.651970373619398	1.59940926878235	1.49878487411609	-0.686219530635685	-0.782572935872685	-1.4093968597795	-1.96335186500362	-2.13969137046022	0.998843140737748
TRINITY_DN89850_c1_g3_i2	-0.0942235101870067	-0.354851418313705	-0.354851418313705	-0.354851418313705	-0.354851418313705	-0.354851418313705	0.85989510436869	0.78658137261559	0.324121889540465	0.361481061974282	-0.108747408429789	-0.354851418313705
TRINITY_DN90968_c7_g2_i7	0.606016746468551	0.460030914848816	0.0496648552938692	-0.400340304389045	0.615149981515722	-0.427494355892772	-0.244802058376582	-0.234668952340381	-0.27953647450567	-0.186264320377327	-0.386251373660891	0.428495341415709
TRINITY_DN90616_c8_g3_i1	-1.35944833500814	-0.603666634385899	-1.3379999157441	-0.639273815859939	-0.414984294975586	-0.731217738414799	0.769830646702764	0.896980096708901	1.39057150342827	1.5734475571691	0.969018132295789	-0.513257201916363
TRINITY_DN88213_c2_g1_i4	-0.901202012862982	-0.706983423738895	-1.2359316329486	-0.319478212941724	0.376591608050288	-1.07727399864044	0.760453839115447	1.17192388088885	1.19946549048334	1.05301540328774	0.354681191329421	-0.675262132022441
TRINITY_DN89390_c1_g1_i8	-0.553201269701326	-0.553201269701326	-0.553201269701326	-0.553201269701326	-0.553201269701326	-0.553201269701326	0.349065299381745	0.969858792093923	0.594105429078968	1.12261466147094	0.520618963590345	-0.23705552740797
TRINITY_DN93385_c3_g1_i3	0.843928876183649	1.34952430215725	0.339817766801172	-0.124572262412301	1.51931936672344	1.06591158493464	-1.11662026389787	-0.627589525900779	-1.08869626233543	-1.45241911448694	-1.45093714718571	0.742332679418872
TRINITY_DN93681_c8_g1_i1	-0.891709154786947	-0.413157591529069	-0.910306822028859	-0.603739367605117	-1.4955562559228	-1.67311953317261	1.09420732968574	1.15810909961711	1.50614966249861	1.25118872431611	1.13953030345713	-0.161596394529301
TRINITY_DN86195_c6_g2_i6	-0.39221429004204	-0.586033722986918	-0.628614285151306	-0.47495268307022	-0.94467705671535	-1.55810972142448	0.99422177505671	1.0418099090373	1.03898322606346	1.250373555021	0.932059650957118	-0.672846356745278
TRINITY_DN92625_c2_g1_i3	0.713754081391121	1.51367624594221	-0.392409547394259	0.681346378153243	2.86272738919133	2.0393291880423	-1.64213216829752	-1.3684719056239	-1.49234135128588	-2.1784759637985	-1.74541240209568	1.00841005577553
TRINITY_DN92818_c3_g1_i2	1.69986870913455	1.45248357811322	0.421237657905529	-0.16080310533339	1.84944908358235	1.3633830809703	-0.843154446465481	-1.02789202275581	-1.69746031977679	-1.96308826680449	-1.94216829158268	0.848144343012697
TRINITY_DN86999_c2_g1_i1	-0.974641809285777	-0.388148245812912	-1.64310915391379	-0.731772606934903	-0.15416896802835	-1.45832619374437	1.04362456871276	1.17019304237928	1.18153630971541	1.37897248630284	0.53619792050221	0.0396426501076022
TRINITY_DN73052_c19_g1_i1	-0.929378525280186	-0.603930091928003	-0.88418258961514	-0.573834336825533	-0.686865511655247	-1.78677030453643	0.807821158622197	1.4386905639611	1.33448206943065	1.53158344707613	0.819419431973456	-0.467035311222985
TRINITY_DN93020_c1_g1_i3	1.95340960451274	1.83570824288903	0.209481804790405	-1.03346155259707	2.55261370949116	2.31357612552283	-1.05676892608913	-1.42843059025948	-2.14449286498581	-1.45192832622858	-2.61227182633663	0.862564599290519
TRINITY_DN81092_c8_g2_i1	-1.01880050969692	-0.87966943897596	-0.702118082396654	-1.08506195196564	-1.08506195196564	-1.08506195196564	1.66640176919991	1.25350508503551	0.752477682413759	1.91907984529214	0.929293341011425	-0.664983835986271
TRINITY_DN73604_c2_g1_i2	-1.24790308444858	-1.48611221124781	-3.83094070824525	-0.366795251554063	1.02235636974195	-1.29912260612385	0.589878512448382	2.59273829996555	1.9395183685479	1.49300574717642	1.13728831465367	-0.543911750914323
TRINITY_DN72369_c2_g1_i11	-0.46308720260124	-0.941487347233212	0.287897698819679	-2.21111899817365	-2.21111899817365	-0.752736994017638	0.576104486109507	2.05843785328312	1.83999203739938	1.30527442835171	0.69403932381363	-0.182196287577638
TRINITY_DN88050_c13_g1_i1	-0.49920560397415	0.0734523868438852	-0.881792453981298	-1.22614184357646	-1.00405984613381	-0.965463154592333	1.05188770165655	0.855173140184908	0.722436488368197	0.752241268691334	0.300062757543996	0.82140915896918
TRINITY_DN76398_c9_g1_i2	-0.732120870314652	-0.668303948886163	-1.03820330598342	-0.531625529557282	-0.123205909042946	-1.00070454863226	1.13318012078148	1.02746580846294	0.63602340605415	1.07788711049305	0.371959921327564	-0.152352254702463
TRINITY_DN83363_c10_g1_i2	-0.741370302295518	-0.583600745851299	-0.636907674085032	-0.628534493060027	-0.718086078038319	-1.58144425062034	0.871606574595234	0.907556792552902	1.37840622580605	0.994872860688397	0.993788535165057	-0.256287444857106
TRINITY_DN91237_c5_g5_i1	-1.04002559282374	-0.0845763991267783	-0.736006871713186	-0.745173337684786	0.172845240228619	-1.24291342629388	0.626168327406052	0.851660471686176	1.16471124927273	0.955580727345204	0.891964628049232	-0.814235016345649
TRINITY_DN90308_c2_g1_i2	-1.41307669579127	-0.623334575056149	-1.11831812045549	-0.296880629574076	-0.360337203660136	-1.61668381525347	0.95258806552707	1.31679695051119	1.57289833226722	1.16201390050583	0.819341570408387	-0.395007779429109
TRINITY_DN87432_c2_g1_i1	-1.26769571988814	-0.146219404693363	-0.997045030330791	-0.718850930726375	0.558042310838891	-0.146111134896623	0.773008427811116	0.955550393305975	0.512285245304817	1.32681499741682	0.565300710535834	-1.41507986467815
TRINITY_DN71300_c0_g2_i2	-0.847710714353779	-0.599103379155265	-0.577070207572829	-0.570836330412826	-0.0281035314721563	-0.282259037470066	0.368361861770266	1.0502521062293	0.826655492177419	1.15175086614346	0.454924799649568	-0.946861925533095
TRINITY_DN78019_c0_g1_i5	-0.488414725636837	-0.32870204462084	-1.26830476497688	-0.705634938874182	-0.654773112058957	-0.0805370179308593	0.748904525055339	0.23656982442158	1.22815758460538	1.10937429402893	0.444511089460488	-0.241150713473157
TRINITY_DN80799_c14_g1_i1	-0.0782234875574294	-0.0560087537419032	-0.119860777400143	-0.292348292910277	-0.292348292910277	-0.292348292910277	0.103811196162878	0.199248301500172	0.214558261670416	0.423984187377711	-0.0341309033742588	0.223666854093388
TRINITY_DN72456_c14_g1_i10	1.40340703420864	1.24719195376766	1.03235762364795	-0.586737743635694	1.52918999072272	0.521878921837146	-0.426145506089687	-1.3464367733192	-1.17645477426548	-1.59514466800366	-1.83940712115784	1.23630106228744
TRINITY_DN84525_c11_g1_i3	0.04720728469673	0.647751713938174	-0.238734186431378	-0.22286438095977	2.15285771707592	1.81256704227413	-0.936818483574341	-1.09984659277659	-1.17975345957857	-1.17975345957857	-1.09589940825992	1.29328621317418
TRINITY_DN92705_c7_g2_i1	-0.176323475162512	-0.158135755088793	-0.400691084491822	1.22804285442754	2.13869762847877	0.813412034514573	-0.59855647584556	-0.564340760507647	-0.581347185813337	-0.59855647584556	-0.503644828820093	-0.59855647584556
TRINITY_DN75921_c5_g5_i1	1.22214108098455	1.04856090900105	0.573977173132522	-0.597839495933691	1.92872113899505	1.6454084659062	-0.887844332921896	-1.28400382199505	-1.15175602369661	-1.26679453196283	-1.26964852901798	0.0390779675086823
TRINITY_DN71705_c17_g1_i2	-0.0123350913979482	0.0305396859817162	-0.0070697751853061	-0.141947829528418	-0.141947829528418	-0.141947829528418	0.0696874237987316	0.139008484302639	0.23767313252729	0.0382000316300108	-0.0335906514379993	-0.0362697516338806
TRINITY_DN88594_c14_g1_i3	-0.97788459845565	-0.51822880220297	-0.940757724696	-1.15685473950097	-0.692925088988464	-1.24239945084407	0.904967431139901	0.986063706309336	1.41419793421499	1.54320910201061	0.977345531424328	-0.29673330041104
TRINITY_DN93499_c8_g1_i6	-0.338266985987129	-0.819228376387071	-0.236616909892694	-1.12538641964274	-1.0151851964834	0.0257450675714854	0.662454181256525	0.72350921159956	1.27337755738653	0.805779383629578	0.727649932091086	-0.68383144514173
TRINITY_DN90134_c4_g1_i1	-0.573111076780576	-0.68878319043896	-0.243326265780793	-1.36514577854255	-1.54281051074109	-1.47487683457601	1.25119268539999	0.955617668289553	2.16052182449185	1.47252931288969	0.898157502064628	-0.849965336275734
TRINITY_DN90417_c10_g1_i5	0.438055899285158	1.98537038152853	-0.215298143344889	-0.96589170097539	0.389746330472769	-0.3380069299959	-0.533531754674509	-0.650701102741039	-0.577551181734828	-0.620014836946012	-0.944884207145497	2.03270724627161
TRINITY_DN93379_c13_g2_i1	-0.696852356305623	-0.381210524265692	-0.756889939091456	-0.812438476917978	-0.681255501254604	-0.465526810199167	1.6029529276836	0.879371807337834	0.106015174759667	1.40772740655811	0.227357715502922	-0.429251423807618
TRINITY_DN72198_c0_g1_i5	0.0273585206271034	-0.233269387499595	-0.233269387499595	-0.233269387499595	-0.233269387499595	-0.233269387499595	0.0333672550143944	0.725016513423662	0.0500597805520463	0.372698971341863	0.191115284038501	-0.233269387499595
TRINITY_DN83574_c5_g10_i1	0.416713892602838	3.09283442877229	0.299184167395634	-1.21627547770973	-0.523626896729444	0.224459437666281	-1.23490116996808	-1.12659181523001	-0.896662486353493	-1.40375255600044	-1.23255976554684	3.601178241101
TRINITY_DN87259_c12_g1_i1	-0.130862126399646	0.0882974700560647	0.307258985992239	0.118813896579129	0.0512735927529699	0.115454884489214	-0.2485571690694	-0.2485571690694	-0.2485571690694	-0.2485571690694	-0.2485571690694	0.692549141877031
TRINITY_DN71732_c15_g1_i1	0.98918935785499	1.80233442036124	0.705181375877045	-0.728936743788585	2.15353116842865	1.13907136727373	-0.892760269810367	-1.07055878589739	-1.42327941458238	-1.38581553339994	-2.90302999694289	1.6150730546259
TRINITY_DN89212_c9_g4_i1	1.17682778995414	0.827128115101202	0.181108081660851	-0.422013788179145	-0.422013788179145	-0.422013788179145	-0.422013788179145	-0.422013788179145	-0.422013788179145	-0.422013788179145	-0.422013788179145	1.19104631871697
TRINITY_DN90746_c16_g1_i1	0.814397953532539	0.598275100425159	0.369855498325459	0.0664532476161592	1.36676443236645	0.216637903923286	-0.420498565306643	-0.951835096348857	-0.800901061893733	-1.08353204468029	-0.974574020643896	0.798956652684365
TRINITY_DN73879_c1_g1_i1	-1.8520328185097	-0.369922965333865	-0.992999732788691	-0.693968208779385	0.281526033885591	-0.494747733879755	0.754213391361755	1.14599555217089	0.978672983044907	1.37816852784992	0.188041036480245	-0.322946065501913
TRINITY_DN83493_c3_g1_i1	-1.53376649842169	-0.793054765022589	-1.53376649842169	-1.53376649842169	-1.53376649842169	-1.53376649842169	2.59848129987675	1.501505491551	1.30336941550149	1.70349127247868	0.130716341942992	1.22432343578012
TRINITY_DN84918_c10_g1_i1	-0.470034279661687	-0.736254616214329	-0.772862275354506	-0.917252184689681	-1.1766753369711	-1.1766753369711	1.12754363174526	0.439211736944961	1.81899007276501	1.25066265195635	1.33479270230477	-0.721446765853957
TRINITY_DN91147_c9_g1_i2	-0.193248258464512	-0.27721056960884	-0.330879234402426	-0.206049540687602	-0.265103966752187	-0.372122216634307	0.622819493542664	0.1679050526232	0.339813140344614	0.06297293498579	0.823225381687912	-0.372122216634307
TRINITY_DN90565_c1_g1_i2	-1.33130595637958	-0.509302533849453	-1.68032646474118	-0.225571076579651	-0.168588407239402	-0.470852529336118	0.99293646946597	0.978064782698342	1.08956356179535	1.00461621258369	0.900976973360899	-0.580211031778868
TRINITY_DN93103_c3_g1_i8	1.88768070586955	1.37251793877137	0.0327281096074605	2.87227239688958	4.46927084638078	4.03948062707152	-2.5964666885217	-2.33437491260768	-2.89943785589113	-3.12551631510672	-2.89595448589089	-0.822200366572138
TRINITY_DN81784_c1_g1_i3	-0.464331670469826	-0.248963698266347	-0.464331670469826	-0.464331670469826	-0.209737627436685	0.376433666854048	0.384466510774363	0.25375591349069	0.398020529062194	0.487256124344928	0.201970457703268	-0.250206865116979
TRINITY_DN92063_c1_g1_i4	-1.5244060540894	-0.843477256138364	-1.51710367439804	-0.171031341587376	-0.129621808059753	-0.80627648342765	1.0822963945685	1.34483350008432	1.05286210144789	1.37124162562091	0.743520614631837	-0.602837618652879
TRINITY_DN73550_c0_g1_i11	-1.61998995958421	-0.353397845395985	-1.17245082509538	-0.329950560659019	-0.521496739245134	-0.147885164214925	0.826501766296422	0.632098798809574	0.801537133662405	1.69587736974615	0.612096346812864	-0.422940321132773
TRINITY_DN93399_c3_g1_i1	-0.693748571771529	-0.926521762419234	-0.0540718121397454	-1.28321527546727	-1.37542271356436	-1.37542271356436	1.81107784408013	1.40803394079588	1.2698177990809	1.80504344765954	0.607160233358228	-1.19273041604817
TRINITY_DN86485_c0_g3_i1	-1.53799531153005	-0.647368264165017	-1.13227260921133	-0.525374915050007	-0.579255184106627	-0.908785330910954	0.976424250384696	0.990208934699828	1.43115134569275	1.44625192299901	0.896858682902467	-0.409843521704753
TRINITY_DN92444_c0_g2_i4	0.736743108902329	0.97689564423523	0.00993412977229469	-0.638991429680827	-0.638991429680827	-0.638991429680827	0.624042976152967	0.17001134525826	-0.638991429680827	-0.638991429680827	-0.638991429680827	1.31632137376388
TRINITY_DN76942_c8_g2_i1	-0.0284423036024329	-0.291476709436227	-0.312909899047578	-0.409171752105981	-0.409171752105981	-0.409171752105981	0.287712338749473	0.485355018151413	0.248010908022442	0.647411776260386	0.37575094945688	-0.183896822236412
TRINITY_DN85095_c3_g1_i1	-1.0407749129768	-0.762230077242728	-1.0253941305109	-1.11986986270416	-0.866836849027864	-0.965211399746775	0.776381099368154	1.47566659502333	1.48622424596055	1.54849101858061	0.942220733540634	-0.448666460264057
TRINITY_DN80447_c14_g1_i1	0.727752573514451	0.733635130251337	-0.0506973318645421	-0.316388285939746	1.6079708197243	1.08289442016866	-0.659553970030827	-0.774870575700985	-0.944143275716582	-0.83345982071905	-0.97259504497192	0.399455361284909
TRINITY_DN83804_c8_g1_i8	-1.31735912378214	-0.576647390383043	-1.13212686955198	-0.443152337904345	-0.615144872771703	-0.0387795733237206	0.797007901169856	1.47840782400025	1.44520230626675	0.842592920950779	0.877358339111455	-1.31735912378214
TRINITY_DN78855_c1_g1_i6	-1.17780391973582	-0.682784430806258	-1.31746159807053	-0.840246189528531	0.138260986980164	-1.12687063814777	0.706278067939137	1.58176148887335	0.936227954887888	1.18028080335195	0.656806314255825	-0.0544488399993952
TRINITY_DN87247_c12_g1_i1	0.022350330587969	1.10648566584819	-0.128397699671457	-0.914994061562263	-0.914994061562263	-0.914994061562263	0.00491802711504463	1.71541140992006	-0.40808750698157	1.16872990483074	0.178566114600074	-0.914994061562263
TRINITY_DN89600_c0_g1_i2	1.81160403611093	1.96943504569122	1.21991799681611	0.7718598398955	2.66966369742556	2.55696094253906	-1.9018281764951	-2.13051049074886	-2.10866277496775	-3.02815277615203	-2.9470018360686	1.11671449595397
TRINITY_DN70790_c0_g1_i1	-0.370333067614684	-0.414684534604559	-0.341951266244861	-0.410468179803489	-0.368968816883341	-0.45030844433528	0.434875421985071	0.39768846221967	0.477208801863197	0.734923809894881	0.623511788956391	-0.311493975432998
TRINITY_DN72297_c9_g1_i1	-1.79719627276703	-1.21619880368903	-0.305351691705461	-3.70984613766424	-3.66860315543235	-3.70984613766424	3.21956615023702	3.07846110293988	2.45749171681797	3.45378341343297	2.62811465751427	-0.430374842019768
TRINITY_DN93547_c0_g1_i1	-0.176604929745171	0.299517490134981	-0.0939023404149221	-0.11034348747645	-0.162249636768101	-0.176604929745171	-0.022151337065299	0.226117247100433	0.203016032310537	0.218457869772406	-0.02864704835807	-0.176604929745171
TRINITY_DN84715_c0_g1_i1	-1.7160616443931	-0.509771310669262	-0.903417923129886	-0.490133609361871	-0.130592981617507	-0.68282018456655	0.971340772448425	1.1553094186421	0.932179467826408	1.4476729462993	0.597949251227131	-0.671654202705186
TRINITY_DN89608_c1_g1_i6	-1.39869609857749	-1.00404677412508	-0.672065237515385	-0.757431457720648	-1.10037279565372	-0.562251807545629	0.807435574932464	1.44128176152926	1.45638773292615	1.85268967037592	1.32582910371412	-1.38875967233996
TRINITY_DN101450_c2_g1_i2	-1.22556752340314	-0.572773704140955	-1.44981381859131	-0.839764200542881	0.502027048417476	-0.376155015736193	0.2988038902198	1.30925762382025	0.815926791324962	1.08131962280135	0.652447482937797	-0.195708197107171
TRINITY_DN83265_c6_g1_i1	-1.69844197510889	-0.629421817900966	-1.30031548644977	-0.0868400643080367	0.197756528656726	-0.501480544273416	1.20591737406517	0.731249557425451	1.11513994566119	1.33085955250754	0.899711880352226	-1.26413495062721
TRINITY_DN77668_c8_g1_i1	-0.728391643418236	-0.293358653261423	-0.21521982576509	-0.159863600782725	-0.456822851067373	-1.03407038666052	0.301641523659938	0.684893949099015	0.798617129779008	0.892688145325941	0.47080420273794	-0.260917989646472
TRINITY_DN90839_c8_g1_i4	0.600659692192254	0.788842915149716	-0.34135928368475	0.413705726327714	2.14599812635915	1.57893492103754	-1.1912746679704	-1.16437618463794	-1.16316536203989	-0.810581238998511	-1.24406208232984	0.386677438594959
TRINITY_DN86973_c3_g1_i5	1.61817800538811	2.00246076704632	0.529993657176749	-0.823801643675267	2.74555487800047	2.67998192161662	-1.13706300319474	-2.5369307581666	-2.06567398107141	-1.66025819802654	-3.16642149429113	1.8139798491974
TRINITY_DN91143_c12_g1_i2	0.855656314749097	0.903585928793075	-0.321447912297521	-0.545804520514483	0.913269685748661	0.662479681205503	-0.539919964262626	-0.59579895611818	-0.629770512421145	-0.731167488050505	-0.795145446885656	0.82406319005378
TRINITY_DN90616_c7_g2_i2	0.596398048994687	0.630925732122958	-0.125256999495368	-0.483130610713435	0.559103964729436	0.41865184743163	-0.401108095516755	-0.360569935641878	-0.373956489256788	-0.447957070700565	-0.427511094613744	0.414410702659822
TRINITY_DN76399_c10_g1_i11	-0.356154973804731	-0.639484141856373	-0.639484141856373	-0.523119385164588	-0.639484141856373	0.575883830347107	0.588872812344675	0.607227958675488	0.332840899700779	0.663858252630958	0.668527172695805	-0.639484141856373
TRINITY_DN89527_c4_g1_i8	-0.692636908107546	-0.765561214759096	-0.281012919052655	-0.54815422692224	-0.914380051736865	-1.25920854873431	0.828593710242781	0.995385494298835	1.18704768115526	0.916156365041122	1.31997159939284	-0.786200980818132
TRINITY_DN78526_c5_g1_i2	-0.340603332143154	-0.299099779963655	-0.371967503052489	-0.407506484256305	-0.502241722400506	-0.721332780646703	0.568501684530807	0.715362106906174	0.833010485016062	0.595971287715212	0.522945417931442	-0.593039379636885
TRINITY_DN72763_c2_g1_i1	-1.86277023238869	-1.83741078239457	-1.01281091390303	0.0580028272823254	-0.816553339592843	-0.325767261478864	1.26742002117759	1.59475005508054	1.24333587603717	1.48891882622439	1.0467463719392	-0.843861447983237
TRINITY_DN79363_c2_g1_i6	0.509562488101505	1.55797351708486	-0.167501596473544	-0.250437937455616	0.808114244899497	0.369569992736023	-0.856035283980772	-0.548379351978211	-0.720580036174914	-0.876091204396245	-1.13719511356709	1.31100028120451
TRINITY_DN78230_c6_g1_i1	0.333332193945524	3.956899641744	-0.361329336912578	-1.4744893177154	-1.220544566344	-1.59170785738999	-1.15027637427588	-1.26394537714808	0.409335729121017	-1.59246730382315	-0.908866916943182	4.86405948574171
TRINITY_DN81229_c4_g2_i4	0.992112301285872	3.92388905536444	-0.59138441821609	-0.495736325489077	0.0984512548833604	-0.984251334446889	-0.7176146919329	-0.984251334446889	-0.578258974771053	-0.984251334446889	-0.738147324562973	1.05944312677909
TRINITY_DN109241_c1_g1_i1	-1.33476283520697	-0.514689104870602	-1.04472619044723	-0.508704528966622	-0.505510653377992	-1.28248972997715	0.963410709134322	0.771636853865394	1.53467020093902	1.14070519275408	0.967082170594908	-0.186622084441169
TRINITY_DN68861_c0_g1_i1	0.423949320139351	0.0229283992418079	-0.320413002161407	0.208025893976526	1.97246046613198	1.47371940715919	-0.681058204621623	-0.681058204621623	-0.681058204621623	-0.681058204621623	-0.681058204621623	-0.375379461379335
TRINITY_DN85970_c0_g1_i5	-1.83813559758948	-0.748364406093915	-1.37226993771919	-0.508543540416996	-0.413791986945383	-0.473358914678216	0.983344324485948	1.19303411095015	1.39101166935704	1.33356941029811	0.922998204938079	-0.469493336586139
TRINITY_DN75178_c6_g1_i3	-1.54601597457618	-0.232507958513503	-1.09939797404433	-0.781521190986385	0.275794724569895	-1.09389524472237	0.665497149878572	1.30156883636426	1.0706521267245	1.66575227139576	0.216338404023075	-0.442265170113281
TRINITY_DN83265_c6_g1_i5	-1.62077444800195	-0.767526982557701	-1.15579258618449	-0.312666967916655	-0.48885412816022	-1.45702224885675	1.25259406145631	1.22987533913309	1.32638259389675	1.4123418976422	1.03644341291145	-0.45499994336204
